[975, 575]
[chapter-title, [55.0, 52.0, 425.0, 30.0], shoonya_0s5KL78C622F8W, 5776235]
[paragraph, [9.0, 102.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 120.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 138.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 156.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 174.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 192.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 210.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 228.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 246.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 264.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 282.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 300.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 318.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 336.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 354.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 372.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 390.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 408.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 426.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 444.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 462.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 480.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 498.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [9.0, 516.0, 530.0, 18.0], gyl9468Nbf, 5776235]
[paragraph, [7.0, 531.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [7.0, 549.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [7.0, 567.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [7.0, 585.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [7.0, 603.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [7.0, 621.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [7.0, 639.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [7.0, 657.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [7.0, 675.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [7.0, 693.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [7.0, 711.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [7.0, 729.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [7.0, 747.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [7.0, 765.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [7.0, 783.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [7.0, 801.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [7.0, 819.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [7.0, 837.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [7.0, 855.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [7.0, 873.0, 537.0, 18.0], Bu2h6j1b6o, 5776235]
[paragraph, [11.0, 890.0, 539.0, 18.0], zDdln_HSCq, 5776235]
[paragraph, [11.0, 908.0, 539.0, 18.0], zDdln_HSCq, 5776235]
[paragraph, [11.0, 926.0, 539.0, 18.0], zDdln_HSCq, 5776235]
