[2175, 1675]
[chapter-title, [477.0, 817.0, 751.0, 70.5], shoonya_0s1MMYWX3L833D, 5757826]
[chapter-title, [477.0, 887.5, 751.0, 70.5], shoonya_0s1MMYWX3L833D, 5757826]
[paragraph, [164.0, 1125.0, 1334.0, 36.0], shoonya_1sHXRI8Z8NFCDA, 5757826]
[paragraph, [164.0, 1161.0, 1334.0, 36.0], shoonya_1sHXRI8Z8NFCDA, 5757826]
[paragraph, [164.0, 1197.0, 1334.0, 36.0], shoonya_1sHXRI8Z8NFCDA, 5757826]
[paragraph, [164.0, 1233.0, 1334.0, 36.0], shoonya_1sHXRI8Z8NFCDA, 5757826]
[paragraph, [164.0, 1269.0, 1334.0, 36.0], shoonya_1sHXRI8Z8NFCDA, 5757826]
[paragraph, [164.0, 1305.0, 1334.0, 36.0], shoonya_1sHXRI8Z8NFCDA, 5757826]
[paragraph, [164.0, 1341.0, 1334.0, 36.0], shoonya_1sHXRI8Z8NFCDA, 5757826]
[paragraph, [164.0, 1377.0, 1334.0, 36.0], shoonya_1sHXRI8Z8NFCDA, 5757826]
[paragraph, [164.0, 1413.0, 1334.0, 36.0], shoonya_1sHXRI8Z8NFCDA, 5757826]
[paragraph, [164.0, 1449.0, 1334.0, 36.0], shoonya_1sHXRI8Z8NFCDA, 5757826]
[paragraph, [164.0, 1485.0, 1334.0, 36.0], shoonya_1sHXRI8Z8NFCDA, 5757826]
[paragraph, [164.0, 1521.0, 1334.0, 36.0], shoonya_1sHXRI8Z8NFCDA, 5757826]
[paragraph, [164.0, 1557.0, 1334.0, 36.0], shoonya_1sHXRI8Z8NFCDA, 5757826]
[paragraph, [164.0, 1593.0, 1334.0, 36.0], shoonya_1sHXRI8Z8NFCDA, 5757826]
[paragraph, [164.0, 1629.0, 1334.0, 36.0], shoonya_1sHXRI8Z8NFCDA, 5757826]
[footnote, [618.0, 1890.0, 464.0, 36.0], ZsVDdfWtaN, 5757826]
[footnote, [618.0, 1926.0, 464.0, 36.0], ZsVDdfWtaN, 5757826]
[footnote, [618.0, 1962.0, 464.0, 36.0], ZsVDdfWtaN, 5757826]
[footnote, [618.0, 1998.0, 464.0, 36.0], ZsVDdfWtaN, 5757826]
