[842, 596]
[section-title, [7.0, 69.0, 212.0, 30.0], zRQxxFa4G4, 5715717]
[paragraph, [70.0, 112.0, 468.0, 18.0], shoonya_1sYRAB75JU4U0M, 5715717]
[paragraph, [70.0, 130.0, 468.0, 18.0], shoonya_1sYRAB75JU4U0M, 5715717]
[paragraph, [70.0, 148.0, 468.0, 18.0], shoonya_1sYRAB75JU4U0M, 5715717]
[paragraph, [70.0, 166.0, 468.0, 18.0], shoonya_1sYRAB75JU4U0M, 5715717]
[paragraph, [64.0, 193.0, 476.0, 18.0], O2NFffJaem, 5715717]
[paragraph, [64.0, 211.0, 476.0, 18.0], O2NFffJaem, 5715717]
[paragraph, [64.0, 229.0, 476.0, 18.0], O2NFffJaem, 5715717]
[paragraph, [64.0, 247.0, 476.0, 18.0], O2NFffJaem, 5715717]
[paragraph, [64.0, 265.0, 476.0, 18.0], O2NFffJaem, 5715717]
[paragraph, [64.0, 283.0, 476.0, 18.0], O2NFffJaem, 5715717]
[paragraph, [61.0, 334.0, 505.0, 18.0], RZuaNSGE6f, 5715717]
[paragraph, [61.0, 352.0, 505.0, 18.0], RZuaNSGE6f, 5715717]
[paragraph, [61.0, 370.0, 505.0, 18.0], RZuaNSGE6f, 5715717]
[paragraph, [61.0, 388.0, 505.0, 18.0], RZuaNSGE6f, 5715717]
[paragraph, [61.0, 406.0, 505.0, 18.0], RZuaNSGE6f, 5715717]
[paragraph, [56.0, 441.0, 505.0, 18.0], wJ5A_isFbQ, 5715717]
[paragraph, [56.0, 459.0, 505.0, 18.0], wJ5A_isFbQ, 5715717]
[paragraph, [57.0, 515.0, 484.0, 18.0], _oPCnxTIdr, 5715717]
[paragraph, [57.0, 533.0, 484.0, 18.0], _oPCnxTIdr, 5715717]
[paragraph, [57.0, 551.0, 484.0, 18.0], _oPCnxTIdr, 5715717]
[paragraph, [57.0, 569.0, 484.0, 18.0], _oPCnxTIdr, 5715717]
[paragraph, [57.0, 587.0, 484.0, 18.0], _oPCnxTIdr, 5715717]
[paragraph, [57.0, 605.0, 484.0, 18.0], _oPCnxTIdr, 5715717]
[paragraph, [57.0, 623.0, 484.0, 18.0], _oPCnxTIdr, 5715717]
[paragraph, [70.0, 661.0, 467.0, 18.0], S0hMQSdBd7, 5715717]
[paragraph, [70.0, 679.0, 467.0, 18.0], S0hMQSdBd7, 5715717]
[paragraph, [70.0, 697.0, 467.0, 18.0], S0hMQSdBd7, 5715717]
[paragraph, [70.0, 715.0, 467.0, 18.0], S0hMQSdBd7, 5715717]
[paragraph, [70.0, 733.0, 467.0, 18.0], S0hMQSdBd7, 5715717]
