[2320, 1664]
[section-title, [311.0, 186.0, 830.0, 52.5], jYUqHJfPv-, 5733478]
[paragraph, [311.0, 282.0, 646.0, 36.0], mifo1kbWSg, 5733478]
[paragraph, [512.0, 376.0, 748.0, 36.0], shoonya_7s6V560DAXXWZH, 5733478]
[paragraph, [512.0, 412.0, 748.0, 36.0], shoonya_7s6V560DAXXWZH, 5733478]
[paragraph, [512.0, 448.0, 748.0, 36.0], shoonya_7s6V560DAXXWZH, 5733478]
[paragraph, [512.0, 484.0, 748.0, 36.0], shoonya_7s6V560DAXXWZH, 5733478]
[paragraph, [512.0, 520.0, 748.0, 36.0], shoonya_7s6V560DAXXWZH, 5733478]
[paragraph, [512.0, 556.0, 748.0, 36.0], shoonya_7s6V560DAXXWZH, 5733478]
[paragraph, [512.0, 592.0, 748.0, 36.0], shoonya_7s6V560DAXXWZH, 5733478]
[paragraph, [512.0, 628.0, 748.0, 36.0], shoonya_7s6V560DAXXWZH, 5733478]
[paragraph, [512.0, 664.0, 748.0, 36.0], shoonya_7s6V560DAXXWZH, 5733478]
[paragraph, [512.0, 700.0, 748.0, 36.0], shoonya_7s6V560DAXXWZH, 5733478]
[paragraph, [512.0, 736.0, 748.0, 36.0], shoonya_7s6V560DAXXWZH, 5733478]
[paragraph, [310.0, 781.0, 249.0, 36.0], shoonya_3s14W88K0AL526, 5733478]
[paragraph, [299.0, 877.0, 1187.0, 36.0], shoonya_5sFDTUDZ3OMDWE, 5733478]
[paragraph, [299.0, 913.0, 1187.0, 36.0], shoonya_5sFDTUDZ3OMDWE, 5733478]
[paragraph, [299.0, 949.0, 1187.0, 36.0], shoonya_5sFDTUDZ3OMDWE, 5733478]
[paragraph, [299.0, 985.0, 1187.0, 36.0], shoonya_5sFDTUDZ3OMDWE, 5733478]
[sub-section-title, [309.0, 1085.0, 446.0, 55.5], shoonya_4sQTIE1A19DA8Y, 5733478]
[paragraph, [300.0, 1179.0, 1185.0, 36.0], shoonya_0sCI0A5EJHAVI7, 5733478]
[paragraph, [300.0, 1215.0, 1185.0, 36.0], shoonya_0sCI0A5EJHAVI7, 5733478]
[paragraph, [300.0, 1251.0, 1185.0, 36.0], shoonya_0sCI0A5EJHAVI7, 5733478]
[paragraph, [300.0, 1287.0, 1185.0, 36.0], shoonya_0sCI0A5EJHAVI7, 5733478]
[paragraph, [300.0, 1323.0, 1185.0, 36.0], shoonya_0sCI0A5EJHAVI7, 5733478]
[paragraph, [300.0, 1359.0, 1185.0, 36.0], shoonya_0sCI0A5EJHAVI7, 5733478]
[paragraph, [300.0, 1395.0, 1185.0, 36.0], shoonya_0sCI0A5EJHAVI7, 5733478]
[paragraph, [300.0, 1431.0, 1185.0, 36.0], shoonya_0sCI0A5EJHAVI7, 5733478]
[paragraph, [300.0, 1467.0, 1185.0, 36.0], shoonya_0sCI0A5EJHAVI7, 5733478]
[paragraph, [296.0, 1563.0, 1190.0, 36.0], shoonya_1s30L7P6O9F1JZ, 5733478]
[paragraph, [296.0, 1599.0, 1190.0, 36.0], shoonya_1s30L7P6O9F1JZ, 5733478]
[paragraph, [296.0, 1635.0, 1190.0, 36.0], shoonya_1s30L7P6O9F1JZ, 5733478]
[paragraph, [296.0, 1671.0, 1190.0, 36.0], shoonya_1s30L7P6O9F1JZ, 5733478]
[paragraph, [296.0, 1707.0, 1190.0, 36.0], shoonya_1s30L7P6O9F1JZ, 5733478]
[paragraph, [296.0, 1743.0, 1190.0, 36.0], shoonya_1s30L7P6O9F1JZ, 5733478]
[paragraph, [296.0, 1779.0, 1190.0, 36.0], shoonya_1s30L7P6O9F1JZ, 5733478]
[paragraph, [296.0, 1815.0, 1190.0, 36.0], shoonya_1s30L7P6O9F1JZ, 5733478]
[paragraph, [296.0, 1851.0, 1190.0, 36.0], shoonya_1s30L7P6O9F1JZ, 5733478]
[paragraph, [296.0, 1887.0, 1190.0, 36.0], shoonya_1s30L7P6O9F1JZ, 5733478]
[paragraph, [296.0, 1923.0, 1190.0, 36.0], shoonya_1s30L7P6O9F1JZ, 5733478]
