[1447, 1063]
[folio, [411.0, 45.0, 213.0, 18.0], 1R2SlEanOY, 5762542]
[folio, [411.0, 63.0, 213.0, 18.0], 1R2SlEanOY, 5762542]
[folio, [185.0, 134.0, 122.0, 18.0], rCgPcAHeDp, 5762542]
[folio, [437.0, 163.0, 532.0, 18.0], LokSAlAaWR, 5762542]
[paragraph, [91.0, 456.0, 437.0, 18.0], sWkq-j5F0F, 5762542]
[paragraph, [91.0, 474.0, 437.0, 18.0], sWkq-j5F0F, 5762542]
[paragraph, [91.0, 492.0, 437.0, 18.0], sWkq-j5F0F, 5762542]
[paragraph, [91.0, 510.0, 437.0, 18.0], sWkq-j5F0F, 5762542]
[paragraph, [91.0, 528.0, 437.0, 18.0], sWkq-j5F0F, 5762542]
[paragraph, [91.0, 546.0, 437.0, 18.0], sWkq-j5F0F, 5762542]
[paragraph, [91.0, 564.0, 437.0, 18.0], sWkq-j5F0F, 5762542]
[paragraph, [532.0, 463.0, 437.0, 18.0], shoonya_2sX521YSBIOA5P, 5762542]
[paragraph, [532.0, 481.0, 437.0, 18.0], shoonya_2sX521YSBIOA5P, 5762542]
[paragraph, [532.0, 499.0, 437.0, 18.0], shoonya_2sX521YSBIOA5P, 5762542]
[paragraph, [532.0, 542.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 560.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 578.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 596.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 614.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 632.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 650.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 668.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 686.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 704.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 722.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 740.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 758.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 776.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 794.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 812.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 830.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 848.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 866.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 884.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [532.0, 902.0, 438.0, 18.0], shoonya_4sMAUZF7WWWRE0, 5762542]
[paragraph, [87.0, 606.0, 442.0, 18.0], shoonya_1sBB4PHVLNSPDX, 5762542]
[paragraph, [87.0, 624.0, 442.0, 18.0], shoonya_1sBB4PHVLNSPDX, 5762542]
[paragraph, [87.0, 642.0, 442.0, 18.0], shoonya_1sBB4PHVLNSPDX, 5762542]
[paragraph, [87.0, 660.0, 442.0, 18.0], shoonya_1sBB4PHVLNSPDX, 5762542]
[paragraph, [87.0, 678.0, 442.0, 18.0], shoonya_1sBB4PHVLNSPDX, 5762542]
[paragraph, [87.0, 696.0, 442.0, 18.0], shoonya_1sBB4PHVLNSPDX, 5762542]
[paragraph, [87.0, 714.0, 442.0, 18.0], shoonya_1sBB4PHVLNSPDX, 5762542]
[paragraph, [87.0, 732.0, 442.0, 18.0], shoonya_1sBB4PHVLNSPDX, 5762542]
[paragraph, [87.0, 750.0, 442.0, 18.0], shoonya_1sBB4PHVLNSPDX, 5762542]
[paragraph, [87.0, 768.0, 442.0, 18.0], shoonya_1sBB4PHVLNSPDX, 5762542]
[paragraph, [87.0, 786.0, 442.0, 18.0], shoonya_1sBB4PHVLNSPDX, 5762542]
[paragraph, [87.0, 804.0, 442.0, 18.0], shoonya_1sBB4PHVLNSPDX, 5762542]
[paragraph, [87.0, 822.0, 442.0, 18.0], shoonya_1sBB4PHVLNSPDX, 5762542]
[paragraph, [87.0, 840.0, 442.0, 18.0], shoonya_1sBB4PHVLNSPDX, 5762542]
[paragraph, [87.0, 858.0, 442.0, 18.0], shoonya_1sBB4PHVLNSPDX, 5762542]
[paragraph, [87.0, 876.0, 442.0, 18.0], shoonya_1sBB4PHVLNSPDX, 5762542]
[paragraph, [87.0, 894.0, 442.0, 18.0], shoonya_1sBB4PHVLNSPDX, 5762542]
