[2070, 1320]
[contact-info, [448.0, 290.0, 409.0, 36.0], iPqihYqeFq, 5699510]
[contact-info, [448.0, 326.0, 409.0, 36.0], iPqihYqeFq, 5699510]
[paragraph, [142.0, 1040.0, 1034.0, 36.0], shoonya_0sG8KWFDDHQ45S, 5699510]
[paragraph, [142.0, 1076.0, 1034.0, 36.0], shoonya_0sG8KWFDDHQ45S, 5699510]
[paragraph, [142.0, 1112.0, 1034.0, 36.0], shoonya_0sG8KWFDDHQ45S, 5699510]
[paragraph, [142.0, 1148.0, 1034.0, 36.0], shoonya_0sG8KWFDDHQ45S, 5699510]
[paragraph, [142.0, 1184.0, 1034.0, 36.0], shoonya_0sG8KWFDDHQ45S, 5699510]
[paragraph, [142.0, 1220.0, 1034.0, 36.0], shoonya_0sG8KWFDDHQ45S, 5699510]
[paragraph, [142.0, 1256.0, 1034.0, 36.0], shoonya_0sG8KWFDDHQ45S, 5699510]
[paragraph, [142.0, 1292.0, 1034.0, 36.0], shoonya_0sG8KWFDDHQ45S, 5699510]
[paragraph, [142.0, 1328.0, 1034.0, 36.0], shoonya_0sG8KWFDDHQ45S, 5699510]
[paragraph, [142.0, 1364.0, 1034.0, 36.0], shoonya_0sG8KWFDDHQ45S, 5699510]
[paragraph, [142.0, 1400.0, 1034.0, 36.0], shoonya_0sG8KWFDDHQ45S, 5699510]
[paragraph, [142.0, 1436.0, 1034.0, 36.0], shoonya_0sG8KWFDDHQ45S, 5699510]
[paragraph, [142.0, 1472.0, 1034.0, 36.0], shoonya_0sG8KWFDDHQ45S, 5699510]
[paragraph, [142.0, 1508.0, 1034.0, 36.0], shoonya_0sG8KWFDDHQ45S, 5699510]
[paragraph, [142.0, 1544.0, 1034.0, 36.0], shoonya_0sG8KWFDDHQ45S, 5699510]
[paragraph, [142.0, 1580.0, 1034.0, 36.0], shoonya_0sG8KWFDDHQ45S, 5699510]
[footnote, [745.0, 1642.0, 431.0, 36.0], DvlmRoIS5g, 5699510]
[footnote, [745.0, 1678.0, 431.0, 36.0], DvlmRoIS5g, 5699510]
[footnote, [745.0, 1714.0, 431.0, 36.0], DvlmRoIS5g, 5699510]
[footnote, [745.0, 1750.0, 431.0, 36.0], DvlmRoIS5g, 5699510]
[footnote, [745.0, 1786.0, 431.0, 36.0], DvlmRoIS5g, 5699510]
[footnote, [745.0, 1822.0, 431.0, 36.0], DvlmRoIS5g, 5699510]
