[1063, 680]
[section-title, [92.0, 247.0, 139.0, 30.0], ayhtirUcrm, 5740063]
[paragraph, [68.0, 317.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 335.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 353.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 371.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 389.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 407.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 425.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 443.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 461.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 479.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 497.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 515.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 533.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 551.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 569.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 587.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 605.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 623.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 641.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 659.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 677.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 695.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 713.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 731.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 749.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 767.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 785.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 803.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 821.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 839.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 857.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 875.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 893.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 911.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[paragraph, [68.0, 929.0, 535.0, 18.0], UD-ASb-6gC, 5740063]
[footnote, [460.0, 1013.0, 177.0, 18.0], g124K_azoo, 5740063]
