[1298, 853]
[section-title, [314.0, 67.0, 225.0, 30.0], shoonya_1sYRI1P55TXGWZ, 5710092]
[paragraph, [66.0, 118.0, 715.0, 18.0], shoonya_2sR78H9BIGQ9EC, 5710092]
[paragraph, [66.0, 136.0, 715.0, 18.0], shoonya_2sR78H9BIGQ9EC, 5710092]
[paragraph, [66.0, 154.0, 715.0, 18.0], shoonya_2sR78H9BIGQ9EC, 5710092]
[paragraph, [66.0, 172.0, 715.0, 18.0], shoonya_2sR78H9BIGQ9EC, 5710092]
[paragraph, [66.0, 190.0, 715.0, 18.0], shoonya_2sR78H9BIGQ9EC, 5710092]
[paragraph, [66.0, 208.0, 715.0, 18.0], shoonya_2sR78H9BIGQ9EC, 5710092]
[paragraph, [66.0, 226.0, 715.0, 18.0], shoonya_2sR78H9BIGQ9EC, 5710092]
[paragraph, [66.0, 244.0, 715.0, 18.0], shoonya_2sR78H9BIGQ9EC, 5710092]
[paragraph, [66.0, 262.0, 715.0, 18.0], shoonya_2sR78H9BIGQ9EC, 5710092]
[paragraph, [66.0, 280.0, 715.0, 18.0], shoonya_2sR78H9BIGQ9EC, 5710092]
[paragraph, [66.0, 298.0, 715.0, 18.0], shoonya_2sR78H9BIGQ9EC, 5710092]
[paragraph, [66.0, 316.0, 715.0, 18.0], shoonya_2sR78H9BIGQ9EC, 5710092]
[paragraph, [66.0, 334.0, 715.0, 18.0], shoonya_2sR78H9BIGQ9EC, 5710092]
[paragraph, [66.0, 352.0, 715.0, 18.0], shoonya_2sR78H9BIGQ9EC, 5710092]
[paragraph, [66.0, 370.0, 715.0, 18.0], shoonya_2sR78H9BIGQ9EC, 5710092]
[paragraph, [66.0, 388.0, 715.0, 18.0], shoonya_2sR78H9BIGQ9EC, 5710092]
[paragraph, [66.0, 406.0, 715.0, 18.0], shoonya_2sR78H9BIGQ9EC, 5710092]
[paragraph, [66.0, 424.0, 715.0, 18.0], shoonya_2sR78H9BIGQ9EC, 5710092]
[paragraph, [66.0, 442.0, 715.0, 18.0], shoonya_2sR78H9BIGQ9EC, 5710092]
