[872, 605]
[section-title, [262.0, 29.0, 75.0, 30.0], XGSTLOhaVZ, 6456870]
[folio, [473.0, 31.0, 84.0, 18.0], uMyNhxYcF4, 6456870]
[folio, [473.0, 49.0, 84.0, 18.0], uMyNhxYcF4, 6456870]
[paragraph, [51.0, 71.0, 250.0, 18.0], s7v5pE2M4l, 6456870]
[paragraph, [51.0, 89.0, 250.0, 18.0], s7v5pE2M4l, 6456870]
[paragraph, [51.0, 107.0, 250.0, 18.0], s7v5pE2M4l, 6456870]
[paragraph, [51.0, 125.0, 250.0, 18.0], s7v5pE2M4l, 6456870]
[paragraph, [51.0, 143.0, 250.0, 18.0], s7v5pE2M4l, 6456870]
[paragraph, [302.0, 72.0, 248.0, 18.0], Dt9h_Y9uYs, 6456870]
[paragraph, [302.0, 90.0, 248.0, 18.0], Dt9h_Y9uYs, 6456870]
[paragraph, [302.0, 108.0, 248.0, 18.0], Dt9h_Y9uYs, 6456870]
[paragraph, [303.0, 125.0, 226.0, 18.0], jFQrwaSJrl, 6456870]
[paragraph, [316.0, 144.0, 233.0, 18.0], dy5kTJMucV, 6456870]
[paragraph, [51.0, 160.0, 252.0, 18.0], dbwZVUUIuI, 6456870]
[paragraph, [51.0, 178.0, 252.0, 18.0], dbwZVUUIuI, 6456870]
[paragraph, [51.0, 196.0, 252.0, 18.0], dbwZVUUIuI, 6456870]
[paragraph, [51.0, 214.0, 252.0, 18.0], dbwZVUUIuI, 6456870]
[paragraph, [51.0, 232.0, 252.0, 18.0], dbwZVUUIuI, 6456870]
[paragraph, [318.0, 162.0, 224.0, 18.0], Asp2-5-X12, 6456870]
[paragraph, [305.0, 179.0, 254.0, 18.0], VHXJUsnkQv, 6456870]
[paragraph, [305.0, 197.0, 254.0, 18.0], VHXJUsnkQv, 6456870]
[paragraph, [302.0, 213.0, 255.0, 18.0], GFUse-8CCS, 6456870]
[paragraph, [303.0, 229.0, 248.0, 18.0], felx1jzrCE, 6456870]
[paragraph, [303.0, 247.0, 248.0, 18.0], felx1jzrCE, 6456870]
[paragraph, [48.0, 245.0, 254.0, 18.0], 44FEWCS6Fz, 6456870]
[paragraph, [48.0, 263.0, 254.0, 18.0], 44FEWCS6Fz, 6456870]
[paragraph, [304.0, 264.0, 205.0, 18.0], C3bjJS9Osj, 6456870]
[paragraph, [303.0, 282.0, 251.0, 18.0], RxZrTJ03du, 6456870]
[paragraph, [303.0, 300.0, 251.0, 18.0], RxZrTJ03du, 6456870]
[paragraph, [303.0, 318.0, 251.0, 18.0], RxZrTJ03du, 6456870]
[paragraph, [303.0, 336.0, 251.0, 18.0], RxZrTJ03du, 6456870]
[paragraph, [303.0, 354.0, 251.0, 18.0], RxZrTJ03du, 6456870]
[paragraph, [303.0, 372.0, 251.0, 18.0], RxZrTJ03du, 6456870]
[paragraph, [50.0, 283.0, 254.0, 18.0], 5oBtPBgt_3, 6456870]
[paragraph, [50.0, 301.0, 254.0, 18.0], 5oBtPBgt_3, 6456870]
[paragraph, [62.0, 317.0, 218.0, 18.0], _YCJh2OXlu, 6456870]
[paragraph, [53.0, 333.0, 232.0, 18.0], 0lb_8a4wVR, 6456870]
[paragraph, [53.0, 351.0, 232.0, 18.0], 0lb_8a4wVR, 6456870]
[paragraph, [50.0, 370.0, 252.0, 18.0], 1D22P8czSM, 6456870]
[paragraph, [50.0, 388.0, 252.0, 18.0], 1D22P8czSM, 6456870]
[paragraph, [50.0, 406.0, 252.0, 18.0], 1D22P8czSM, 6456870]
[paragraph, [50.0, 424.0, 252.0, 18.0], 1D22P8czSM, 6456870]
[paragraph, [50.0, 442.0, 252.0, 18.0], 1D22P8czSM, 6456870]
[paragraph, [50.0, 460.0, 252.0, 18.0], 1D22P8czSM, 6456870]
[paragraph, [299.0, 406.0, 255.0, 18.0], aZM65nUan2, 6456870]
[paragraph, [299.0, 424.0, 255.0, 18.0], aZM65nUan2, 6456870]
[paragraph, [299.0, 442.0, 255.0, 18.0], aZM65nUan2, 6456870]
[paragraph, [299.0, 460.0, 255.0, 18.0], aZM65nUan2, 6456870]
[paragraph, [299.0, 478.0, 255.0, 18.0], aZM65nUan2, 6456870]
[paragraph, [299.0, 496.0, 255.0, 18.0], aZM65nUan2, 6456870]
[paragraph, [299.0, 514.0, 255.0, 18.0], aZM65nUan2, 6456870]
[paragraph, [299.0, 532.0, 255.0, 18.0], aZM65nUan2, 6456870]
[paragraph, [299.0, 550.0, 255.0, 18.0], aZM65nUan2, 6456870]
[paragraph, [299.0, 568.0, 255.0, 18.0], aZM65nUan2, 6456870]
[paragraph, [299.0, 586.0, 255.0, 18.0], aZM65nUan2, 6456870]
[paragraph, [299.0, 604.0, 255.0, 18.0], aZM65nUan2, 6456870]
[paragraph, [50.0, 488.0, 253.0, 18.0], i-bvMvl5vS, 6456870]
[paragraph, [50.0, 506.0, 253.0, 18.0], i-bvMvl5vS, 6456870]
[paragraph, [50.0, 524.0, 253.0, 18.0], i-bvMvl5vS, 6456870]
[paragraph, [50.0, 542.0, 253.0, 18.0], i-bvMvl5vS, 6456870]
[paragraph, [47.0, 559.0, 256.0, 18.0], E_-A8xPeff, 6456870]
[paragraph, [47.0, 577.0, 256.0, 18.0], E_-A8xPeff, 6456870]
[paragraph, [47.0, 595.0, 256.0, 18.0], E_-A8xPeff, 6456870]
[paragraph, [47.0, 613.0, 256.0, 18.0], E_-A8xPeff, 6456870]
[paragraph, [47.0, 631.0, 256.0, 18.0], E_-A8xPeff, 6456870]
[paragraph, [47.0, 649.0, 256.0, 18.0], E_-A8xPeff, 6456870]
[paragraph, [316.0, 632.0, 108.0, 18.0], PGAXUlkSZ1, 6456870]
[paragraph, [300.0, 651.0, 248.0, 18.0], hqUAsYTSJ2, 6456870]
[paragraph, [51.0, 660.0, 250.0, 18.0], OnKc5fWRZX, 6456870]
[paragraph, [51.0, 678.0, 250.0, 18.0], OnKc5fWRZX, 6456870]
[paragraph, [303.0, 669.0, 229.0, 18.0], BOOiXBE_aO, 6456870]
[paragraph, [303.0, 686.0, 249.0, 18.0], OWr9ujqPlw, 6456870]
[paragraph, [303.0, 704.0, 249.0, 18.0], OWr9ujqPlw, 6456870]
[paragraph, [303.0, 722.0, 249.0, 18.0], OWr9ujqPlw, 6456870]
[paragraph, [303.0, 740.0, 249.0, 18.0], OWr9ujqPlw, 6456870]
[paragraph, [303.0, 758.0, 249.0, 18.0], OWr9ujqPlw, 6456870]
[paragraph, [49.0, 697.0, 227.0, 18.0], TiIykI_aFH, 6456870]
[paragraph, [49.0, 715.0, 227.0, 18.0], TiIykI_aFH, 6456870]
[paragraph, [52.0, 731.0, 252.0, 18.0], GReFl-euNd, 6456870]
[paragraph, [52.0, 749.0, 252.0, 18.0], GReFl-euNd, 6456870]
[reference, [48.0, 770.0, 254.0, 18.0], ArMmdCV1YG, 6456870]
[reference, [48.0, 788.0, 254.0, 18.0], ArMmdCV1YG, 6456870]
[reference, [48.0, 806.0, 254.0, 18.0], ArMmdCV1YG, 6456870]
[reference, [301.0, 776.0, 252.0, 18.0], jxXoFWoc4p, 6456870]
[reference, [301.0, 794.0, 252.0, 18.0], jxXoFWoc4p, 6456870]
[reference, [301.0, 812.0, 252.0, 18.0], jxXoFWoc4p, 6456870]
