[1368, 839]
[folio, [626.0, 33.0, 116.0, 18.0], shoonya_0sDLUIQPIMQXS9, 5782312]
[folio, [626.0, 51.0, 116.0, 18.0], shoonya_0sDLUIQPIMQXS9, 5782312]
[folio, [257.0, 89.0, 332.0, 18.0], shoonya_2sURGLN9BIQTZY, 5782312]
[paragraph, [103.0, 126.0, 646.0, 18.0], shoonya_3sT4ZUHRHRC5AU, 5782312]
[paragraph, [103.0, 144.0, 646.0, 18.0], shoonya_3sT4ZUHRHRC5AU, 5782312]
[paragraph, [103.0, 162.0, 646.0, 18.0], shoonya_3sT4ZUHRHRC5AU, 5782312]
[paragraph, [103.0, 180.0, 646.0, 18.0], shoonya_3sT4ZUHRHRC5AU, 5782312]
[ordered-list, [100.0, 217.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 235.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 253.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 271.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 289.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 307.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 325.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 343.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 361.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 379.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 397.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 415.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 433.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 451.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 469.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 487.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 505.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 523.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 541.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 559.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 577.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 595.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 613.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 631.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 649.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 667.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
[ordered-list, [100.0, 685.0, 653.0, 18.0], shoonya_5s46L8D4B4L4KY, 5782312]
