[1031, 622]
[section-title, [259.0, 69.0, 108.0, 30.0], shoonya_2sNA9YBD693K65, 5709785]
[paragraph, [63.0, 113.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 131.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 149.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 167.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 185.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 203.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 221.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 239.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 257.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 275.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 293.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 311.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 329.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 347.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 365.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 383.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 401.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 419.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 437.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 455.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 473.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 491.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 509.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 527.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 545.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 563.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 581.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 599.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 617.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 635.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 653.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 671.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 689.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [63.0, 707.0, 498.0, 18.0], shoonya_1sAUYDCJ0U0AY6, 5709785]
[paragraph, [57.0, 738.0, 497.0, 18.0], shoonya_0sXJOSDRQP8FOJ, 5709785]
[paragraph, [57.0, 756.0, 497.0, 18.0], shoonya_0sXJOSDRQP8FOJ, 5709785]
[paragraph, [57.0, 774.0, 497.0, 18.0], shoonya_0sXJOSDRQP8FOJ, 5709785]
[paragraph, [57.0, 792.0, 497.0, 18.0], shoonya_0sXJOSDRQP8FOJ, 5709785]
[paragraph, [57.0, 810.0, 497.0, 18.0], shoonya_0sXJOSDRQP8FOJ, 5709785]
[paragraph, [57.0, 828.0, 497.0, 18.0], shoonya_0sXJOSDRQP8FOJ, 5709785]
[paragraph, [57.0, 846.0, 497.0, 18.0], shoonya_0sXJOSDRQP8FOJ, 5709785]
[paragraph, [57.0, 864.0, 497.0, 18.0], shoonya_0sXJOSDRQP8FOJ, 5709785]
[paragraph, [57.0, 882.0, 497.0, 18.0], shoonya_0sXJOSDRQP8FOJ, 5709785]
[paragraph, [57.0, 900.0, 497.0, 18.0], shoonya_0sXJOSDRQP8FOJ, 5709785]
[paragraph, [57.0, 918.0, 497.0, 18.0], shoonya_0sXJOSDRQP8FOJ, 5709785]
[paragraph, [57.0, 936.0, 497.0, 18.0], shoonya_0sXJOSDRQP8FOJ, 5709785]
