[1650, 1275]
[section-title, [144.0, 128.0, 979.0, 49.5], 1PC0vCpeSg, 5709809]
[paragraph, [127.0, 247.0, 998.0, 36.0], I9VxxTLEX5, 5709809]
[paragraph, [127.0, 283.0, 998.0, 36.0], I9VxxTLEX5, 5709809]
[paragraph, [127.0, 319.0, 998.0, 36.0], I9VxxTLEX5, 5709809]
[paragraph, [127.0, 355.0, 998.0, 36.0], I9VxxTLEX5, 5709809]
[paragraph, [127.0, 391.0, 998.0, 36.0], I9VxxTLEX5, 5709809]
[paragraph, [127.0, 450.0, 999.0, 36.0], FiK2i0u5fP, 5709809]
[paragraph, [127.0, 486.0, 999.0, 36.0], FiK2i0u5fP, 5709809]
[paragraph, [127.0, 522.0, 999.0, 36.0], FiK2i0u5fP, 5709809]
[paragraph, [127.0, 558.0, 999.0, 36.0], FiK2i0u5fP, 5709809]
[paragraph, [127.0, 594.0, 999.0, 36.0], FiK2i0u5fP, 5709809]
[paragraph, [123.0, 650.0, 999.0, 36.0], shoonya_1s1TDWP46G0T7N, 5709809]
[paragraph, [123.0, 686.0, 999.0, 36.0], shoonya_1s1TDWP46G0T7N, 5709809]
[paragraph, [123.0, 722.0, 999.0, 36.0], shoonya_1s1TDWP46G0T7N, 5709809]
[paragraph, [123.0, 758.0, 999.0, 36.0], shoonya_1s1TDWP46G0T7N, 5709809]
[paragraph, [123.0, 794.0, 999.0, 36.0], shoonya_1s1TDWP46G0T7N, 5709809]
[paragraph, [123.0, 830.0, 999.0, 36.0], shoonya_1s1TDWP46G0T7N, 5709809]
[paragraph, [123.0, 866.0, 999.0, 36.0], shoonya_1s1TDWP46G0T7N, 5709809]
[paragraph, [123.0, 902.0, 999.0, 36.0], shoonya_1s1TDWP46G0T7N, 5709809]
[paragraph, [123.0, 938.0, 999.0, 36.0], shoonya_1s1TDWP46G0T7N, 5709809]
[paragraph, [123.0, 974.0, 999.0, 36.0], shoonya_1s1TDWP46G0T7N, 5709809]
[paragraph, [123.0, 1010.0, 999.0, 36.0], shoonya_1s1TDWP46G0T7N, 5709809]
[paragraph, [123.0, 1046.0, 999.0, 36.0], shoonya_1s1TDWP46G0T7N, 5709809]
[paragraph, [123.0, 1082.0, 999.0, 36.0], shoonya_1s1TDWP46G0T7N, 5709809]
[paragraph, [123.0, 1118.0, 999.0, 36.0], shoonya_1s1TDWP46G0T7N, 5709809]
[paragraph, [126.0, 1194.0, 997.0, 36.0], shoonya_2sOBSCXEOZ0XFQ, 5709809]
[paragraph, [126.0, 1230.0, 997.0, 36.0], shoonya_2sOBSCXEOZ0XFQ, 5709809]
[paragraph, [126.0, 1266.0, 997.0, 36.0], shoonya_2sOBSCXEOZ0XFQ, 5709809]
[paragraph, [126.0, 1302.0, 997.0, 36.0], shoonya_2sOBSCXEOZ0XFQ, 5709809]
[paragraph, [126.0, 1338.0, 997.0, 36.0], shoonya_2sOBSCXEOZ0XFQ, 5709809]
[paragraph, [126.0, 1374.0, 997.0, 36.0], shoonya_2sOBSCXEOZ0XFQ, 5709809]
[paragraph, [124.0, 1433.0, 992.0, 36.0], shoonya_3sN8VA68JVC57M, 5709809]
[paragraph, [124.0, 1469.0, 992.0, 36.0], shoonya_3sN8VA68JVC57M, 5709809]
[paragraph, [124.0, 1505.0, 992.0, 36.0], shoonya_3sN8VA68JVC57M, 5709809]
