[2339, 1654]
[section-title, [196.0, 151.0, 542.0, 52.5], shoonya_12s9RH23SUSFID, 5659067]
[paragraph, [186.0, 202.0, 1285.0, 36.0], shoonya_3sITXR9J3QDOKY, 5659067]
[paragraph, [186.0, 238.0, 1285.0, 36.0], shoonya_3sITXR9J3QDOKY, 5659067]
[paragraph, [186.0, 274.0, 1285.0, 36.0], shoonya_3sITXR9J3QDOKY, 5659067]
[paragraph, [191.0, 421.0, 1269.0, 36.0], shoonya_14s8Q70K6HAHNW, 5659067]
[section-title, [191.0, 506.0, 573.0, 52.5], shoonya_13s84QXLHYSWVD, 5659067]
[paragraph, [194.0, 624.0, 1271.0, 36.0], shoonya_1sPI84V01QATCQ, 5659067]
[paragraph, [194.0, 660.0, 1271.0, 36.0], shoonya_1sPI84V01QATCQ, 5659067]
[paragraph, [194.0, 696.0, 1271.0, 36.0], shoonya_1sPI84V01QATCQ, 5659067]
[paragraph, [194.0, 732.0, 1271.0, 36.0], shoonya_1sPI84V01QATCQ, 5659067]
[paragraph, [194.0, 768.0, 1271.0, 36.0], shoonya_1sPI84V01QATCQ, 5659067]
[paragraph, [194.0, 804.0, 1271.0, 36.0], shoonya_1sPI84V01QATCQ, 5659067]
[sub-section-title, [198.0, 894.0, 735.0, 55.5], cAexcC68lX, 5659067]
[paragraph, [187.0, 951.0, 1277.0, 36.0], shoonya_2sVLIWCCA7RZ22, 5659067]
[paragraph, [187.0, 987.0, 1277.0, 36.0], shoonya_2sVLIWCCA7RZ22, 5659067]
[paragraph, [187.0, 1023.0, 1277.0, 36.0], shoonya_2sVLIWCCA7RZ22, 5659067]
[paragraph, [187.0, 1059.0, 1277.0, 36.0], shoonya_2sVLIWCCA7RZ22, 5659067]
[paragraph, [187.0, 1095.0, 1277.0, 36.0], shoonya_2sVLIWCCA7RZ22, 5659067]
[paragraph, [187.0, 1131.0, 1277.0, 36.0], shoonya_2sVLIWCCA7RZ22, 5659067]
[sub-section-title, [192.0, 1223.0, 229.0, 55.5], shoonya_4sCE6R85737INL, 5659067]
[paragraph, [190.0, 1275.0, 1277.0, 36.0], shoonya_9sVLKAWYPTKIIT, 5659067]
[paragraph, [190.0, 1311.0, 1277.0, 36.0], shoonya_9sVLKAWYPTKIIT, 5659067]
[paragraph, [183.0, 1458.0, 1299.0, 36.0], shoonya_0sLQB46Z86R2YQ, 5659067]
[paragraph, [183.0, 1494.0, 1299.0, 36.0], shoonya_0sLQB46Z86R2YQ, 5659067]
[paragraph, [183.0, 1530.0, 1299.0, 36.0], shoonya_0sLQB46Z86R2YQ, 5659067]
[paragraph, [183.0, 1566.0, 1299.0, 36.0], shoonya_0sLQB46Z86R2YQ, 5659067]
[paragraph, [183.0, 1602.0, 1299.0, 36.0], shoonya_0sLQB46Z86R2YQ, 5659067]
[paragraph, [183.0, 1638.0, 1299.0, 36.0], shoonya_0sLQB46Z86R2YQ, 5659067]
[paragraph, [183.0, 1674.0, 1299.0, 36.0], shoonya_0sLQB46Z86R2YQ, 5659067]
[paragraph, [183.0, 1710.0, 1299.0, 36.0], shoonya_0sLQB46Z86R2YQ, 5659067]
[paragraph, [183.0, 1746.0, 1299.0, 36.0], shoonya_0sLQB46Z86R2YQ, 5659067]
[paragraph, [183.0, 1782.0, 1299.0, 36.0], shoonya_0sLQB46Z86R2YQ, 5659067]
[section-title, [177.0, 1946.0, 524.0, 52.5], 3eTlq_AnA5, 5659067]
[paragraph, [181.0, 2082.0, 1033.0, 36.0], 61taJ49xWr, 5659067]
