[1448, 2048]
[section-title, [638.0, 265.0, 785.0, 30.0], shoonya_0sTRGRZMU7CLMK, 6473810]
[section-title, [638.0, 295.0, 785.0, 30.0], shoonya_0sTRGRZMU7CLMK, 6473810]
[section-title, [638.0, 325.0, 785.0, 30.0], shoonya_0sTRGRZMU7CLMK, 6473810]
[unordered-list, [461.0, 403.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 421.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 439.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 457.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 475.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 493.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 511.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 529.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 547.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 565.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 583.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 601.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 619.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 637.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 655.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 673.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 691.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 709.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 727.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 745.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 763.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 781.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 799.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 817.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 835.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 853.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 871.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 889.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 907.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 925.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 943.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 961.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 979.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 997.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 1015.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 1033.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 1051.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 1069.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 1087.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 1105.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 1123.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 1141.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[unordered-list, [461.0, 1159.0, 493.0, 18.0], shoonya_2sLK2MFG0DU7K1, 6473810]
[folio, [496.0, 1279.0, 806.0, 18.0], n2I5fK5LA7, 6473810]
[folio, [496.0, 1297.0, 806.0, 18.0], n2I5fK5LA7, 6473810]
[folio, [496.0, 1315.0, 806.0, 18.0], n2I5fK5LA7, 6473810]
[folio, [1394.0, 1289.0, 161.0, 18.0], tWlhFvnXia, 6473810]
[folio, [1394.0, 1307.0, 161.0, 18.0], tWlhFvnXia, 6473810]
