[1200, 825]
[paragraph, [134.0, 104.0, 547.0, 18.0], LayjqPjmp7, 5690895]
[paragraph, [134.0, 122.0, 547.0, 18.0], LayjqPjmp7, 5690895]
[paragraph, [134.0, 140.0, 547.0, 18.0], LayjqPjmp7, 5690895]
[paragraph, [134.0, 158.0, 547.0, 18.0], LayjqPjmp7, 5690895]
[paragraph, [134.0, 176.0, 547.0, 18.0], LayjqPjmp7, 5690895]
[paragraph, [134.0, 194.0, 547.0, 18.0], LayjqPjmp7, 5690895]
[paragraph, [134.0, 212.0, 547.0, 18.0], LayjqPjmp7, 5690895]
[paragraph, [134.0, 230.0, 547.0, 18.0], LayjqPjmp7, 5690895]
[paragraph, [134.0, 248.0, 547.0, 18.0], LayjqPjmp7, 5690895]
[paragraph, [134.0, 266.0, 547.0, 18.0], LayjqPjmp7, 5690895]
[paragraph, [138.0, 322.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 340.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 358.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 376.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 394.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 412.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 430.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 448.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 466.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 484.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 502.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 520.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 538.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 556.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 574.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 592.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 610.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 628.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 646.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 664.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 682.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [138.0, 700.0, 547.0, 18.0], shoonya_2sHTCNTOZR6B7N, 5690895]
[paragraph, [137.0, 723.0, 546.0, 18.0], shoonya_0sQV8S43JY7VCE, 5690895]
[paragraph, [137.0, 741.0, 546.0, 18.0], shoonya_0sQV8S43JY7VCE, 5690895]
[paragraph, [137.0, 759.0, 546.0, 18.0], shoonya_0sQV8S43JY7VCE, 5690895]
[paragraph, [137.0, 777.0, 546.0, 18.0], shoonya_0sQV8S43JY7VCE, 5690895]
[paragraph, [137.0, 795.0, 546.0, 18.0], shoonya_0sQV8S43JY7VCE, 5690895]
[paragraph, [137.0, 813.0, 546.0, 18.0], shoonya_0sQV8S43JY7VCE, 5690895]
[paragraph, [137.0, 831.0, 546.0, 18.0], shoonya_0sQV8S43JY7VCE, 5690895]
[paragraph, [137.0, 849.0, 546.0, 18.0], shoonya_0sQV8S43JY7VCE, 5690895]
[paragraph, [137.0, 867.0, 546.0, 18.0], shoonya_0sQV8S43JY7VCE, 5690895]
[paragraph, [137.0, 885.0, 546.0, 18.0], shoonya_0sQV8S43JY7VCE, 5690895]
[paragraph, [137.0, 903.0, 546.0, 18.0], shoonya_0sQV8S43JY7VCE, 5690895]
[paragraph, [137.0, 921.0, 546.0, 18.0], shoonya_0sQV8S43JY7VCE, 5690895]
[paragraph, [137.0, 939.0, 546.0, 18.0], shoonya_0sQV8S43JY7VCE, 5690895]
[paragraph, [137.0, 957.0, 546.0, 18.0], shoonya_0sQV8S43JY7VCE, 5690895]
[paragraph, [137.0, 975.0, 546.0, 18.0], shoonya_0sQV8S43JY7VCE, 5690895]
[paragraph, [137.0, 993.0, 546.0, 18.0], shoonya_0sQV8S43JY7VCE, 5690895]
[paragraph, [137.0, 1011.0, 546.0, 18.0], shoonya_0sQV8S43JY7VCE, 5690895]
[paragraph, [137.0, 1029.0, 546.0, 18.0], shoonya_0sQV8S43JY7VCE, 5690895]
