[1447, 1063]
[folio, [430.0, 46.0, 220.0, 18.0], DWU3r5DiCh, 5763152]
[folio, [430.0, 64.0, 220.0, 18.0], DWU3r5DiCh, 5763152]
[headline, [210.0, 97.0, 643.0, 25.5], shoonya_0sHPJF1T6SUTFD, 5763152]
[headline, [210.0, 122.5, 643.0, 25.5], shoonya_0sHPJF1T6SUTFD, 5763152]
[headline, [210.0, 148.0, 643.0, 25.5], shoonya_0sHPJF1T6SUTFD, 5763152]
[paragraph, [87.0, 652.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 670.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 688.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 706.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 724.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 742.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 760.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 778.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 796.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 814.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 832.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 850.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 868.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 886.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 904.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 922.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 940.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 958.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 976.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 994.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [87.0, 1012.0, 443.0, 18.0], shoonya_7s470W94PY9S2A, 5763152]
[paragraph, [532.0, 657.0, 435.0, 18.0], OlMS_sPtpv, 5763152]
[paragraph, [532.0, 675.0, 435.0, 18.0], OlMS_sPtpv, 5763152]
[paragraph, [532.0, 693.0, 435.0, 18.0], OlMS_sPtpv, 5763152]
[paragraph, [532.0, 711.0, 435.0, 18.0], OlMS_sPtpv, 5763152]
[paragraph, [532.0, 729.0, 435.0, 18.0], OlMS_sPtpv, 5763152]
[paragraph, [532.0, 747.0, 435.0, 18.0], OlMS_sPtpv, 5763152]
[paragraph, [532.0, 765.0, 435.0, 18.0], OlMS_sPtpv, 5763152]
[paragraph, [532.0, 783.0, 435.0, 18.0], OlMS_sPtpv, 5763152]
[section-title, [532.0, 837.0, 281.0, 30.0], shoonya_9sCEPWL69RUHRA, 5763152]
[paragraph, [531.0, 885.0, 441.0, 18.0], FKXkjh2JTD, 5763152]
[paragraph, [531.0, 903.0, 441.0, 18.0], FKXkjh2JTD, 5763152]
[paragraph, [531.0, 921.0, 441.0, 18.0], FKXkjh2JTD, 5763152]
[paragraph, [531.0, 939.0, 441.0, 18.0], FKXkjh2JTD, 5763152]
[paragraph, [531.0, 957.0, 441.0, 18.0], FKXkjh2JTD, 5763152]
[paragraph, [531.0, 975.0, 441.0, 18.0], FKXkjh2JTD, 5763152]
[paragraph, [531.0, 993.0, 441.0, 18.0], FKXkjh2JTD, 5763152]
[paragraph, [531.0, 1011.0, 441.0, 18.0], FKXkjh2JTD, 5763152]
[paragraph, [531.0, 1029.0, 441.0, 18.0], FKXkjh2JTD, 5763152]
[paragraph, [531.0, 1047.0, 441.0, 18.0], FKXkjh2JTD, 5763152]
[paragraph, [531.0, 1065.0, 441.0, 18.0], FKXkjh2JTD, 5763152]
[paragraph, [531.0, 1083.0, 441.0, 18.0], FKXkjh2JTD, 5763152]
[paragraph, [531.0, 1101.0, 441.0, 18.0], FKXkjh2JTD, 5763152]
[paragraph, [531.0, 1119.0, 441.0, 18.0], FKXkjh2JTD, 5763152]
[paragraph, [89.0, 1045.0, 441.0, 18.0], XofoOsg8rQ, 5763152]
[paragraph, [89.0, 1063.0, 441.0, 18.0], XofoOsg8rQ, 5763152]
[paragraph, [89.0, 1081.0, 441.0, 18.0], XofoOsg8rQ, 5763152]
[paragraph, [89.0, 1099.0, 441.0, 18.0], XofoOsg8rQ, 5763152]
[paragraph, [89.0, 1117.0, 441.0, 18.0], XofoOsg8rQ, 5763152]
[paragraph, [89.0, 1135.0, 441.0, 18.0], XofoOsg8rQ, 5763152]
[paragraph, [89.0, 1153.0, 441.0, 18.0], XofoOsg8rQ, 5763152]
[paragraph, [89.0, 1171.0, 441.0, 18.0], XofoOsg8rQ, 5763152]
[paragraph, [89.0, 1189.0, 441.0, 18.0], XofoOsg8rQ, 5763152]
[paragraph, [89.0, 1207.0, 441.0, 18.0], XofoOsg8rQ, 5763152]
[paragraph, [89.0, 1225.0, 441.0, 18.0], XofoOsg8rQ, 5763152]
[paragraph, [89.0, 1243.0, 441.0, 18.0], XofoOsg8rQ, 5763152]
[paragraph, [89.0, 1261.0, 441.0, 18.0], XofoOsg8rQ, 5763152]
[paragraph, [89.0, 1279.0, 441.0, 18.0], XofoOsg8rQ, 5763152]
[paragraph, [89.0, 1297.0, 441.0, 18.0], XofoOsg8rQ, 5763152]
[paragraph, [89.0, 1315.0, 441.0, 18.0], XofoOsg8rQ, 5763152]
[paragraph, [532.0, 1161.0, 437.0, 18.0], qtv1Ek0fq6, 5763152]
[paragraph, [532.0, 1179.0, 437.0, 18.0], qtv1Ek0fq6, 5763152]
[paragraph, [532.0, 1197.0, 437.0, 18.0], qtv1Ek0fq6, 5763152]
[paragraph, [532.0, 1215.0, 437.0, 18.0], qtv1Ek0fq6, 5763152]
[paragraph, [532.0, 1233.0, 437.0, 18.0], qtv1Ek0fq6, 5763152]
[paragraph, [532.0, 1251.0, 437.0, 18.0], qtv1Ek0fq6, 5763152]
[paragraph, [532.0, 1269.0, 437.0, 18.0], qtv1Ek0fq6, 5763152]
[paragraph, [532.0, 1287.0, 437.0, 18.0], qtv1Ek0fq6, 5763152]
[paragraph, [532.0, 1305.0, 437.0, 18.0], qtv1Ek0fq6, 5763152]
