[2339, 1656]
[paragraph, [114.0, 109.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 145.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 181.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 217.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 253.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 289.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 325.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 361.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 397.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 433.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 469.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 505.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 541.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 577.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 613.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 649.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 685.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 721.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 757.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 793.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 829.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 865.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 901.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 937.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 973.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1009.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1045.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1081.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1117.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1153.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1189.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1225.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1261.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1297.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1333.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1369.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1405.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1441.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1477.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1513.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1549.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1585.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1621.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1657.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1693.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1729.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [114.0, 1765.0, 711.0, 36.0], shoonya_2sFBX4XDR0Q7M3, 5750176]
[paragraph, [844.0, 109.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 145.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 181.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 217.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 253.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 289.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 325.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 361.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 397.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 433.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 469.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 505.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 541.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 577.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 613.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 649.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 685.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 721.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 757.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 793.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 829.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 865.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 901.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 937.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 973.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 1009.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 1045.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 1081.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 1117.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 1153.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 1189.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 1225.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [844.0, 1261.0, 702.0, 36.0], shoonya_1sSL99EV2WJPMH, 5750176]
[paragraph, [853.0, 1321.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 1357.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 1393.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 1429.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 1465.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 1501.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 1537.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 1573.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 1609.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 1645.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 1681.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 1717.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 1753.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 1789.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 1825.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 1861.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 1897.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 1933.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 1969.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 2005.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [853.0, 2041.0, 699.0, 36.0], shoonya_0sXML2Z34S5AWG, 5750176]
[paragraph, [117.0, 1822.0, 702.0, 36.0], shoonya_3s845L07W6MYND, 5750176]
[paragraph, [117.0, 1858.0, 702.0, 36.0], shoonya_3s845L07W6MYND, 5750176]
[paragraph, [117.0, 1894.0, 702.0, 36.0], shoonya_3s845L07W6MYND, 5750176]
[paragraph, [117.0, 1930.0, 702.0, 36.0], shoonya_3s845L07W6MYND, 5750176]
[paragraph, [117.0, 1966.0, 702.0, 36.0], shoonya_3s845L07W6MYND, 5750176]
[paragraph, [117.0, 2002.0, 702.0, 36.0], shoonya_3s845L07W6MYND, 5750176]
[paragraph, [117.0, 2038.0, 702.0, 36.0], shoonya_3s845L07W6MYND, 5750176]
