[2339, 1653]
[folio, [290.0, 227.0, 196.0, 36.0], tJkiaOXXn2, 5655033]
[paragraph, [274.0, 318.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 354.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 390.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 426.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 462.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 498.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 534.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 570.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 606.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 642.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 678.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 714.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 750.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 786.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 822.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 858.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 894.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 930.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 966.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 1002.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 1038.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 1074.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [274.0, 1110.0, 1091.0, 36.0], shoonya_4sFAKVRI2NY6EM, 5655033]
[paragraph, [284.0, 1197.0, 1080.0, 36.0], shoonya_1s9AVWJX46A4SS, 5655033]
[paragraph, [284.0, 1233.0, 1080.0, 36.0], shoonya_1s9AVWJX46A4SS, 5655033]
[paragraph, [284.0, 1269.0, 1080.0, 36.0], shoonya_1s9AVWJX46A4SS, 5655033]
[paragraph, [284.0, 1305.0, 1080.0, 36.0], shoonya_1s9AVWJX46A4SS, 5655033]
[paragraph, [284.0, 1341.0, 1080.0, 36.0], shoonya_1s9AVWJX46A4SS, 5655033]
[paragraph, [284.0, 1377.0, 1080.0, 36.0], shoonya_1s9AVWJX46A4SS, 5655033]
[paragraph, [284.0, 1413.0, 1080.0, 36.0], shoonya_1s9AVWJX46A4SS, 5655033]
[paragraph, [284.0, 1449.0, 1080.0, 36.0], shoonya_1s9AVWJX46A4SS, 5655033]
[paragraph, [284.0, 1485.0, 1080.0, 36.0], shoonya_1s9AVWJX46A4SS, 5655033]
[paragraph, [284.0, 1521.0, 1080.0, 36.0], shoonya_1s9AVWJX46A4SS, 5655033]
[paragraph, [284.0, 1557.0, 1080.0, 36.0], shoonya_1s9AVWJX46A4SS, 5655033]
[paragraph, [284.0, 1593.0, 1080.0, 36.0], shoonya_1s9AVWJX46A4SS, 5655033]
[paragraph, [284.0, 1629.0, 1080.0, 36.0], shoonya_1s9AVWJX46A4SS, 5655033]
[paragraph, [284.0, 1665.0, 1080.0, 36.0], shoonya_1s9AVWJX46A4SS, 5655033]
[paragraph, [284.0, 1701.0, 1080.0, 36.0], shoonya_1s9AVWJX46A4SS, 5655033]
[paragraph, [284.0, 1737.0, 1080.0, 36.0], shoonya_1s9AVWJX46A4SS, 5655033]
[paragraph, [284.0, 1825.0, 1080.0, 36.0], shoonya_2sZ9WKNGYFIQ10, 5655033]
[paragraph, [284.0, 1861.0, 1080.0, 36.0], shoonya_2sZ9WKNGYFIQ10, 5655033]
[paragraph, [284.0, 1897.0, 1080.0, 36.0], shoonya_2sZ9WKNGYFIQ10, 5655033]
[paragraph, [284.0, 1933.0, 1080.0, 36.0], shoonya_2sZ9WKNGYFIQ10, 5655033]
[paragraph, [284.0, 1969.0, 1080.0, 36.0], shoonya_2sZ9WKNGYFIQ10, 5655033]
[paragraph, [284.0, 2005.0, 1080.0, 36.0], shoonya_2sZ9WKNGYFIQ10, 5655033]
