[1298, 853]
[section-title, [301.0, 74.0, 235.0, 30.0], 8Nky3trwRC, 5710302]
[paragraph, [53.0, 119.0, 752.0, 18.0], shoonya_0sVWCPP3RC4YG0, 5710302]
[paragraph, [53.0, 137.0, 752.0, 18.0], shoonya_0sVWCPP3RC4YG0, 5710302]
[paragraph, [53.0, 155.0, 752.0, 18.0], shoonya_0sVWCPP3RC4YG0, 5710302]
[paragraph, [53.0, 173.0, 752.0, 18.0], shoonya_0sVWCPP3RC4YG0, 5710302]
[paragraph, [53.0, 191.0, 752.0, 18.0], shoonya_0sVWCPP3RC4YG0, 5710302]
[paragraph, [53.0, 209.0, 752.0, 18.0], shoonya_0sVWCPP3RC4YG0, 5710302]
[paragraph, [53.0, 227.0, 752.0, 18.0], shoonya_0sVWCPP3RC4YG0, 5710302]
[paragraph, [53.0, 245.0, 752.0, 18.0], shoonya_0sVWCPP3RC4YG0, 5710302]
[paragraph, [53.0, 263.0, 752.0, 18.0], shoonya_0sVWCPP3RC4YG0, 5710302]
[paragraph, [53.0, 281.0, 752.0, 18.0], shoonya_0sVWCPP3RC4YG0, 5710302]
[paragraph, [53.0, 299.0, 752.0, 18.0], shoonya_0sVWCPP3RC4YG0, 5710302]
[paragraph, [53.0, 317.0, 752.0, 18.0], shoonya_0sVWCPP3RC4YG0, 5710302]
[paragraph, [53.0, 335.0, 752.0, 18.0], shoonya_0sVWCPP3RC4YG0, 5710302]
[paragraph, [50.0, 365.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 383.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 401.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 419.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 437.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 455.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 473.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 491.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 509.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 527.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 545.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 563.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 581.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 599.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 617.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 635.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 653.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 671.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
[paragraph, [50.0, 689.0, 760.0, 18.0], shoonya_3sB7RON5UQVGD1, 5710302]
