[941, 612]
[chapter-title, [225.0, 252.0, 107.0, 30.0], shoonya_0sPUWDZT43HGYM, 6460287]
[jumpline, [240.0, 290.0, 89.0, 18.0], TACSI7K9m_, 6460287]
[paragraph, [114.0, 315.0, 345.0, 18.0], e7dBN-tkkp, 6460287]
[paragraph, [114.0, 333.0, 345.0, 18.0], e7dBN-tkkp, 6460287]
[paragraph, [114.0, 351.0, 345.0, 18.0], e7dBN-tkkp, 6460287]
[paragraph, [114.0, 369.0, 345.0, 18.0], e7dBN-tkkp, 6460287]
[paragraph, [114.0, 387.0, 345.0, 18.0], e7dBN-tkkp, 6460287]
[paragraph, [109.0, 422.0, 355.0, 18.0], DxGkU6D5qT, 6460287]
[paragraph, [109.0, 440.0, 355.0, 18.0], DxGkU6D5qT, 6460287]
[paragraph, [109.0, 458.0, 355.0, 18.0], DxGkU6D5qT, 6460287]
[paragraph, [109.0, 476.0, 355.0, 18.0], DxGkU6D5qT, 6460287]
[paragraph, [109.0, 494.0, 355.0, 18.0], DxGkU6D5qT, 6460287]
[paragraph, [109.0, 512.0, 355.0, 18.0], DxGkU6D5qT, 6460287]
[paragraph, [109.0, 530.0, 355.0, 18.0], DxGkU6D5qT, 6460287]
[paragraph, [109.0, 548.0, 355.0, 18.0], DxGkU6D5qT, 6460287]
[paragraph, [109.0, 574.0, 356.0, 18.0], SFG49oh3Mu, 6460287]
[paragraph, [109.0, 592.0, 356.0, 18.0], SFG49oh3Mu, 6460287]
[paragraph, [109.0, 610.0, 356.0, 18.0], SFG49oh3Mu, 6460287]
[paragraph, [109.0, 628.0, 356.0, 18.0], SFG49oh3Mu, 6460287]
[paragraph, [109.0, 646.0, 356.0, 18.0], SFG49oh3Mu, 6460287]
[paragraph, [109.0, 664.0, 356.0, 18.0], SFG49oh3Mu, 6460287]
[paragraph, [109.0, 682.0, 356.0, 18.0], SFG49oh3Mu, 6460287]
[paragraph, [109.0, 700.0, 356.0, 18.0], SFG49oh3Mu, 6460287]
[paragraph, [109.0, 718.0, 356.0, 18.0], SFG49oh3Mu, 6460287]
[paragraph, [109.0, 736.0, 356.0, 18.0], SFG49oh3Mu, 6460287]
[paragraph, [109.0, 754.0, 356.0, 18.0], SFG49oh3Mu, 6460287]
[paragraph, [109.0, 772.0, 356.0, 18.0], SFG49oh3Mu, 6460287]
[folio, [143.0, 798.0, 60.0, 18.0], ZSoZZuoG5Z, 6460287]
