[2337, 1653]
[paragraph, [144.0, 154.0, 1369.0, 36.0], shoonya_0sWFFO7WLVDVAT, 5752513]
[paragraph, [144.0, 190.0, 1369.0, 36.0], shoonya_0sWFFO7WLVDVAT, 5752513]
[paragraph, [144.0, 226.0, 1369.0, 36.0], shoonya_0sWFFO7WLVDVAT, 5752513]
[paragraph, [144.0, 262.0, 1369.0, 36.0], shoonya_0sWFFO7WLVDVAT, 5752513]
[paragraph, [144.0, 298.0, 1369.0, 36.0], shoonya_0sWFFO7WLVDVAT, 5752513]
[paragraph, [144.0, 334.0, 1369.0, 36.0], shoonya_0sWFFO7WLVDVAT, 5752513]
[paragraph, [144.0, 370.0, 1369.0, 36.0], shoonya_0sWFFO7WLVDVAT, 5752513]
[paragraph, [144.0, 406.0, 1369.0, 36.0], shoonya_0sWFFO7WLVDVAT, 5752513]
[paragraph, [144.0, 442.0, 1369.0, 36.0], shoonya_0sWFFO7WLVDVAT, 5752513]
[paragraph, [144.0, 478.0, 1369.0, 36.0], shoonya_0sWFFO7WLVDVAT, 5752513]
[paragraph, [144.0, 514.0, 1369.0, 36.0], shoonya_0sWFFO7WLVDVAT, 5752513]
[paragraph, [144.0, 550.0, 1369.0, 36.0], shoonya_0sWFFO7WLVDVAT, 5752513]
[paragraph, [144.0, 586.0, 1369.0, 36.0], shoonya_0sWFFO7WLVDVAT, 5752513]
[paragraph, [144.0, 622.0, 1369.0, 36.0], shoonya_0sWFFO7WLVDVAT, 5752513]
[paragraph, [144.0, 658.0, 1369.0, 36.0], shoonya_0sWFFO7WLVDVAT, 5752513]
[paragraph, [144.0, 694.0, 1369.0, 36.0], shoonya_0sWFFO7WLVDVAT, 5752513]
[paragraph, [144.0, 730.0, 1369.0, 36.0], shoonya_0sWFFO7WLVDVAT, 5752513]
[paragraph, [144.0, 766.0, 1369.0, 36.0], shoonya_0sWFFO7WLVDVAT, 5752513]
[paragraph, [144.0, 802.0, 1369.0, 36.0], shoonya_0sWFFO7WLVDVAT, 5752513]
[paragraph, [144.0, 890.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 926.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 962.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 998.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1034.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1070.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1106.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1142.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1178.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1214.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1250.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1286.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1322.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1358.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1394.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1430.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1466.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1502.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1538.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1574.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1610.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1646.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1682.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1718.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1754.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1790.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1826.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1862.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1898.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
[paragraph, [144.0, 1934.0, 1369.0, 36.0], yiDrj1HuvK, 5752513]
