[1152, 739]
[paragraph, [107.0, 189.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 207.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 225.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 243.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 261.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 279.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 297.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 315.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 333.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 351.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 369.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 387.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 405.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 423.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 441.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 459.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 477.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 495.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 513.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 531.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 549.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 567.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 585.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 603.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 621.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [107.0, 639.0, 531.0, 18.0], MQ7KCsDTAo, 5740974]
[paragraph, [105.0, 665.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[paragraph, [105.0, 683.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[paragraph, [105.0, 701.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[paragraph, [105.0, 719.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[paragraph, [105.0, 737.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[paragraph, [105.0, 755.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[paragraph, [105.0, 773.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[paragraph, [105.0, 791.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[paragraph, [105.0, 809.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[paragraph, [105.0, 827.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[paragraph, [105.0, 845.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[paragraph, [105.0, 863.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[paragraph, [105.0, 881.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[paragraph, [105.0, 899.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[paragraph, [105.0, 917.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[paragraph, [105.0, 935.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[paragraph, [105.0, 953.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[paragraph, [105.0, 971.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[paragraph, [105.0, 989.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[paragraph, [105.0, 1007.0, 532.0, 18.0], shoonya_0sMBRNY2XKIWRA, 5740974]
[footnote, [424.0, 1110.0, 258.0, 18.0], FSscfzHr3n, 5740974]
