[1372, 849]
[section-title, [302.0, 67.0, 247.0, 30.0], shoonya_1s16FFG4MFD7Y1, 5710251]
[paragraph, [59.0, 110.0, 729.0, 18.0], shoonya_2s6VX8MKE9BOWS, 5710251]
[paragraph, [59.0, 128.0, 729.0, 18.0], shoonya_2s6VX8MKE9BOWS, 5710251]
[paragraph, [59.0, 146.0, 729.0, 18.0], shoonya_2s6VX8MKE9BOWS, 5710251]
[paragraph, [59.0, 164.0, 729.0, 18.0], shoonya_2s6VX8MKE9BOWS, 5710251]
[paragraph, [59.0, 182.0, 729.0, 18.0], shoonya_2s6VX8MKE9BOWS, 5710251]
[paragraph, [59.0, 200.0, 729.0, 18.0], shoonya_2s6VX8MKE9BOWS, 5710251]
[paragraph, [59.0, 218.0, 729.0, 18.0], shoonya_2s6VX8MKE9BOWS, 5710251]
[paragraph, [59.0, 236.0, 729.0, 18.0], shoonya_2s6VX8MKE9BOWS, 5710251]
[paragraph, [59.0, 254.0, 729.0, 18.0], shoonya_2s6VX8MKE9BOWS, 5710251]
[paragraph, [59.0, 272.0, 729.0, 18.0], shoonya_2s6VX8MKE9BOWS, 5710251]
[paragraph, [66.0, 303.0, 722.0, 18.0], s10EE7bWom, 5710251]
[paragraph, [66.0, 321.0, 722.0, 18.0], s10EE7bWom, 5710251]
[paragraph, [66.0, 339.0, 722.0, 18.0], s10EE7bWom, 5710251]
[paragraph, [66.0, 357.0, 722.0, 18.0], s10EE7bWom, 5710251]
[paragraph, [66.0, 375.0, 722.0, 18.0], s10EE7bWom, 5710251]
[paragraph, [66.0, 393.0, 722.0, 18.0], s10EE7bWom, 5710251]
[paragraph, [66.0, 411.0, 722.0, 18.0], s10EE7bWom, 5710251]
[paragraph, [66.0, 429.0, 722.0, 18.0], s10EE7bWom, 5710251]
[paragraph, [66.0, 447.0, 722.0, 18.0], s10EE7bWom, 5710251]
[paragraph, [66.0, 465.0, 722.0, 18.0], s10EE7bWom, 5710251]
