[1565, 1152]
[paragraph, [415.0, 120.0, 310.0, 36.0], shoonya_4s5Y4EN0D5BVYK, 5713023]
[paragraph, [415.0, 156.0, 310.0, 36.0], shoonya_4s5Y4EN0D5BVYK, 5713023]
[paragraph, [415.0, 192.0, 310.0, 36.0], shoonya_4s5Y4EN0D5BVYK, 5713023]
[paragraph, [415.0, 228.0, 310.0, 36.0], shoonya_4s5Y4EN0D5BVYK, 5713023]
[paragraph, [415.0, 264.0, 310.0, 36.0], shoonya_4s5Y4EN0D5BVYK, 5713023]
[paragraph, [415.0, 300.0, 310.0, 36.0], shoonya_4s5Y4EN0D5BVYK, 5713023]
[paragraph, [415.0, 336.0, 310.0, 36.0], shoonya_4s5Y4EN0D5BVYK, 5713023]
[paragraph, [415.0, 372.0, 310.0, 36.0], shoonya_4s5Y4EN0D5BVYK, 5713023]
[paragraph, [415.0, 408.0, 310.0, 36.0], shoonya_4s5Y4EN0D5BVYK, 5713023]
[paragraph, [415.0, 444.0, 310.0, 36.0], shoonya_4s5Y4EN0D5BVYK, 5713023]
[paragraph, [415.0, 480.0, 310.0, 36.0], shoonya_4s5Y4EN0D5BVYK, 5713023]
[paragraph, [415.0, 516.0, 310.0, 36.0], shoonya_4s5Y4EN0D5BVYK, 5713023]
[paragraph, [415.0, 552.0, 310.0, 36.0], shoonya_4s5Y4EN0D5BVYK, 5713023]
[paragraph, [730.0, 121.0, 307.0, 36.0], shoonya_8sXCVK6SQYX14R, 5713023]
[paragraph, [730.0, 157.0, 307.0, 36.0], shoonya_8sXCVK6SQYX14R, 5713023]
[paragraph, [730.0, 193.0, 307.0, 36.0], shoonya_8sXCVK6SQYX14R, 5713023]
[paragraph, [730.0, 229.0, 307.0, 36.0], shoonya_8sXCVK6SQYX14R, 5713023]
[paragraph, [730.0, 265.0, 307.0, 36.0], shoonya_8sXCVK6SQYX14R, 5713023]
[paragraph, [730.0, 301.0, 307.0, 36.0], shoonya_8sXCVK6SQYX14R, 5713023]
[paragraph, [730.0, 337.0, 307.0, 36.0], shoonya_8sXCVK6SQYX14R, 5713023]
[paragraph, [730.0, 373.0, 307.0, 36.0], shoonya_8sXCVK6SQYX14R, 5713023]
[paragraph, [730.0, 409.0, 307.0, 36.0], shoonya_8sXCVK6SQYX14R, 5713023]
[paragraph, [730.0, 445.0, 307.0, 36.0], shoonya_8sXCVK6SQYX14R, 5713023]
[paragraph, [730.0, 481.0, 307.0, 36.0], shoonya_8sXCVK6SQYX14R, 5713023]
[paragraph, [730.0, 517.0, 307.0, 36.0], shoonya_8sXCVK6SQYX14R, 5713023]
[paragraph, [730.0, 553.0, 307.0, 36.0], shoonya_8sXCVK6SQYX14R, 5713023]
[paragraph, [730.0, 589.0, 307.0, 36.0], shoonya_8sXCVK6SQYX14R, 5713023]
[paragraph, [98.0, 122.0, 313.0, 36.0], shoonya_0s9AJNE1566VRH, 5713023]
[paragraph, [98.0, 158.0, 313.0, 36.0], shoonya_0s9AJNE1566VRH, 5713023]
[paragraph, [98.0, 194.0, 313.0, 36.0], shoonya_0s9AJNE1566VRH, 5713023]
[paragraph, [98.0, 230.0, 313.0, 36.0], shoonya_0s9AJNE1566VRH, 5713023]
[paragraph, [98.0, 266.0, 313.0, 36.0], shoonya_0s9AJNE1566VRH, 5713023]
[paragraph, [98.0, 302.0, 313.0, 36.0], shoonya_0s9AJNE1566VRH, 5713023]
[paragraph, [98.0, 338.0, 313.0, 36.0], shoonya_0s9AJNE1566VRH, 5713023]
[paragraph, [98.0, 374.0, 313.0, 36.0], shoonya_0s9AJNE1566VRH, 5713023]
[paragraph, [98.0, 410.0, 313.0, 36.0], shoonya_0s9AJNE1566VRH, 5713023]
[paragraph, [96.0, 474.0, 318.0, 36.0], shoonya_1s25ZC54I611YG, 5713023]
[paragraph, [96.0, 510.0, 318.0, 36.0], shoonya_1s25ZC54I611YG, 5713023]
[paragraph, [96.0, 546.0, 318.0, 36.0], shoonya_1s25ZC54I611YG, 5713023]
[paragraph, [96.0, 582.0, 318.0, 36.0], shoonya_1s25ZC54I611YG, 5713023]
[paragraph, [96.0, 618.0, 318.0, 36.0], shoonya_1s25ZC54I611YG, 5713023]
[paragraph, [96.0, 654.0, 318.0, 36.0], shoonya_1s25ZC54I611YG, 5713023]
[paragraph, [96.0, 690.0, 318.0, 36.0], shoonya_1s25ZC54I611YG, 5713023]
[paragraph, [96.0, 726.0, 318.0, 36.0], shoonya_1s25ZC54I611YG, 5713023]
[paragraph, [96.0, 762.0, 318.0, 36.0], shoonya_1s25ZC54I611YG, 5713023]
[paragraph, [415.0, 601.0, 310.0, 36.0], shoonya_5sOZ0DYQPSQ1MP, 5713023]
[paragraph, [415.0, 637.0, 310.0, 36.0], shoonya_5sOZ0DYQPSQ1MP, 5713023]
[paragraph, [415.0, 673.0, 310.0, 36.0], shoonya_5sOZ0DYQPSQ1MP, 5713023]
[paragraph, [415.0, 709.0, 310.0, 36.0], shoonya_5sOZ0DYQPSQ1MP, 5713023]
[paragraph, [415.0, 745.0, 310.0, 36.0], shoonya_5sOZ0DYQPSQ1MP, 5713023]
[paragraph, [415.0, 781.0, 310.0, 36.0], shoonya_5sOZ0DYQPSQ1MP, 5713023]
[paragraph, [415.0, 817.0, 310.0, 36.0], shoonya_5sOZ0DYQPSQ1MP, 5713023]
[paragraph, [415.0, 853.0, 310.0, 36.0], shoonya_5sOZ0DYQPSQ1MP, 5713023]
[paragraph, [415.0, 889.0, 310.0, 36.0], shoonya_5sOZ0DYQPSQ1MP, 5713023]
[paragraph, [415.0, 925.0, 310.0, 36.0], shoonya_5sOZ0DYQPSQ1MP, 5713023]
[paragraph, [730.0, 658.0, 308.0, 36.0], shoonya_9sZSMSBIJUH8EJ, 5713023]
[paragraph, [730.0, 694.0, 308.0, 36.0], shoonya_9sZSMSBIJUH8EJ, 5713023]
[paragraph, [730.0, 730.0, 308.0, 36.0], shoonya_9sZSMSBIJUH8EJ, 5713023]
[paragraph, [729.0, 772.0, 312.0, 36.0], shoonya_10s9K19YSF62OC, 5713023]
[paragraph, [729.0, 808.0, 312.0, 36.0], shoonya_10s9K19YSF62OC, 5713023]
[paragraph, [729.0, 844.0, 312.0, 36.0], shoonya_10s9K19YSF62OC, 5713023]
[paragraph, [729.0, 880.0, 312.0, 36.0], shoonya_10s9K19YSF62OC, 5713023]
[paragraph, [729.0, 916.0, 312.0, 36.0], shoonya_10s9K19YSF62OC, 5713023]
[paragraph, [729.0, 952.0, 312.0, 36.0], shoonya_10s9K19YSF62OC, 5713023]
[paragraph, [729.0, 988.0, 312.0, 36.0], shoonya_10s9K19YSF62OC, 5713023]
[paragraph, [729.0, 1024.0, 312.0, 36.0], shoonya_10s9K19YSF62OC, 5713023]
[paragraph, [729.0, 1060.0, 312.0, 36.0], shoonya_10s9K19YSF62OC, 5713023]
[paragraph, [729.0, 1096.0, 312.0, 36.0], shoonya_10s9K19YSF62OC, 5713023]
[paragraph, [96.0, 799.0, 318.0, 36.0], shoonya_2sQ7ZK76MKNK3N, 5713023]
[paragraph, [96.0, 835.0, 318.0, 36.0], shoonya_2sQ7ZK76MKNK3N, 5713023]
[paragraph, [96.0, 871.0, 318.0, 36.0], shoonya_2sQ7ZK76MKNK3N, 5713023]
[paragraph, [96.0, 907.0, 318.0, 36.0], shoonya_2sQ7ZK76MKNK3N, 5713023]
[paragraph, [96.0, 943.0, 318.0, 36.0], shoonya_2sQ7ZK76MKNK3N, 5713023]
[paragraph, [96.0, 979.0, 318.0, 36.0], shoonya_2sQ7ZK76MKNK3N, 5713023]
[paragraph, [96.0, 1015.0, 318.0, 36.0], shoonya_2sQ7ZK76MKNK3N, 5713023]
[paragraph, [96.0, 1051.0, 318.0, 36.0], shoonya_2sQ7ZK76MKNK3N, 5713023]
[paragraph, [96.0, 1087.0, 318.0, 36.0], shoonya_2sQ7ZK76MKNK3N, 5713023]
[paragraph, [96.0, 1123.0, 318.0, 36.0], shoonya_2sQ7ZK76MKNK3N, 5713023]
[paragraph, [96.0, 1159.0, 318.0, 36.0], shoonya_2sQ7ZK76MKNK3N, 5713023]
[paragraph, [96.0, 1195.0, 318.0, 36.0], shoonya_2sQ7ZK76MKNK3N, 5713023]
[paragraph, [96.0, 1231.0, 318.0, 36.0], shoonya_2sQ7ZK76MKNK3N, 5713023]
[paragraph, [96.0, 1267.0, 318.0, 36.0], shoonya_2sQ7ZK76MKNK3N, 5713023]
[paragraph, [96.0, 1303.0, 318.0, 36.0], shoonya_2sQ7ZK76MKNK3N, 5713023]
[paragraph, [413.0, 981.0, 311.0, 36.0], shoonya_6sFJHRYA94L3KL, 5713023]
[paragraph, [413.0, 1017.0, 311.0, 36.0], shoonya_6sFJHRYA94L3KL, 5713023]
