[595, 454]
[chapter-title, [253.0, 165.0, 179.0, 30.0], shoonya_0sRJEUHSDVABLB, 6461041]
[paragraph, [230.0, 212.0, 199.0, 18.0], 7sMDyYeNOB, 6461041]
[paragraph, [230.0, 230.0, 199.0, 18.0], 7sMDyYeNOB, 6461041]
[paragraph, [230.0, 248.0, 199.0, 18.0], 7sMDyYeNOB, 6461041]
[paragraph, [230.0, 266.0, 199.0, 18.0], 7sMDyYeNOB, 6461041]
[paragraph, [230.0, 284.0, 199.0, 18.0], 7sMDyYeNOB, 6461041]
[paragraph, [230.0, 302.0, 199.0, 18.0], 7sMDyYeNOB, 6461041]
[paragraph, [230.0, 320.0, 199.0, 18.0], 7sMDyYeNOB, 6461041]
[paragraph, [26.0, 213.0, 202.0, 18.0], nzlsATHWsw, 6461041]
[paragraph, [26.0, 231.0, 202.0, 18.0], nzlsATHWsw, 6461041]
[paragraph, [26.0, 249.0, 202.0, 18.0], nzlsATHWsw, 6461041]
[paragraph, [26.0, 267.0, 202.0, 18.0], nzlsATHWsw, 6461041]
[paragraph, [26.0, 285.0, 202.0, 18.0], nzlsATHWsw, 6461041]
[paragraph, [26.0, 303.0, 202.0, 18.0], nzlsATHWsw, 6461041]
[paragraph, [26.0, 333.0, 204.0, 18.0], nlVl48oaCX, 6461041]
[paragraph, [26.0, 351.0, 204.0, 18.0], nlVl48oaCX, 6461041]
[paragraph, [26.0, 369.0, 204.0, 18.0], nlVl48oaCX, 6461041]
[paragraph, [26.0, 387.0, 204.0, 18.0], nlVl48oaCX, 6461041]
[paragraph, [26.0, 405.0, 204.0, 18.0], nlVl48oaCX, 6461041]
[paragraph, [26.0, 423.0, 204.0, 18.0], nlVl48oaCX, 6461041]
[paragraph, [26.0, 441.0, 204.0, 18.0], nlVl48oaCX, 6461041]
[paragraph, [231.0, 350.0, 196.0, 18.0], ob5DsQ-tnP, 6461041]
[paragraph, [231.0, 368.0, 196.0, 18.0], ob5DsQ-tnP, 6461041]
[paragraph, [231.0, 386.0, 196.0, 18.0], ob5DsQ-tnP, 6461041]
[paragraph, [231.0, 404.0, 196.0, 18.0], ob5DsQ-tnP, 6461041]
[paragraph, [231.0, 422.0, 196.0, 18.0], ob5DsQ-tnP, 6461041]
[paragraph, [231.0, 440.0, 196.0, 18.0], ob5DsQ-tnP, 6461041]
[paragraph, [231.0, 458.0, 196.0, 18.0], ob5DsQ-tnP, 6461041]
[paragraph, [24.0, 469.0, 205.0, 18.0], krUscU8OE9, 6461041]
[paragraph, [24.0, 487.0, 205.0, 18.0], krUscU8OE9, 6461041]
[paragraph, [231.0, 488.0, 198.0, 18.0], wEOVrYTl1i, 6461041]
[paragraph, [231.0, 506.0, 198.0, 18.0], wEOVrYTl1i, 6461041]
[paragraph, [231.0, 524.0, 198.0, 18.0], wEOVrYTl1i, 6461041]
[paragraph, [24.0, 509.0, 205.0, 18.0], 8uFA03r1h-, 6461041]
[paragraph, [24.0, 527.0, 205.0, 18.0], 8uFA03r1h-, 6461041]
[footnote, [104.0, 555.0, 245.0, 18.0], gi37zjlgJY, 6461041]
