[2456, 1771]
[chapter-title, [293.0, 412.0, 1368.0, 70.5], shoonya_8sOO29FTZFM65N, 5656900]
[chapter-title, [293.0, 482.5, 1368.0, 70.5], shoonya_8sOO29FTZFM65N, 5656900]
[section-title, [305.0, 605.0, 1255.0, 52.5], axSkIgV1ks, 5656900]
[section-title, [305.0, 657.5, 1255.0, 52.5], axSkIgV1ks, 5656900]
[section-title, [305.0, 710.0, 1255.0, 52.5], axSkIgV1ks, 5656900]
[section-title, [305.0, 762.5, 1255.0, 52.5], axSkIgV1ks, 5656900]
[paragraph, [140.0, 892.0, 1498.0, 36.0], shoonya_4sWJD1SS3L6IFC, 5656900]
[paragraph, [140.0, 928.0, 1498.0, 36.0], shoonya_4sWJD1SS3L6IFC, 5656900]
[paragraph, [140.0, 964.0, 1498.0, 36.0], shoonya_4sWJD1SS3L6IFC, 5656900]
[paragraph, [140.0, 1000.0, 1498.0, 36.0], shoonya_4sWJD1SS3L6IFC, 5656900]
[paragraph, [140.0, 1036.0, 1498.0, 36.0], shoonya_4sWJD1SS3L6IFC, 5656900]
[section-title, [132.0, 1096.0, 862.0, 52.5], 3Zk5hiFHt_, 5656900]
[ordered-list, [160.0, 1178.0, 1289.0, 36.0], shoonya_12s4UAQ23TAYFW, 5656900]
[ordered-list, [160.0, 1214.0, 1289.0, 36.0], shoonya_12s4UAQ23TAYFW, 5656900]
[paragraph, [148.0, 1353.0, 1503.0, 36.0], shoonya_7sXXXL180AFWGT, 5656900]
[paragraph, [148.0, 1389.0, 1503.0, 36.0], shoonya_7sXXXL180AFWGT, 5656900]
[paragraph, [148.0, 1425.0, 1503.0, 36.0], shoonya_7sXXXL180AFWGT, 5656900]
[section-title, [895.0, 1497.0, 379.0, 52.5], shoonya_6sLSNUNDW3V7J8, 5656900]
[unordered-list, [895.0, 1555.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[unordered-list, [895.0, 1591.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[unordered-list, [895.0, 1627.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[unordered-list, [895.0, 1663.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[unordered-list, [895.0, 1699.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[unordered-list, [895.0, 1735.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[unordered-list, [895.0, 1771.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[unordered-list, [895.0, 1807.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[unordered-list, [895.0, 1843.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[unordered-list, [895.0, 1879.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[unordered-list, [895.0, 1915.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[unordered-list, [895.0, 1951.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[unordered-list, [895.0, 1987.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[unordered-list, [895.0, 2023.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[unordered-list, [895.0, 2059.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[unordered-list, [895.0, 2095.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[unordered-list, [895.0, 2131.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[unordered-list, [895.0, 2167.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[unordered-list, [895.0, 2203.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[unordered-list, [895.0, 2239.0, 799.0, 36.0], shoonya_0sR0F5ML4Y1XD2, 5656900]
[paragraph, [299.0, 1562.0, 583.0, 36.0], shoonya_5sETWHLC5HPLT5, 5656900]
[paragraph, [299.0, 1598.0, 583.0, 36.0], shoonya_5sETWHLC5HPLT5, 5656900]
[unordered-list, [126.0, 1680.0, 771.0, 36.0], -i2RvLjusC, 5656900]
[unordered-list, [126.0, 1716.0, 771.0, 36.0], -i2RvLjusC, 5656900]
[unordered-list, [126.0, 1752.0, 771.0, 36.0], -i2RvLjusC, 5656900]
