[1518, 1075]
[section-title, [381.0, 77.0, 345.0, 49.5], fWQlvwud9z, 5722223]
[author, [456.0, 165.0, 190.0, 36.0], z0ih0iuabZ, 5722223]
[headline, [213.0, 238.0, 667.0, 37.5], shoonya_8sC00ND4JYOE5X, 5722223]
[sub-headline, [410.0, 347.0, 280.0, 36.0], shoonya_7sVYDM5BNS18UA, 5722223]
[paragraph, [115.0, 413.0, 424.0, 36.0], shoonya_1sFEXPO182NA8B, 5722223]
[paragraph, [115.0, 449.0, 424.0, 36.0], shoonya_1sFEXPO182NA8B, 5722223]
[paragraph, [115.0, 485.0, 424.0, 36.0], shoonya_1sFEXPO182NA8B, 5722223]
[paragraph, [115.0, 521.0, 424.0, 36.0], shoonya_1sFEXPO182NA8B, 5722223]
[paragraph, [115.0, 557.0, 424.0, 36.0], shoonya_1sFEXPO182NA8B, 5722223]
[paragraph, [115.0, 593.0, 424.0, 36.0], shoonya_1sFEXPO182NA8B, 5722223]
[paragraph, [115.0, 629.0, 424.0, 36.0], shoonya_1sFEXPO182NA8B, 5722223]
[paragraph, [115.0, 665.0, 424.0, 36.0], shoonya_1sFEXPO182NA8B, 5722223]
[paragraph, [115.0, 701.0, 424.0, 36.0], shoonya_1sFEXPO182NA8B, 5722223]
[paragraph, [115.0, 737.0, 424.0, 36.0], shoonya_1sFEXPO182NA8B, 5722223]
[paragraph, [115.0, 773.0, 424.0, 36.0], shoonya_1sFEXPO182NA8B, 5722223]
[paragraph, [115.0, 809.0, 424.0, 36.0], shoonya_1sFEXPO182NA8B, 5722223]
[paragraph, [115.0, 845.0, 424.0, 36.0], shoonya_1sFEXPO182NA8B, 5722223]
[paragraph, [115.0, 881.0, 424.0, 36.0], shoonya_1sFEXPO182NA8B, 5722223]
[paragraph, [115.0, 917.0, 424.0, 36.0], shoonya_1sFEXPO182NA8B, 5722223]
[paragraph, [115.0, 953.0, 424.0, 36.0], shoonya_1sFEXPO182NA8B, 5722223]
[paragraph, [557.0, 415.0, 433.0, 36.0], shoonya_0sOQR6QNLHXZBT, 5722223]
[paragraph, [557.0, 451.0, 433.0, 36.0], shoonya_0sOQR6QNLHXZBT, 5722223]
[paragraph, [557.0, 487.0, 433.0, 36.0], shoonya_0sOQR6QNLHXZBT, 5722223]
[paragraph, [557.0, 523.0, 433.0, 36.0], shoonya_0sOQR6QNLHXZBT, 5722223]
[paragraph, [557.0, 559.0, 433.0, 36.0], shoonya_0sOQR6QNLHXZBT, 5722223]
[paragraph, [557.0, 595.0, 433.0, 36.0], shoonya_0sOQR6QNLHXZBT, 5722223]
[paragraph, [557.0, 631.0, 433.0, 36.0], shoonya_0sOQR6QNLHXZBT, 5722223]
[paragraph, [557.0, 667.0, 433.0, 36.0], shoonya_0sOQR6QNLHXZBT, 5722223]
[paragraph, [557.0, 703.0, 433.0, 36.0], shoonya_0sOQR6QNLHXZBT, 5722223]
[paragraph, [557.0, 739.0, 433.0, 36.0], shoonya_0sOQR6QNLHXZBT, 5722223]
[paragraph, [557.0, 775.0, 433.0, 36.0], shoonya_0sOQR6QNLHXZBT, 5722223]
[paragraph, [559.0, 840.0, 427.0, 36.0], shoonya_4sJD4YFQKQ3TGY, 5722223]
[paragraph, [559.0, 876.0, 427.0, 36.0], shoonya_4sJD4YFQKQ3TGY, 5722223]
[paragraph, [559.0, 912.0, 427.0, 36.0], shoonya_4sJD4YFQKQ3TGY, 5722223]
[paragraph, [559.0, 948.0, 427.0, 36.0], shoonya_4sJD4YFQKQ3TGY, 5722223]
[paragraph, [559.0, 984.0, 427.0, 36.0], shoonya_4sJD4YFQKQ3TGY, 5722223]
[paragraph, [557.0, 1054.0, 435.0, 36.0], zEp-4RMlVh, 5722223]
[paragraph, [557.0, 1090.0, 435.0, 36.0], zEp-4RMlVh, 5722223]
[paragraph, [557.0, 1126.0, 435.0, 36.0], zEp-4RMlVh, 5722223]
[paragraph, [557.0, 1162.0, 435.0, 36.0], zEp-4RMlVh, 5722223]
[paragraph, [557.0, 1198.0, 435.0, 36.0], zEp-4RMlVh, 5722223]
[paragraph, [557.0, 1234.0, 435.0, 36.0], zEp-4RMlVh, 5722223]
[paragraph, [557.0, 1270.0, 435.0, 36.0], zEp-4RMlVh, 5722223]
[paragraph, [557.0, 1306.0, 435.0, 36.0], zEp-4RMlVh, 5722223]
[paragraph, [118.0, 1086.0, 425.0, 36.0], shoonya_2s3C3CSRU99N1E, 5722223]
[paragraph, [118.0, 1122.0, 425.0, 36.0], shoonya_2s3C3CSRU99N1E, 5722223]
[paragraph, [115.0, 1228.0, 425.0, 36.0], shoonya_3sRXL1UD4PVCQI, 5722223]
[paragraph, [115.0, 1264.0, 425.0, 36.0], shoonya_3sRXL1UD4PVCQI, 5722223]
[folio, [194.0, 1387.0, 294.0, 36.0], SkSOx_k22I, 5722223]
