[843, 596]
[ordered-list, [2.0, 57.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 75.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 93.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 111.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 129.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 147.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 165.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 183.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 201.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 219.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 237.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 255.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 273.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 291.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 309.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 327.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 345.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 363.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 381.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 399.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 417.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 435.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 453.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 471.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 489.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 507.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 525.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 543.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 561.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 579.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[ordered-list, [2.0, 597.0, 593.0, 18.0], SMDqm6J-Oc, 5656579]
[sub-unordered-list, [28.0, 79.0, 567.0, 18.0], shoonya_4sAK51BS7IW01P, 5656579]
[sub-unordered-list, [28.0, 97.0, 567.0, 18.0], shoonya_4sAK51BS7IW01P, 5656579]
[sub-unordered-list, [28.0, 115.0, 567.0, 18.0], shoonya_4sAK51BS7IW01P, 5656579]
[sub-unordered-list, [313.0, 177.0, 267.0, 18.0], shoonya_8s4N9SX0YDMXYY, 5656579]
[sub-unordered-list, [313.0, 195.0, 267.0, 18.0], shoonya_8s4N9SX0YDMXYY, 5656579]
[sub-unordered-list, [313.0, 213.0, 267.0, 18.0], shoonya_8s4N9SX0YDMXYY, 5656579]
[sub-unordered-list, [313.0, 231.0, 267.0, 18.0], shoonya_8s4N9SX0YDMXYY, 5656579]
[sub-unordered-list, [313.0, 249.0, 267.0, 18.0], shoonya_8s4N9SX0YDMXYY, 5656579]
[sub-unordered-list, [313.0, 267.0, 267.0, 18.0], shoonya_8s4N9SX0YDMXYY, 5656579]
[sub-unordered-list, [313.0, 285.0, 267.0, 18.0], shoonya_8s4N9SX0YDMXYY, 5656579]
[sub-unordered-list, [17.0, 183.0, 277.0, 18.0], shoonya_2sC7UN01XQ18V5, 5656579]
[sub-unordered-list, [17.0, 201.0, 277.0, 18.0], shoonya_2sC7UN01XQ18V5, 5656579]
[sub-unordered-list, [17.0, 219.0, 277.0, 18.0], shoonya_2sC7UN01XQ18V5, 5656579]
[sub-unordered-list, [17.0, 237.0, 277.0, 18.0], shoonya_2sC7UN01XQ18V5, 5656579]
[sub-unordered-list, [17.0, 255.0, 277.0, 18.0], shoonya_2sC7UN01XQ18V5, 5656579]
[unordered-list, [27.0, 359.0, 279.0, 18.0], shoonya_3sMQ4WBB8GR1KE, 5656579]
[unordered-list, [27.0, 377.0, 279.0, 18.0], shoonya_3sMQ4WBB8GR1KE, 5656579]
[unordered-list, [27.0, 395.0, 279.0, 18.0], shoonya_3sMQ4WBB8GR1KE, 5656579]
[unordered-list, [27.0, 413.0, 279.0, 18.0], shoonya_3sMQ4WBB8GR1KE, 5656579]
[sub-unordered-list, [5.0, 497.0, 310.0, 18.0], shoonya_0sK1G1QW4HFL4X, 5656579]
[sub-unordered-list, [5.0, 515.0, 310.0, 18.0], shoonya_0sK1G1QW4HFL4X, 5656579]
[sub-unordered-list, [5.0, 533.0, 310.0, 18.0], shoonya_0sK1G1QW4HFL4X, 5656579]
[sub-unordered-list, [5.0, 551.0, 310.0, 18.0], shoonya_0sK1G1QW4HFL4X, 5656579]
[paragraph, [3.0, 681.0, 566.0, 18.0], shoonya_11sJ1OYP46L9TW, 5656579]
[paragraph, [3.0, 699.0, 566.0, 18.0], shoonya_11sJ1OYP46L9TW, 5656579]
[paragraph, [3.0, 717.0, 566.0, 18.0], shoonya_11sJ1OYP46L9TW, 5656579]
[folio, [14.0, 752.0, 488.0, 18.0], KwE1a3PCah, 5656579]
[folio, [14.0, 770.0, 488.0, 18.0], KwE1a3PCah, 5656579]
[folio, [14.0, 788.0, 488.0, 18.0], KwE1a3PCah, 5656579]
