[3960, 3060]
[answer, [616.0, 609.0, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 661.5, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 714.0, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 766.5, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 819.0, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 871.5, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 924.0, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 976.5, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 1029.0, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 1081.5, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 1134.0, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 1186.5, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 1239.0, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 1291.5, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 1344.0, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 1396.5, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 1449.0, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 1501.5, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 1554.0, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 1606.5, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 1659.0, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 1711.5, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 1764.0, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 1816.5, 2062.0, 52.5], 1X1PXgVffh, 5698326]
[answer, [616.0, 1869.0, 2062.0, 52.5], 1X1PXgVffh, 5698326]
