[792, 612]
[headline, [52.0, 81.0, 232.0, 25.5], 5rAFUuCc6x, 6516866]
[headline, [52.0, 106.5, 232.0, 25.5], 5rAFUuCc6x, 6516866]
[headline, [52.0, 132.0, 232.0, 25.5], 5rAFUuCc6x, 6516866]
[author, [51.0, 176.0, 127.0, 18.0], SPT_7cGj7n, 6516866]
[paragraph, [55.0, 207.0, 158.0, 18.0], shoonya_0sENGTON521HWJ, 6516866]
[paragraph, [55.0, 225.0, 158.0, 18.0], shoonya_0sENGTON521HWJ, 6516866]
[paragraph, [55.0, 243.0, 158.0, 18.0], shoonya_0sENGTON521HWJ, 6516866]
[paragraph, [55.0, 261.0, 158.0, 18.0], shoonya_0sENGTON521HWJ, 6516866]
[paragraph, [55.0, 279.0, 158.0, 18.0], shoonya_0sENGTON521HWJ, 6516866]
[paragraph, [55.0, 297.0, 158.0, 18.0], shoonya_0sENGTON521HWJ, 6516866]
[paragraph, [224.0, 217.0, 56.0, 18.0], W1O-dSQCUr, 6516866]
[paragraph, [223.0, 254.0, 159.0, 18.0], 5nuDH3-HgB, 6516866]
[paragraph, [223.0, 272.0, 159.0, 18.0], 5nuDH3-HgB, 6516866]
[paragraph, [223.0, 290.0, 159.0, 18.0], 5nuDH3-HgB, 6516866]
[paragraph, [223.0, 308.0, 159.0, 18.0], 5nuDH3-HgB, 6516866]
[paragraph, [223.0, 326.0, 159.0, 18.0], 5nuDH3-HgB, 6516866]
[paragraph, [223.0, 344.0, 159.0, 18.0], 5nuDH3-HgB, 6516866]
[paragraph, [223.0, 362.0, 159.0, 18.0], 5nuDH3-HgB, 6516866]
[paragraph, [223.0, 380.0, 159.0, 18.0], 5nuDH3-HgB, 6516866]
[paragraph, [223.0, 398.0, 159.0, 18.0], 5nuDH3-HgB, 6516866]
[paragraph, [223.0, 416.0, 159.0, 18.0], 5nuDH3-HgB, 6516866]
[paragraph, [391.0, 301.0, 165.0, 18.0], yhNXzB0aqk, 6516866]
[paragraph, [391.0, 319.0, 165.0, 18.0], yhNXzB0aqk, 6516866]
[paragraph, [391.0, 337.0, 165.0, 18.0], yhNXzB0aqk, 6516866]
[paragraph, [391.0, 355.0, 165.0, 18.0], yhNXzB0aqk, 6516866]
[paragraph, [391.0, 373.0, 165.0, 18.0], yhNXzB0aqk, 6516866]
[paragraph, [391.0, 391.0, 165.0, 18.0], yhNXzB0aqk, 6516866]
[paragraph, [391.0, 409.0, 165.0, 18.0], yhNXzB0aqk, 6516866]
[paragraph, [391.0, 427.0, 165.0, 18.0], yhNXzB0aqk, 6516866]
[paragraph, [391.0, 445.0, 165.0, 18.0], yhNXzB0aqk, 6516866]
[paragraph, [391.0, 463.0, 165.0, 18.0], yhNXzB0aqk, 6516866]
[paragraph, [391.0, 481.0, 165.0, 18.0], yhNXzB0aqk, 6516866]
[paragraph, [391.0, 499.0, 165.0, 18.0], yhNXzB0aqk, 6516866]
[paragraph, [55.0, 327.0, 164.0, 18.0], F44Lq2ZuS3, 6516866]
[paragraph, [55.0, 345.0, 164.0, 18.0], F44Lq2ZuS3, 6516866]
[paragraph, [55.0, 363.0, 164.0, 18.0], F44Lq2ZuS3, 6516866]
[paragraph, [55.0, 381.0, 164.0, 18.0], F44Lq2ZuS3, 6516866]
[paragraph, [55.0, 399.0, 164.0, 18.0], F44Lq2ZuS3, 6516866]
[paragraph, [55.0, 417.0, 164.0, 18.0], F44Lq2ZuS3, 6516866]
[paragraph, [55.0, 435.0, 164.0, 18.0], F44Lq2ZuS3, 6516866]
[paragraph, [55.0, 453.0, 164.0, 18.0], F44Lq2ZuS3, 6516866]
[paragraph, [55.0, 471.0, 164.0, 18.0], F44Lq2ZuS3, 6516866]
[paragraph, [55.0, 489.0, 164.0, 18.0], F44Lq2ZuS3, 6516866]
[paragraph, [55.0, 507.0, 164.0, 18.0], F44Lq2ZuS3, 6516866]
[paragraph, [55.0, 525.0, 164.0, 18.0], F44Lq2ZuS3, 6516866]
[paragraph, [55.0, 543.0, 164.0, 18.0], F44Lq2ZuS3, 6516866]
[paragraph, [55.0, 561.0, 164.0, 18.0], F44Lq2ZuS3, 6516866]
[paragraph, [55.0, 579.0, 164.0, 18.0], F44Lq2ZuS3, 6516866]
[paragraph, [223.0, 447.0, 161.0, 18.0], HNaS8ogSNT, 6516866]
[paragraph, [223.0, 465.0, 161.0, 18.0], HNaS8ogSNT, 6516866]
[paragraph, [223.0, 483.0, 161.0, 18.0], HNaS8ogSNT, 6516866]
[paragraph, [223.0, 501.0, 161.0, 18.0], HNaS8ogSNT, 6516866]
[paragraph, [223.0, 519.0, 161.0, 18.0], HNaS8ogSNT, 6516866]
[paragraph, [223.0, 537.0, 161.0, 18.0], HNaS8ogSNT, 6516866]
[paragraph, [223.0, 555.0, 161.0, 18.0], HNaS8ogSNT, 6516866]
[paragraph, [223.0, 573.0, 161.0, 18.0], HNaS8ogSNT, 6516866]
[paragraph, [223.0, 591.0, 161.0, 18.0], HNaS8ogSNT, 6516866]
[paragraph, [223.0, 609.0, 161.0, 18.0], HNaS8ogSNT, 6516866]
[paragraph, [389.0, 531.0, 167.0, 18.0], LHSXyZBHW0, 6516866]
[paragraph, [389.0, 549.0, 167.0, 18.0], LHSXyZBHW0, 6516866]
[paragraph, [389.0, 567.0, 167.0, 18.0], LHSXyZBHW0, 6516866]
[paragraph, [389.0, 585.0, 167.0, 18.0], LHSXyZBHW0, 6516866]
[paragraph, [389.0, 603.0, 167.0, 18.0], LHSXyZBHW0, 6516866]
[paragraph, [389.0, 621.0, 167.0, 18.0], LHSXyZBHW0, 6516866]
[paragraph, [389.0, 639.0, 167.0, 18.0], LHSXyZBHW0, 6516866]
[paragraph, [389.0, 657.0, 167.0, 18.0], LHSXyZBHW0, 6516866]
[paragraph, [389.0, 675.0, 167.0, 18.0], LHSXyZBHW0, 6516866]
[paragraph, [389.0, 693.0, 167.0, 18.0], LHSXyZBHW0, 6516866]
[paragraph, [389.0, 711.0, 167.0, 18.0], LHSXyZBHW0, 6516866]
[paragraph, [389.0, 729.0, 167.0, 18.0], LHSXyZBHW0, 6516866]
[paragraph, [55.0, 603.0, 163.0, 18.0], DBsC-fW8Jt, 6516866]
[sidebar, [226.0, 653.0, 159.0, 18.0], jbll9rNHfH, 6516866]
[sidebar, [226.0, 671.0, 159.0, 18.0], jbll9rNHfH, 6516866]
[sidebar, [226.0, 689.0, 159.0, 18.0], jbll9rNHfH, 6516866]
[sidebar, [226.0, 707.0, 159.0, 18.0], jbll9rNHfH, 6516866]
