[1601, 1158]
[section-title, [183.0, 90.0, 786.0, 49.5], shoonya_4sOYGC6SGIYETH, 5695327]
[author, [450.0, 153.0, 256.0, 36.0], WksHST0s1H, 5695327]
[paragraph, [114.0, 216.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 252.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 288.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 324.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 360.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 396.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 432.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 468.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 504.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 540.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 576.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 612.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 648.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 684.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 720.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 756.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 792.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 828.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 864.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 900.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 936.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 972.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 1008.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 1044.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 1080.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 1116.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 1152.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 1188.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 1224.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 1260.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
[paragraph, [114.0, 1296.0, 457.0, 36.0], shoonya_3s8PJY3AQD7ADP, 5695327]
