[2086, 1522]
[folio, [159.0, 61.0, 694.0, 36.0], iB1LyQ0jRE, 5712599]
[paragraph, [816.0, 116.0, 693.0, 36.0], shoonya_12sWJ4ADD8XFJP, 5712599]
[paragraph, [816.0, 152.0, 693.0, 36.0], shoonya_12sWJ4ADD8XFJP, 5712599]
[paragraph, [816.0, 188.0, 693.0, 36.0], shoonya_12sWJ4ADD8XFJP, 5712599]
[paragraph, [816.0, 224.0, 693.0, 36.0], shoonya_12sWJ4ADD8XFJP, 5712599]
[paragraph, [816.0, 260.0, 693.0, 36.0], shoonya_12sWJ4ADD8XFJP, 5712599]
[paragraph, [816.0, 296.0, 693.0, 36.0], shoonya_12sWJ4ADD8XFJP, 5712599]
[paragraph, [816.0, 332.0, 693.0, 36.0], shoonya_12sWJ4ADD8XFJP, 5712599]
[paragraph, [816.0, 368.0, 693.0, 36.0], shoonya_12sWJ4ADD8XFJP, 5712599]
[paragraph, [816.0, 404.0, 693.0, 36.0], shoonya_12sWJ4ADD8XFJP, 5712599]
[paragraph, [816.0, 440.0, 693.0, 36.0], shoonya_12sWJ4ADD8XFJP, 5712599]
[paragraph, [133.0, 119.0, 683.0, 36.0], shoonya_10sCQ3B3PPTGD8, 5712599]
[paragraph, [133.0, 155.0, 683.0, 36.0], shoonya_10sCQ3B3PPTGD8, 5712599]
[paragraph, [133.0, 191.0, 683.0, 36.0], shoonya_10sCQ3B3PPTGD8, 5712599]
[paragraph, [133.0, 227.0, 683.0, 36.0], shoonya_10sCQ3B3PPTGD8, 5712599]
[paragraph, [121.0, 283.0, 696.0, 36.0], shoonya_9sTWT8FFF4PMG5, 5712599]
[paragraph, [121.0, 319.0, 696.0, 36.0], shoonya_9sTWT8FFF4PMG5, 5712599]
[paragraph, [121.0, 355.0, 696.0, 36.0], shoonya_9sTWT8FFF4PMG5, 5712599]
[paragraph, [121.0, 391.0, 696.0, 36.0], shoonya_9sTWT8FFF4PMG5, 5712599]
[paragraph, [121.0, 427.0, 696.0, 36.0], shoonya_9sTWT8FFF4PMG5, 5712599]
[paragraph, [121.0, 463.0, 696.0, 36.0], shoonya_9sTWT8FFF4PMG5, 5712599]
[paragraph, [121.0, 499.0, 696.0, 36.0], shoonya_9sTWT8FFF4PMG5, 5712599]
[paragraph, [121.0, 535.0, 696.0, 36.0], shoonya_9sTWT8FFF4PMG5, 5712599]
[paragraph, [121.0, 571.0, 696.0, 36.0], shoonya_9sTWT8FFF4PMG5, 5712599]
[paragraph, [121.0, 607.0, 696.0, 36.0], shoonya_9sTWT8FFF4PMG5, 5712599]
[paragraph, [121.0, 643.0, 696.0, 36.0], shoonya_9sTWT8FFF4PMG5, 5712599]
[paragraph, [812.0, 505.0, 689.0, 36.0], LV2nXk8ulk, 5712599]
[paragraph, [812.0, 541.0, 689.0, 36.0], LV2nXk8ulk, 5712599]
[paragraph, [812.0, 577.0, 689.0, 36.0], LV2nXk8ulk, 5712599]
[paragraph, [822.0, 641.0, 660.0, 36.0], shoonya_7sAHWSTFHFUPUN, 5712599]
[paragraph, [822.0, 677.0, 660.0, 36.0], shoonya_7sAHWSTFHFUPUN, 5712599]
[paragraph, [822.0, 713.0, 660.0, 36.0], shoonya_7sAHWSTFHFUPUN, 5712599]
[paragraph, [822.0, 749.0, 660.0, 36.0], shoonya_7sAHWSTFHFUPUN, 5712599]
[paragraph, [142.0, 687.0, 671.0, 36.0], DrF0fR2yoT, 5712599]
[paragraph, [142.0, 723.0, 671.0, 36.0], DrF0fR2yoT, 5712599]
[paragraph, [142.0, 759.0, 671.0, 36.0], DrF0fR2yoT, 5712599]
[paragraph, [142.0, 795.0, 671.0, 36.0], DrF0fR2yoT, 5712599]
[paragraph, [142.0, 831.0, 671.0, 36.0], DrF0fR2yoT, 5712599]
[paragraph, [142.0, 867.0, 671.0, 36.0], DrF0fR2yoT, 5712599]
[paragraph, [811.0, 810.0, 690.0, 36.0], Qnv0dUIDlD, 5712599]
[paragraph, [811.0, 846.0, 690.0, 36.0], Qnv0dUIDlD, 5712599]
[paragraph, [811.0, 882.0, 690.0, 36.0], Qnv0dUIDlD, 5712599]
[paragraph, [811.0, 918.0, 690.0, 36.0], Qnv0dUIDlD, 5712599]
[paragraph, [811.0, 954.0, 690.0, 36.0], Qnv0dUIDlD, 5712599]
[paragraph, [811.0, 990.0, 690.0, 36.0], Qnv0dUIDlD, 5712599]
[paragraph, [126.0, 913.0, 688.0, 36.0], shoonya_11sUG5O421A3Z0, 5712599]
[paragraph, [126.0, 949.0, 688.0, 36.0], shoonya_11sUG5O421A3Z0, 5712599]
[paragraph, [136.0, 1015.0, 678.0, 36.0], RLy5uPm_a_, 5712599]
[paragraph, [136.0, 1051.0, 678.0, 36.0], RLy5uPm_a_, 5712599]
[paragraph, [136.0, 1087.0, 678.0, 36.0], RLy5uPm_a_, 5712599]
[paragraph, [136.0, 1123.0, 678.0, 36.0], RLy5uPm_a_, 5712599]
[paragraph, [136.0, 1159.0, 678.0, 36.0], RLy5uPm_a_, 5712599]
[paragraph, [136.0, 1195.0, 678.0, 36.0], RLy5uPm_a_, 5712599]
[paragraph, [136.0, 1231.0, 678.0, 36.0], RLy5uPm_a_, 5712599]
[paragraph, [136.0, 1267.0, 678.0, 36.0], RLy5uPm_a_, 5712599]
[paragraph, [824.0, 1041.0, 673.0, 36.0], shoonya_2sQAFO8G58WMIW, 5712599]
[paragraph, [824.0, 1077.0, 673.0, 36.0], shoonya_2sQAFO8G58WMIW, 5712599]
[paragraph, [824.0, 1113.0, 673.0, 36.0], shoonya_2sQAFO8G58WMIW, 5712599]
[paragraph, [824.0, 1149.0, 673.0, 36.0], shoonya_2sQAFO8G58WMIW, 5712599]
[paragraph, [824.0, 1185.0, 673.0, 36.0], shoonya_2sQAFO8G58WMIW, 5712599]
[paragraph, [824.0, 1221.0, 673.0, 36.0], shoonya_2sQAFO8G58WMIW, 5712599]
[paragraph, [809.0, 1274.0, 696.0, 36.0], pHtT6ims1U, 5712599]
[paragraph, [809.0, 1310.0, 696.0, 36.0], pHtT6ims1U, 5712599]
[paragraph, [809.0, 1346.0, 696.0, 36.0], pHtT6ims1U, 5712599]
[paragraph, [809.0, 1382.0, 696.0, 36.0], pHtT6ims1U, 5712599]
[paragraph, [809.0, 1418.0, 696.0, 36.0], pHtT6ims1U, 5712599]
[paragraph, [809.0, 1454.0, 696.0, 36.0], pHtT6ims1U, 5712599]
[paragraph, [809.0, 1490.0, 696.0, 36.0], pHtT6ims1U, 5712599]
[paragraph, [809.0, 1526.0, 696.0, 36.0], pHtT6ims1U, 5712599]
[paragraph, [809.0, 1562.0, 696.0, 36.0], pHtT6ims1U, 5712599]
[paragraph, [809.0, 1598.0, 696.0, 36.0], pHtT6ims1U, 5712599]
[paragraph, [143.0, 1314.0, 663.0, 36.0], shoonya_0s7VU0Z312X931, 5712599]
[paragraph, [143.0, 1350.0, 663.0, 36.0], shoonya_0s7VU0Z312X931, 5712599]
[paragraph, [143.0, 1386.0, 663.0, 36.0], shoonya_0s7VU0Z312X931, 5712599]
[paragraph, [143.0, 1422.0, 663.0, 36.0], shoonya_0s7VU0Z312X931, 5712599]
[paragraph, [143.0, 1458.0, 663.0, 36.0], shoonya_0s7VU0Z312X931, 5712599]
[paragraph, [143.0, 1494.0, 663.0, 36.0], shoonya_0s7VU0Z312X931, 5712599]
[paragraph, [143.0, 1547.0, 660.0, 36.0], shoonya_1sO0BXURMW3JNU, 5712599]
[paragraph, [143.0, 1583.0, 660.0, 36.0], shoonya_1sO0BXURMW3JNU, 5712599]
[paragraph, [143.0, 1619.0, 660.0, 36.0], shoonya_1sO0BXURMW3JNU, 5712599]
[paragraph, [143.0, 1655.0, 660.0, 36.0], shoonya_1sO0BXURMW3JNU, 5712599]
[paragraph, [797.0, 1647.0, 692.0, 36.0], shoonya_6sSVL079Y9NCMP, 5712599]
[paragraph, [797.0, 1683.0, 692.0, 36.0], shoonya_6sSVL079Y9NCMP, 5712599]
[paragraph, [797.0, 1719.0, 692.0, 36.0], shoonya_6sSVL079Y9NCMP, 5712599]
[paragraph, [797.0, 1755.0, 692.0, 36.0], shoonya_6sSVL079Y9NCMP, 5712599]
[paragraph, [797.0, 1791.0, 692.0, 36.0], shoonya_6sSVL079Y9NCMP, 5712599]
[paragraph, [797.0, 1827.0, 692.0, 36.0], shoonya_6sSVL079Y9NCMP, 5712599]
[paragraph, [797.0, 1863.0, 692.0, 36.0], shoonya_6sSVL079Y9NCMP, 5712599]
[paragraph, [138.0, 1710.0, 667.0, 36.0], shoonya_3sYIU8MVTJX2D1, 5712599]
[paragraph, [138.0, 1746.0, 667.0, 36.0], shoonya_3sYIU8MVTJX2D1, 5712599]
[paragraph, [138.0, 1782.0, 667.0, 36.0], shoonya_3sYIU8MVTJX2D1, 5712599]
[paragraph, [138.0, 1818.0, 667.0, 36.0], shoonya_3sYIU8MVTJX2D1, 5712599]
[paragraph, [138.0, 1854.0, 667.0, 36.0], shoonya_3sYIU8MVTJX2D1, 5712599]
[paragraph, [140.0, 1909.0, 660.0, 36.0], shoonya_5sFZYETLLICNSC, 5712599]
