[842, 596]
[chapter-title, [177.0, 29.0, 174.0, 30.0], JpbpHwG1Gv, 5701285]
[section-title, [365.0, 87.0, 134.0, 30.0], Lqd9LxbxPc, 5701285]
[paragraph, [336.0, 123.0, 210.0, 18.0], shoonya_10s0H6HMFUT9J3, 5701285]
[paragraph, [336.0, 141.0, 210.0, 18.0], shoonya_10s0H6HMFUT9J3, 5701285]
[paragraph, [336.0, 159.0, 210.0, 18.0], shoonya_10s0H6HMFUT9J3, 5701285]
[paragraph, [336.0, 177.0, 210.0, 18.0], shoonya_10s0H6HMFUT9J3, 5701285]
[paragraph, [336.0, 202.0, 211.0, 18.0], shoonya_7sHT4SJHI6DZDR, 5701285]
[paragraph, [336.0, 220.0, 211.0, 18.0], shoonya_7sHT4SJHI6DZDR, 5701285]
[paragraph, [336.0, 238.0, 211.0, 18.0], shoonya_7sHT4SJHI6DZDR, 5701285]
[paragraph, [336.0, 256.0, 211.0, 18.0], shoonya_7sHT4SJHI6DZDR, 5701285]
[paragraph, [46.0, 301.0, 233.0, 18.0], shoonya_9sQU28R9G2HNKO, 5701285]
[paragraph, [46.0, 319.0, 233.0, 18.0], shoonya_9sQU28R9G2HNKO, 5701285]
[paragraph, [45.0, 355.0, 188.0, 18.0], peSW8qCpBt, 5701285]
[paragraph, [42.0, 385.0, 197.0, 18.0], qydxi0Dr1Z, 5701285]
[paragraph, [42.0, 413.0, 225.0, 18.0], CuyBXnfPX4, 5701285]
[paragraph, [42.0, 431.0, 225.0, 18.0], CuyBXnfPX4, 5701285]
[paragraph, [42.0, 449.0, 225.0, 18.0], CuyBXnfPX4, 5701285]
[paragraph, [336.0, 495.0, 211.0, 18.0], shoonya_2s2MPIAXP365FZ, 5701285]
[paragraph, [336.0, 513.0, 211.0, 18.0], shoonya_2s2MPIAXP365FZ, 5701285]
[paragraph, [336.0, 531.0, 211.0, 18.0], shoonya_2s2MPIAXP365FZ, 5701285]
[paragraph, [341.0, 554.0, 205.0, 18.0], shoonya_4sE20PXXPY52RB, 5701285]
[paragraph, [341.0, 572.0, 205.0, 18.0], shoonya_4sE20PXXPY52RB, 5701285]
[paragraph, [340.0, 611.0, 207.0, 18.0], shoonya_3sMXB9M4L8V0L6, 5701285]
[paragraph, [340.0, 629.0, 207.0, 18.0], shoonya_3sMXB9M4L8V0L6, 5701285]
[paragraph, [340.0, 647.0, 207.0, 18.0], shoonya_3sMXB9M4L8V0L6, 5701285]
[paragraph, [340.0, 665.0, 207.0, 18.0], shoonya_3sMXB9M4L8V0L6, 5701285]
[paragraph, [340.0, 683.0, 207.0, 18.0], shoonya_3sMXB9M4L8V0L6, 5701285]
