[1337, 839]
[folio, [364.0, 76.0, 123.0, 18.0], shoonya_0sIX51AWXSQAPP, 5770623]
[folio, [364.0, 94.0, 123.0, 18.0], shoonya_0sIX51AWXSQAPP, 5770623]
[paragraph, [71.0, 127.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 145.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 163.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 181.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 199.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 217.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 235.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 253.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 271.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 289.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 307.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 325.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 343.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 361.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 379.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 397.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 415.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 433.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 451.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 469.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 487.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 505.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 523.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 541.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [71.0, 559.0, 353.0, 18.0], f4OFQUiUiu, 5770623]
[paragraph, [426.0, 134.0, 343.0, 18.0], McglDZEAob, 5770623]
[paragraph, [426.0, 152.0, 343.0, 18.0], McglDZEAob, 5770623]
[paragraph, [426.0, 170.0, 343.0, 18.0], McglDZEAob, 5770623]
[paragraph, [426.0, 188.0, 343.0, 18.0], McglDZEAob, 5770623]
[paragraph, [426.0, 206.0, 343.0, 18.0], McglDZEAob, 5770623]
[paragraph, [426.0, 224.0, 343.0, 18.0], McglDZEAob, 5770623]
[paragraph, [426.0, 242.0, 343.0, 18.0], McglDZEAob, 5770623]
[paragraph, [426.0, 260.0, 343.0, 18.0], McglDZEAob, 5770623]
[paragraph, [426.0, 278.0, 343.0, 18.0], McglDZEAob, 5770623]
[paragraph, [426.0, 296.0, 343.0, 18.0], McglDZEAob, 5770623]
[paragraph, [426.0, 314.0, 343.0, 18.0], McglDZEAob, 5770623]
[paragraph, [426.0, 332.0, 343.0, 18.0], McglDZEAob, 5770623]
[paragraph, [429.0, 346.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 364.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 382.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 400.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 418.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 436.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 454.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 472.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 490.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 508.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 526.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 544.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 562.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 580.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 598.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 616.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 634.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 652.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 670.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 688.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 706.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 724.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 742.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 760.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 778.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 796.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 814.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 832.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 850.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 868.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 886.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 904.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 922.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 940.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 958.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 976.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 994.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 1012.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 1030.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 1048.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 1066.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 1084.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 1102.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 1120.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 1138.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 1156.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 1174.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 1192.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 1210.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [429.0, 1228.0, 329.0, 18.0], shoonya_1sMTJEL8EDW1LM, 5770623]
[paragraph, [65.0, 578.0, 361.0, 18.0], P-hiRKTut6, 5770623]
[paragraph, [65.0, 596.0, 361.0, 18.0], P-hiRKTut6, 5770623]
[paragraph, [65.0, 614.0, 361.0, 18.0], P-hiRKTut6, 5770623]
[paragraph, [65.0, 632.0, 361.0, 18.0], P-hiRKTut6, 5770623]
[paragraph, [65.0, 650.0, 361.0, 18.0], P-hiRKTut6, 5770623]
[paragraph, [65.0, 668.0, 361.0, 18.0], P-hiRKTut6, 5770623]
[paragraph, [65.0, 686.0, 361.0, 18.0], P-hiRKTut6, 5770623]
[paragraph, [65.0, 704.0, 361.0, 18.0], P-hiRKTut6, 5770623]
[paragraph, [99.0, 735.0, 227.0, 18.0], uJHt3xRtY7, 5770623]
[paragraph, [99.0, 753.0, 227.0, 18.0], uJHt3xRtY7, 5770623]
[paragraph, [99.0, 771.0, 227.0, 18.0], uJHt3xRtY7, 5770623]
[paragraph, [99.0, 789.0, 227.0, 18.0], uJHt3xRtY7, 5770623]
