[1806, 1262]
[folio, [285.0, 101.0, 811.0, 36.0], shoonya_5s7XZQPQQPOS3T, 5680289]
[paragraph, [84.0, 169.0, 528.0, 36.0], shoonya_1s73YYFAYRGLZU, 5680289]
[paragraph, [84.0, 205.0, 528.0, 36.0], shoonya_1s73YYFAYRGLZU, 5680289]
[paragraph, [84.0, 241.0, 528.0, 36.0], shoonya_1s73YYFAYRGLZU, 5680289]
[paragraph, [84.0, 277.0, 528.0, 36.0], shoonya_1s73YYFAYRGLZU, 5680289]
[paragraph, [84.0, 313.0, 528.0, 36.0], shoonya_1s73YYFAYRGLZU, 5680289]
[paragraph, [84.0, 349.0, 528.0, 36.0], shoonya_1s73YYFAYRGLZU, 5680289]
[paragraph, [84.0, 385.0, 528.0, 36.0], shoonya_1s73YYFAYRGLZU, 5680289]
[paragraph, [84.0, 421.0, 528.0, 36.0], shoonya_1s73YYFAYRGLZU, 5680289]
[paragraph, [84.0, 457.0, 528.0, 36.0], shoonya_1s73YYFAYRGLZU, 5680289]
[paragraph, [84.0, 493.0, 528.0, 36.0], shoonya_1s73YYFAYRGLZU, 5680289]
[paragraph, [84.0, 529.0, 528.0, 36.0], shoonya_1s73YYFAYRGLZU, 5680289]
[paragraph, [84.0, 565.0, 528.0, 36.0], shoonya_1s73YYFAYRGLZU, 5680289]
[paragraph, [84.0, 601.0, 528.0, 36.0], shoonya_1s73YYFAYRGLZU, 5680289]
[paragraph, [634.0, 174.0, 520.0, 36.0], fhIR1_ct5b, 5680289]
[paragraph, [634.0, 210.0, 520.0, 36.0], fhIR1_ct5b, 5680289]
[paragraph, [637.0, 258.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 294.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 330.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 366.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 402.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 438.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 474.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 510.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 546.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 582.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 618.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 654.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 690.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 726.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 762.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 798.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 834.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 870.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 906.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 942.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 978.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 1014.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 1050.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 1086.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 1122.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 1158.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 1194.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 1230.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 1266.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 1302.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 1338.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 1374.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 1410.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [637.0, 1446.0, 530.0, 36.0], shoonya_2s3MAH3Q8D2X47, 5680289]
[paragraph, [90.0, 667.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 703.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 739.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 775.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 811.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 847.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 883.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 919.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 955.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 991.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 1027.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 1063.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 1099.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 1135.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 1171.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 1207.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 1243.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 1279.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 1315.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 1351.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 1387.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 1423.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 1459.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 1495.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 1531.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 1567.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 1603.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 1639.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [90.0, 1675.0, 526.0, 36.0], shoonya_0s1Z8MZBXJ0J3F, 5680289]
[paragraph, [644.0, 1496.0, 521.0, 36.0], shoonya_3sMNMR3ZN3UNRN, 5680289]
