[515, 727]
[paragraph, [417.0, 25.0, 270.0, 18.0], 2_eVDY03JI, 6533287]
[paragraph, [417.0, 43.0, 270.0, 18.0], 2_eVDY03JI, 6533287]
[paragraph, [417.0, 61.0, 270.0, 18.0], 2_eVDY03JI, 6533287]
[paragraph, [417.0, 79.0, 270.0, 18.0], 2_eVDY03JI, 6533287]
[paragraph, [417.0, 97.0, 270.0, 18.0], 2_eVDY03JI, 6533287]
[folio, [137.0, 28.0, 113.0, 18.0], qAIOBlkZmG, 6533287]
[paragraph, [136.0, 51.0, 270.0, 18.0], b9Mug3b69m, 6533287]
[paragraph, [136.0, 69.0, 270.0, 18.0], b9Mug3b69m, 6533287]
[paragraph, [136.0, 87.0, 270.0, 18.0], b9Mug3b69m, 6533287]
[paragraph, [136.0, 105.0, 270.0, 18.0], b9Mug3b69m, 6533287]
[paragraph, [136.0, 123.0, 270.0, 18.0], b9Mug3b69m, 6533287]
[paragraph, [136.0, 141.0, 270.0, 18.0], b9Mug3b69m, 6533287]
[paragraph, [428.0, 129.0, 257.0, 18.0], shoonya_0sJVWTG33L39XI, 6533287]
[paragraph, [428.0, 147.0, 257.0, 18.0], shoonya_0sJVWTG33L39XI, 6533287]
[paragraph, [428.0, 165.0, 257.0, 18.0], shoonya_0sJVWTG33L39XI, 6533287]
[paragraph, [428.0, 183.0, 257.0, 18.0], shoonya_0sJVWTG33L39XI, 6533287]
[paragraph, [428.0, 201.0, 257.0, 18.0], shoonya_0sJVWTG33L39XI, 6533287]
[paragraph, [428.0, 219.0, 257.0, 18.0], shoonya_0sJVWTG33L39XI, 6533287]
[paragraph, [428.0, 237.0, 257.0, 18.0], shoonya_0sJVWTG33L39XI, 6533287]
[paragraph, [428.0, 255.0, 257.0, 18.0], shoonya_0sJVWTG33L39XI, 6533287]
[paragraph, [428.0, 273.0, 257.0, 18.0], shoonya_0sJVWTG33L39XI, 6533287]
[paragraph, [428.0, 291.0, 257.0, 18.0], shoonya_0sJVWTG33L39XI, 6533287]
[paragraph, [428.0, 309.0, 257.0, 18.0], shoonya_0sJVWTG33L39XI, 6533287]
[paragraph, [428.0, 327.0, 257.0, 18.0], shoonya_0sJVWTG33L39XI, 6533287]
[paragraph, [428.0, 345.0, 257.0, 18.0], shoonya_0sJVWTG33L39XI, 6533287]
[paragraph, [428.0, 363.0, 257.0, 18.0], shoonya_0sJVWTG33L39XI, 6533287]
[paragraph, [428.0, 381.0, 257.0, 18.0], shoonya_0sJVWTG33L39XI, 6533287]
[paragraph, [146.0, 202.0, 261.0, 18.0], w7JmM5TyGB, 6533287]
[paragraph, [146.0, 220.0, 261.0, 18.0], w7JmM5TyGB, 6533287]
[paragraph, [146.0, 238.0, 261.0, 18.0], w7JmM5TyGB, 6533287]
[paragraph, [146.0, 256.0, 261.0, 18.0], w7JmM5TyGB, 6533287]
[paragraph, [146.0, 274.0, 261.0, 18.0], w7JmM5TyGB, 6533287]
[paragraph, [146.0, 292.0, 261.0, 18.0], w7JmM5TyGB, 6533287]
[paragraph, [146.0, 310.0, 261.0, 18.0], w7JmM5TyGB, 6533287]
[paragraph, [146.0, 328.0, 261.0, 18.0], w7JmM5TyGB, 6533287]
[paragraph, [146.0, 346.0, 261.0, 18.0], w7JmM5TyGB, 6533287]
[paragraph, [146.0, 364.0, 261.0, 18.0], w7JmM5TyGB, 6533287]
[paragraph, [146.0, 382.0, 261.0, 18.0], w7JmM5TyGB, 6533287]
