[842, 596]
[website-link, [385.0, 27.0, 163.0, 18.0], p-GU1HuFWn, 6464468]
[folio, [48.0, 30.0, 119.0, 18.0], e8ZEGXjBCP, 6464468]
[paragraph, [111.0, 68.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 86.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 104.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 122.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 140.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 158.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 176.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 194.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 212.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 230.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 248.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 266.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 284.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 302.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 320.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 338.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 356.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 374.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 392.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 410.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 428.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 446.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 464.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 482.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 500.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 518.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 536.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 554.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 572.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 590.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 608.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 626.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 644.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 662.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 680.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 698.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 716.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
[paragraph, [111.0, 734.0, 383.0, 18.0], shoonya_1sE3KLQKV2SJWR, 6464468]
