[792, 612]
[chapter-title, [203.0, 27.0, 197.0, 30.0], tOEoyzq3Cj, 5656563]
[unordered-list, [10.0, 86.0, 394.0, 18.0], ni50cpT_m1, 5656563]
[unordered-list, [10.0, 104.0, 394.0, 18.0], ni50cpT_m1, 5656563]
[unordered-list, [10.0, 122.0, 394.0, 18.0], ni50cpT_m1, 5656563]
[unordered-list, [10.0, 140.0, 394.0, 18.0], ni50cpT_m1, 5656563]
[unordered-list, [10.0, 158.0, 394.0, 18.0], ni50cpT_m1, 5656563]
[unordered-list, [10.0, 176.0, 394.0, 18.0], ni50cpT_m1, 5656563]
[unordered-list, [10.0, 194.0, 394.0, 18.0], ni50cpT_m1, 5656563]
[unordered-list, [10.0, 212.0, 394.0, 18.0], ni50cpT_m1, 5656563]
[unordered-list, [10.0, 230.0, 394.0, 18.0], ni50cpT_m1, 5656563]
[unordered-list, [10.0, 248.0, 394.0, 18.0], ni50cpT_m1, 5656563]
[unordered-list, [10.0, 266.0, 394.0, 18.0], ni50cpT_m1, 5656563]
[section-title, [233.0, 319.0, 158.0, 30.0], vIlhwYyzUk, 5656563]
[sidebar, [27.0, 364.0, 199.0, 18.0], shoonya_0sKM4GYKI4WWOS, 5656563]
[sidebar, [27.0, 382.0, 199.0, 18.0], shoonya_0sKM4GYKI4WWOS, 5656563]
[sidebar, [27.0, 400.0, 199.0, 18.0], shoonya_0sKM4GYKI4WWOS, 5656563]
[sidebar, [27.0, 418.0, 199.0, 18.0], shoonya_0sKM4GYKI4WWOS, 5656563]
[sidebar, [27.0, 436.0, 199.0, 18.0], shoonya_0sKM4GYKI4WWOS, 5656563]
[sidebar, [27.0, 454.0, 199.0, 18.0], shoonya_0sKM4GYKI4WWOS, 5656563]
[sidebar, [27.0, 472.0, 199.0, 18.0], shoonya_0sKM4GYKI4WWOS, 5656563]
[sidebar, [27.0, 490.0, 199.0, 18.0], shoonya_0sKM4GYKI4WWOS, 5656563]
[sidebar, [399.0, 373.0, 190.0, 18.0], V776PWUrZP, 5656563]
[sidebar, [399.0, 391.0, 190.0, 18.0], V776PWUrZP, 5656563]
[sidebar, [399.0, 409.0, 190.0, 18.0], V776PWUrZP, 5656563]
[sidebar, [399.0, 427.0, 190.0, 18.0], V776PWUrZP, 5656563]
[sidebar, [399.0, 445.0, 190.0, 18.0], V776PWUrZP, 5656563]
[sidebar, [399.0, 463.0, 190.0, 18.0], V776PWUrZP, 5656563]
[sidebar, [399.0, 481.0, 190.0, 18.0], V776PWUrZP, 5656563]
[sidebar, [399.0, 499.0, 190.0, 18.0], V776PWUrZP, 5656563]
[contact-info, [362.0, 527.0, 221.0, 18.0], YeiY8RDP0I, 5656563]
[contact-info, [362.0, 545.0, 221.0, 18.0], YeiY8RDP0I, 5656563]
[contact-info, [362.0, 563.0, 221.0, 18.0], YeiY8RDP0I, 5656563]
[contact-info, [362.0, 581.0, 221.0, 18.0], YeiY8RDP0I, 5656563]
[contact-info, [362.0, 599.0, 221.0, 18.0], YeiY8RDP0I, 5656563]
[contact-info, [362.0, 617.0, 221.0, 18.0], YeiY8RDP0I, 5656563]
[contact-info, [16.0, 545.0, 210.0, 18.0], LupQKduJ6O, 5656563]
[contact-info, [16.0, 563.0, 210.0, 18.0], LupQKduJ6O, 5656563]
[contact-info, [16.0, 581.0, 210.0, 18.0], LupQKduJ6O, 5656563]
[contact-info, [16.0, 599.0, 210.0, 18.0], LupQKduJ6O, 5656563]
[contact-info, [16.0, 617.0, 210.0, 18.0], LupQKduJ6O, 5656563]
[paragraph, [111.0, 650.0, 121.0, 18.0], uCQCjHbaWL, 5656563]
[website-link, [233.0, 651.0, 267.0, 18.0], JhqJA-l7cO, 5656563]
[contact-info, [16.0, 686.0, 367.0, 18.0], DdGMmHao_b, 5656563]
[contact-info, [16.0, 704.0, 367.0, 18.0], DdGMmHao_b, 5656563]
[contact-info, [16.0, 722.0, 367.0, 18.0], DdGMmHao_b, 5656563]
[contact-info, [16.0, 740.0, 367.0, 18.0], DdGMmHao_b, 5656563]
[contact-info, [477.0, 696.0, 113.0, 18.0], hl-3YLNjMN, 5656563]
[contact-info, [477.0, 714.0, 113.0, 18.0], hl-3YLNjMN, 5656563]
[contact-info, [477.0, 732.0, 113.0, 18.0], hl-3YLNjMN, 5656563]
