[1625, 1211]
[section-title, [528.0, 186.0, 594.0, 49.5], l4TmEG4eLw, 5742077]
[paragraph, [72.0, 327.0, 349.0, 36.0], 2Uj-a4D8iE, 5742077]
[paragraph, [72.0, 363.0, 349.0, 36.0], 2Uj-a4D8iE, 5742077]
[paragraph, [72.0, 399.0, 349.0, 36.0], 2Uj-a4D8iE, 5742077]
[paragraph, [72.0, 435.0, 349.0, 36.0], 2Uj-a4D8iE, 5742077]
[paragraph, [72.0, 471.0, 349.0, 36.0], 2Uj-a4D8iE, 5742077]
[paragraph, [72.0, 507.0, 349.0, 36.0], 2Uj-a4D8iE, 5742077]
[paragraph, [72.0, 543.0, 349.0, 36.0], 2Uj-a4D8iE, 5742077]
[paragraph, [72.0, 579.0, 349.0, 36.0], 2Uj-a4D8iE, 5742077]
[paragraph, [72.0, 615.0, 349.0, 36.0], 2Uj-a4D8iE, 5742077]
[paragraph, [72.0, 651.0, 349.0, 36.0], 2Uj-a4D8iE, 5742077]
[paragraph, [72.0, 687.0, 349.0, 36.0], 2Uj-a4D8iE, 5742077]
[paragraph, [72.0, 723.0, 349.0, 36.0], 2Uj-a4D8iE, 5742077]
[paragraph, [72.0, 759.0, 349.0, 36.0], 2Uj-a4D8iE, 5742077]
[paragraph, [72.0, 795.0, 349.0, 36.0], 2Uj-a4D8iE, 5742077]
[paragraph, [72.0, 831.0, 349.0, 36.0], 2Uj-a4D8iE, 5742077]
[paragraph, [72.0, 867.0, 349.0, 36.0], 2Uj-a4D8iE, 5742077]
[paragraph, [72.0, 903.0, 349.0, 36.0], 2Uj-a4D8iE, 5742077]
[paragraph, [72.0, 939.0, 349.0, 36.0], 2Uj-a4D8iE, 5742077]
[paragraph, [72.0, 975.0, 349.0, 36.0], 2Uj-a4D8iE, 5742077]
[paragraph, [439.0, 339.0, 337.0, 36.0], shoonya_5sAHZM5YXKJWVS, 5742077]
[paragraph, [439.0, 375.0, 337.0, 36.0], shoonya_5sAHZM5YXKJWVS, 5742077]
[paragraph, [439.0, 411.0, 337.0, 36.0], shoonya_5sAHZM5YXKJWVS, 5742077]
[paragraph, [439.0, 447.0, 337.0, 36.0], shoonya_5sAHZM5YXKJWVS, 5742077]
[paragraph, [439.0, 483.0, 337.0, 36.0], shoonya_5sAHZM5YXKJWVS, 5742077]
[paragraph, [439.0, 519.0, 337.0, 36.0], shoonya_5sAHZM5YXKJWVS, 5742077]
[paragraph, [800.0, 339.0, 342.0, 36.0], shoonya_1sAHN5KKV2BMM2, 5742077]
[paragraph, [800.0, 375.0, 342.0, 36.0], shoonya_1sAHN5KKV2BMM2, 5742077]
[paragraph, [800.0, 411.0, 342.0, 36.0], shoonya_1sAHN5KKV2BMM2, 5742077]
[paragraph, [800.0, 447.0, 342.0, 36.0], shoonya_1sAHN5KKV2BMM2, 5742077]
[paragraph, [800.0, 483.0, 342.0, 36.0], shoonya_1sAHN5KKV2BMM2, 5742077]
[paragraph, [800.0, 519.0, 342.0, 36.0], shoonya_1sAHN5KKV2BMM2, 5742077]
[paragraph, [800.0, 555.0, 342.0, 36.0], shoonya_1sAHN5KKV2BMM2, 5742077]
[paragraph, [800.0, 591.0, 342.0, 36.0], shoonya_1sAHN5KKV2BMM2, 5742077]
[paragraph, [800.0, 627.0, 342.0, 36.0], shoonya_1sAHN5KKV2BMM2, 5742077]
[paragraph, [800.0, 663.0, 342.0, 36.0], shoonya_1sAHN5KKV2BMM2, 5742077]
[paragraph, [800.0, 699.0, 342.0, 36.0], shoonya_1sAHN5KKV2BMM2, 5742077]
[paragraph, [437.0, 600.0, 342.0, 36.0], shoonya_4sMDOND8NQPO31, 5742077]
[paragraph, [437.0, 636.0, 342.0, 36.0], shoonya_4sMDOND8NQPO31, 5742077]
[paragraph, [437.0, 672.0, 342.0, 36.0], shoonya_4sMDOND8NQPO31, 5742077]
[paragraph, [438.0, 736.0, 343.0, 36.0], -WFAPUMWAm, 5742077]
[paragraph, [438.0, 772.0, 343.0, 36.0], -WFAPUMWAm, 5742077]
[paragraph, [438.0, 808.0, 343.0, 36.0], -WFAPUMWAm, 5742077]
[paragraph, [438.0, 844.0, 343.0, 36.0], -WFAPUMWAm, 5742077]
[paragraph, [438.0, 880.0, 343.0, 36.0], -WFAPUMWAm, 5742077]
[paragraph, [438.0, 916.0, 343.0, 36.0], -WFAPUMWAm, 5742077]
[paragraph, [438.0, 952.0, 343.0, 36.0], -WFAPUMWAm, 5742077]
[paragraph, [438.0, 988.0, 343.0, 36.0], -WFAPUMWAm, 5742077]
[paragraph, [800.0, 759.0, 341.0, 36.0], shoonya_0sBCB9P9MODUHF, 5742077]
[paragraph, [800.0, 795.0, 341.0, 36.0], shoonya_0sBCB9P9MODUHF, 5742077]
[paragraph, [800.0, 831.0, 341.0, 36.0], shoonya_0sBCB9P9MODUHF, 5742077]
[paragraph, [800.0, 867.0, 341.0, 36.0], shoonya_0sBCB9P9MODUHF, 5742077]
[paragraph, [800.0, 903.0, 341.0, 36.0], shoonya_0sBCB9P9MODUHF, 5742077]
[paragraph, [800.0, 965.0, 341.0, 36.0], shoonya_3sLO4M4IFGHA35, 5742077]
[paragraph, [800.0, 1001.0, 341.0, 36.0], shoonya_3sLO4M4IFGHA35, 5742077]
[paragraph, [800.0, 1037.0, 341.0, 36.0], shoonya_3sLO4M4IFGHA35, 5742077]
[paragraph, [800.0, 1073.0, 341.0, 36.0], shoonya_3sLO4M4IFGHA35, 5742077]
[paragraph, [437.0, 1031.0, 345.0, 36.0], shoonya_7sP1UF03LLCVNK, 5742077]
[paragraph, [437.0, 1067.0, 345.0, 36.0], shoonya_7sP1UF03LLCVNK, 5742077]
[paragraph, [437.0, 1103.0, 345.0, 36.0], shoonya_7sP1UF03LLCVNK, 5742077]
[paragraph, [437.0, 1139.0, 345.0, 36.0], shoonya_7sP1UF03LLCVNK, 5742077]
[paragraph, [437.0, 1175.0, 345.0, 36.0], shoonya_7sP1UF03LLCVNK, 5742077]
[paragraph, [437.0, 1211.0, 345.0, 36.0], shoonya_7sP1UF03LLCVNK, 5742077]
[paragraph, [437.0, 1247.0, 345.0, 36.0], shoonya_7sP1UF03LLCVNK, 5742077]
[paragraph, [437.0, 1283.0, 345.0, 36.0], shoonya_7sP1UF03LLCVNK, 5742077]
[paragraph, [437.0, 1319.0, 345.0, 36.0], shoonya_7sP1UF03LLCVNK, 5742077]
[paragraph, [437.0, 1355.0, 345.0, 36.0], shoonya_7sP1UF03LLCVNK, 5742077]
[paragraph, [69.0, 1047.0, 346.0, 36.0], UkbrzDEgfr, 5742077]
[paragraph, [69.0, 1083.0, 346.0, 36.0], UkbrzDEgfr, 5742077]
[paragraph, [69.0, 1119.0, 346.0, 36.0], UkbrzDEgfr, 5742077]
[paragraph, [69.0, 1155.0, 346.0, 36.0], UkbrzDEgfr, 5742077]
[paragraph, [69.0, 1191.0, 346.0, 36.0], UkbrzDEgfr, 5742077]
[paragraph, [69.0, 1227.0, 346.0, 36.0], UkbrzDEgfr, 5742077]
[paragraph, [69.0, 1263.0, 346.0, 36.0], UkbrzDEgfr, 5742077]
