[1289, 831]
[folio, [94.0, 109.0, 103.0, 18.0], JiiTueMJwb, 5774085]
[headline, [601.0, 192.0, 146.0, 25.5], 0McRILfbtu, 5774085]
[headline, [601.0, 217.5, 146.0, 25.5], 0McRILfbtu, 5774085]
[unordered-list, [72.0, 287.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 305.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 323.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 341.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 359.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 377.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 395.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 413.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 431.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 449.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 467.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 485.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 503.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 521.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 539.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 557.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 575.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 593.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 611.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 629.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 647.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 665.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 683.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 701.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 719.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 737.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 755.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 773.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 791.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 809.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 827.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 845.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 863.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 881.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 899.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 917.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 935.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 953.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 971.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 989.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 1007.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 1025.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 1043.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 1061.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 1079.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 1097.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 1115.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[unordered-list, [72.0, 1133.0, 702.0, 18.0], Y6JopEUQDv, 5774085]
[section-title, [89.0, 316.0, 103.0, 30.0], mjonPuozLF, 5774085]
[ordered-list, [85.0, 359.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[ordered-list, [85.0, 377.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[ordered-list, [85.0, 395.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[ordered-list, [85.0, 413.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[ordered-list, [85.0, 431.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[ordered-list, [85.0, 449.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[ordered-list, [85.0, 467.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[ordered-list, [85.0, 485.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[ordered-list, [85.0, 503.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[ordered-list, [85.0, 521.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[ordered-list, [85.0, 539.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[ordered-list, [85.0, 557.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[ordered-list, [85.0, 575.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[ordered-list, [85.0, 593.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[ordered-list, [85.0, 611.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[ordered-list, [85.0, 629.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[ordered-list, [85.0, 647.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[ordered-list, [85.0, 665.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[ordered-list, [85.0, 683.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[ordered-list, [85.0, 701.0, 675.0, 18.0], shoonya_0sTVM3TU2KGGHT, 5774085]
[section-title, [89.0, 744.0, 122.0, 30.0], sPb7gbOY2R, 5774085]
[ordered-list, [84.0, 791.0, 676.0, 18.0], qVNh3A_krv, 5774085]
[ordered-list, [84.0, 809.0, 676.0, 18.0], qVNh3A_krv, 5774085]
[ordered-list, [84.0, 827.0, 676.0, 18.0], qVNh3A_krv, 5774085]
[ordered-list, [84.0, 845.0, 676.0, 18.0], qVNh3A_krv, 5774085]
[ordered-list, [84.0, 863.0, 676.0, 18.0], qVNh3A_krv, 5774085]
[ordered-list, [84.0, 881.0, 676.0, 18.0], qVNh3A_krv, 5774085]
[ordered-list, [84.0, 899.0, 676.0, 18.0], qVNh3A_krv, 5774085]
[ordered-list, [84.0, 917.0, 676.0, 18.0], qVNh3A_krv, 5774085]
[ordered-list, [84.0, 935.0, 676.0, 18.0], qVNh3A_krv, 5774085]
[ordered-list, [84.0, 953.0, 676.0, 18.0], qVNh3A_krv, 5774085]
[ordered-list, [84.0, 971.0, 676.0, 18.0], qVNh3A_krv, 5774085]
[ordered-list, [84.0, 989.0, 676.0, 18.0], qVNh3A_krv, 5774085]
[ordered-list, [84.0, 1007.0, 676.0, 18.0], qVNh3A_krv, 5774085]
[ordered-list, [84.0, 1025.0, 676.0, 18.0], qVNh3A_krv, 5774085]
[ordered-list, [84.0, 1043.0, 676.0, 18.0], qVNh3A_krv, 5774085]
[ordered-list, [84.0, 1061.0, 676.0, 18.0], qVNh3A_krv, 5774085]
[ordered-list, [84.0, 1079.0, 676.0, 18.0], qVNh3A_krv, 5774085]
[ordered-list, [84.0, 1097.0, 676.0, 18.0], qVNh3A_krv, 5774085]
[ordered-list, [84.0, 1115.0, 676.0, 18.0], qVNh3A_krv, 5774085]
