[1875, 1200]
[folio, [310.0, 211.0, 723.0, 36.0], JPiuZN0FpQ, 5710924]
[paragraph, [220.0, 282.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 318.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 354.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 390.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 426.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 462.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 498.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 534.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 570.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 606.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 642.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 678.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 714.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 750.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 786.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 822.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 858.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 894.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 930.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 966.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 1002.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 1038.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 1074.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 1110.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 1146.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 1182.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [220.0, 1218.0, 822.0, 36.0], shoonya_0sH5YX27IBFGQC, 5710924]
[paragraph, [218.0, 1274.0, 822.0, 36.0], shoonya_2s5WLZNC02HGAG, 5710924]
[paragraph, [218.0, 1310.0, 822.0, 36.0], shoonya_2s5WLZNC02HGAG, 5710924]
[paragraph, [218.0, 1346.0, 822.0, 36.0], shoonya_2s5WLZNC02HGAG, 5710924]
[paragraph, [218.0, 1382.0, 822.0, 36.0], shoonya_2s5WLZNC02HGAG, 5710924]
[paragraph, [218.0, 1418.0, 822.0, 36.0], shoonya_2s5WLZNC02HGAG, 5710924]
[paragraph, [218.0, 1454.0, 822.0, 36.0], shoonya_2s5WLZNC02HGAG, 5710924]
[paragraph, [218.0, 1490.0, 822.0, 36.0], shoonya_2s5WLZNC02HGAG, 5710924]
[paragraph, [218.0, 1526.0, 822.0, 36.0], shoonya_2s5WLZNC02HGAG, 5710924]
[paragraph, [218.0, 1562.0, 822.0, 36.0], shoonya_2s5WLZNC02HGAG, 5710924]
