[2339, 1656]
[paragraph, [179.0, 186.0, 1287.0, 36.0], shoonya_1s93W8NAZMPZ26, 5731342]
[paragraph, [179.0, 222.0, 1287.0, 36.0], shoonya_1s93W8NAZMPZ26, 5731342]
[paragraph, [179.0, 258.0, 1287.0, 36.0], shoonya_1s93W8NAZMPZ26, 5731342]
[paragraph, [179.0, 294.0, 1287.0, 36.0], shoonya_1s93W8NAZMPZ26, 5731342]
[paragraph, [179.0, 330.0, 1287.0, 36.0], shoonya_1s93W8NAZMPZ26, 5731342]
[paragraph, [179.0, 366.0, 1287.0, 36.0], shoonya_1s93W8NAZMPZ26, 5731342]
[paragraph, [179.0, 402.0, 1287.0, 36.0], shoonya_1s93W8NAZMPZ26, 5731342]
[paragraph, [179.0, 438.0, 1287.0, 36.0], shoonya_1s93W8NAZMPZ26, 5731342]
[paragraph, [179.0, 474.0, 1287.0, 36.0], shoonya_1s93W8NAZMPZ26, 5731342]
[paragraph, [179.0, 510.0, 1287.0, 36.0], shoonya_1s93W8NAZMPZ26, 5731342]
[paragraph, [179.0, 546.0, 1287.0, 36.0], shoonya_1s93W8NAZMPZ26, 5731342]
[paragraph, [179.0, 582.0, 1287.0, 36.0], shoonya_1s93W8NAZMPZ26, 5731342]
[paragraph, [179.0, 618.0, 1287.0, 36.0], shoonya_1s93W8NAZMPZ26, 5731342]
[paragraph, [179.0, 654.0, 1287.0, 36.0], shoonya_1s93W8NAZMPZ26, 5731342]
[paragraph, [179.0, 690.0, 1287.0, 36.0], shoonya_1s93W8NAZMPZ26, 5731342]
[paragraph, [184.0, 766.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 802.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 838.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 874.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 910.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 946.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 982.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1018.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1054.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1090.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1126.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1162.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1198.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1234.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1270.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1306.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1342.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1378.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1414.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1450.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1486.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1522.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1558.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1594.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1630.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1666.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1702.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1738.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1774.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1810.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [184.0, 1846.0, 1297.0, 36.0], shoonya_0sGWCPQFLGI1RI, 5731342]
[paragraph, [186.0, 1916.0, 1283.0, 36.0], shoonya_2sC1WO7X3NJG4F, 5731342]
[paragraph, [186.0, 1952.0, 1283.0, 36.0], shoonya_2sC1WO7X3NJG4F, 5731342]
[paragraph, [186.0, 1988.0, 1283.0, 36.0], shoonya_2sC1WO7X3NJG4F, 5731342]
[paragraph, [186.0, 2024.0, 1283.0, 36.0], shoonya_2sC1WO7X3NJG4F, 5731342]
[paragraph, [186.0, 2060.0, 1283.0, 36.0], shoonya_2sC1WO7X3NJG4F, 5731342]
