[1388, 886]
[folio, [289.0, 97.0, 275.0, 18.0], shoonya_2s28XZFLLWNT6Z, 5742984]
[folio, [289.0, 115.0, 275.0, 18.0], shoonya_2s28XZFLLWNT6Z, 5742984]
[section-title, [342.0, 183.0, 140.0, 30.0], iotmD1CIgy, 5742984]
[paragraph, [27.0, 238.0, 409.0, 18.0], shoonya_1sG4QU21H69L3C, 5742984]
[paragraph, [27.0, 256.0, 409.0, 18.0], shoonya_1sG4QU21H69L3C, 5742984]
[paragraph, [27.0, 274.0, 409.0, 18.0], shoonya_1sG4QU21H69L3C, 5742984]
[paragraph, [27.0, 292.0, 409.0, 18.0], shoonya_1sG4QU21H69L3C, 5742984]
[paragraph, [448.0, 242.0, 396.0, 18.0], FwaePgQRkx, 5742984]
[paragraph, [448.0, 260.0, 396.0, 18.0], FwaePgQRkx, 5742984]
[paragraph, [448.0, 278.0, 396.0, 18.0], FwaePgQRkx, 5742984]
[paragraph, [448.0, 296.0, 396.0, 18.0], FwaePgQRkx, 5742984]
[paragraph, [448.0, 314.0, 396.0, 18.0], FwaePgQRkx, 5742984]
[paragraph, [448.0, 332.0, 396.0, 18.0], FwaePgQRkx, 5742984]
[paragraph, [448.0, 350.0, 396.0, 18.0], FwaePgQRkx, 5742984]
[paragraph, [448.0, 368.0, 396.0, 18.0], FwaePgQRkx, 5742984]
[paragraph, [448.0, 386.0, 396.0, 18.0], FwaePgQRkx, 5742984]
[paragraph, [448.0, 404.0, 396.0, 18.0], FwaePgQRkx, 5742984]
[paragraph, [448.0, 422.0, 396.0, 18.0], FwaePgQRkx, 5742984]
[paragraph, [448.0, 440.0, 396.0, 18.0], FwaePgQRkx, 5742984]
[paragraph, [448.0, 458.0, 396.0, 18.0], FwaePgQRkx, 5742984]
[paragraph, [448.0, 476.0, 396.0, 18.0], FwaePgQRkx, 5742984]
[paragraph, [448.0, 494.0, 396.0, 18.0], FwaePgQRkx, 5742984]
[paragraph, [448.0, 512.0, 396.0, 18.0], FwaePgQRkx, 5742984]
[paragraph, [448.0, 530.0, 396.0, 18.0], FwaePgQRkx, 5742984]
[paragraph, [448.0, 548.0, 396.0, 18.0], FwaePgQRkx, 5742984]
[paragraph, [448.0, 566.0, 396.0, 18.0], FwaePgQRkx, 5742984]
[paragraph, [27.0, 336.0, 407.0, 18.0], EJSlJSaVD5, 5742984]
[paragraph, [27.0, 354.0, 407.0, 18.0], EJSlJSaVD5, 5742984]
[paragraph, [27.0, 372.0, 407.0, 18.0], EJSlJSaVD5, 5742984]
[paragraph, [27.0, 390.0, 407.0, 18.0], EJSlJSaVD5, 5742984]
[paragraph, [27.0, 408.0, 407.0, 18.0], EJSlJSaVD5, 5742984]
[paragraph, [25.0, 443.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 461.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 479.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 497.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 515.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 533.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 551.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 569.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 587.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 605.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 623.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 641.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 659.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 677.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 695.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 713.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 731.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 749.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 767.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 785.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 803.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 821.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 839.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 857.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [25.0, 875.0, 410.0, 18.0], Sun120P0wx, 5742984]
[paragraph, [453.0, 614.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 632.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 650.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 668.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 686.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 704.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 722.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 740.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 758.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 776.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 794.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
[paragraph, [453.0, 812.0, 400.0, 18.0], shoonya_0s9HKLYZUAY4MB, 5742984]
