[1468, 909]
[folio, [377.0, 72.0, 191.0, 18.0], pcMDOynrvk, 5770052]
[folio, [377.0, 90.0, 191.0, 18.0], pcMDOynrvk, 5770052]
[paragraph, [460.0, 138.0, 375.0, 18.0], LdC9LfBgU-, 5770052]
[paragraph, [460.0, 156.0, 375.0, 18.0], LdC9LfBgU-, 5770052]
[paragraph, [460.0, 174.0, 375.0, 18.0], LdC9LfBgU-, 5770052]
[paragraph, [460.0, 192.0, 375.0, 18.0], LdC9LfBgU-, 5770052]
[paragraph, [460.0, 210.0, 375.0, 18.0], LdC9LfBgU-, 5770052]
[paragraph, [460.0, 228.0, 375.0, 18.0], LdC9LfBgU-, 5770052]
[paragraph, [460.0, 246.0, 375.0, 18.0], LdC9LfBgU-, 5770052]
[paragraph, [460.0, 264.0, 375.0, 18.0], LdC9LfBgU-, 5770052]
[paragraph, [460.0, 282.0, 375.0, 18.0], LdC9LfBgU-, 5770052]
[paragraph, [460.0, 300.0, 375.0, 18.0], LdC9LfBgU-, 5770052]
[paragraph, [460.0, 318.0, 375.0, 18.0], LdC9LfBgU-, 5770052]
[paragraph, [460.0, 336.0, 375.0, 18.0], LdC9LfBgU-, 5770052]
[paragraph, [460.0, 354.0, 375.0, 18.0], LdC9LfBgU-, 5770052]
[paragraph, [460.0, 372.0, 375.0, 18.0], LdC9LfBgU-, 5770052]
[paragraph, [75.0, 146.0, 370.0, 18.0], shoonya_0sFD05460Z6DQA, 5770052]
[paragraph, [71.0, 171.0, 380.0, 18.0], shoonya_2s8WQ0CF71MFS5, 5770052]
[paragraph, [71.0, 189.0, 380.0, 18.0], shoonya_2s8WQ0CF71MFS5, 5770052]
[paragraph, [71.0, 207.0, 380.0, 18.0], shoonya_2s8WQ0CF71MFS5, 5770052]
[paragraph, [71.0, 225.0, 380.0, 18.0], shoonya_2s8WQ0CF71MFS5, 5770052]
[paragraph, [71.0, 243.0, 380.0, 18.0], shoonya_2s8WQ0CF71MFS5, 5770052]
[paragraph, [71.0, 261.0, 380.0, 18.0], shoonya_2s8WQ0CF71MFS5, 5770052]
[paragraph, [71.0, 279.0, 380.0, 18.0], shoonya_2s8WQ0CF71MFS5, 5770052]
[paragraph, [71.0, 297.0, 380.0, 18.0], shoonya_2s8WQ0CF71MFS5, 5770052]
[paragraph, [71.0, 315.0, 380.0, 18.0], shoonya_2s8WQ0CF71MFS5, 5770052]
[paragraph, [71.0, 333.0, 380.0, 18.0], shoonya_2s8WQ0CF71MFS5, 5770052]
[paragraph, [71.0, 351.0, 380.0, 18.0], shoonya_2s8WQ0CF71MFS5, 5770052]
[paragraph, [77.0, 378.0, 374.0, 18.0], hT5sWgL1n4, 5770052]
[paragraph, [77.0, 396.0, 374.0, 18.0], hT5sWgL1n4, 5770052]
[paragraph, [77.0, 414.0, 374.0, 18.0], hT5sWgL1n4, 5770052]
[paragraph, [77.0, 432.0, 374.0, 18.0], hT5sWgL1n4, 5770052]
[paragraph, [77.0, 450.0, 374.0, 18.0], hT5sWgL1n4, 5770052]
[paragraph, [77.0, 468.0, 374.0, 18.0], hT5sWgL1n4, 5770052]
[paragraph, [77.0, 486.0, 374.0, 18.0], hT5sWgL1n4, 5770052]
[paragraph, [77.0, 504.0, 374.0, 18.0], hT5sWgL1n4, 5770052]
[paragraph, [77.0, 522.0, 374.0, 18.0], hT5sWgL1n4, 5770052]
[paragraph, [77.0, 540.0, 374.0, 18.0], hT5sWgL1n4, 5770052]
[paragraph, [77.0, 558.0, 374.0, 18.0], hT5sWgL1n4, 5770052]
[paragraph, [461.0, 400.0, 375.0, 18.0], shoonya_3sRRTQ2W0DJKRA, 5770052]
[paragraph, [461.0, 418.0, 375.0, 18.0], shoonya_3sRRTQ2W0DJKRA, 5770052]
[paragraph, [461.0, 436.0, 375.0, 18.0], shoonya_3sRRTQ2W0DJKRA, 5770052]
[paragraph, [461.0, 454.0, 375.0, 18.0], shoonya_3sRRTQ2W0DJKRA, 5770052]
[paragraph, [461.0, 472.0, 375.0, 18.0], shoonya_3sRRTQ2W0DJKRA, 5770052]
[paragraph, [461.0, 490.0, 375.0, 18.0], shoonya_3sRRTQ2W0DJKRA, 5770052]
[paragraph, [461.0, 508.0, 375.0, 18.0], shoonya_3sRRTQ2W0DJKRA, 5770052]
[paragraph, [461.0, 526.0, 375.0, 18.0], shoonya_3sRRTQ2W0DJKRA, 5770052]
[paragraph, [461.0, 544.0, 375.0, 18.0], shoonya_3sRRTQ2W0DJKRA, 5770052]
[paragraph, [461.0, 562.0, 375.0, 18.0], shoonya_3sRRTQ2W0DJKRA, 5770052]
[paragraph, [461.0, 580.0, 375.0, 18.0], shoonya_3sRRTQ2W0DJKRA, 5770052]
[paragraph, [461.0, 598.0, 375.0, 18.0], shoonya_3sRRTQ2W0DJKRA, 5770052]
[paragraph, [461.0, 616.0, 375.0, 18.0], shoonya_3sRRTQ2W0DJKRA, 5770052]
[paragraph, [461.0, 634.0, 375.0, 18.0], shoonya_3sRRTQ2W0DJKRA, 5770052]
[paragraph, [79.0, 576.0, 375.0, 18.0], OicrY5nPkG, 5770052]
[paragraph, [79.0, 594.0, 375.0, 18.0], OicrY5nPkG, 5770052]
[paragraph, [79.0, 612.0, 375.0, 18.0], OicrY5nPkG, 5770052]
[paragraph, [79.0, 630.0, 375.0, 18.0], OicrY5nPkG, 5770052]
[paragraph, [79.0, 648.0, 375.0, 18.0], OicrY5nPkG, 5770052]
[paragraph, [79.0, 666.0, 375.0, 18.0], OicrY5nPkG, 5770052]
[paragraph, [79.0, 684.0, 375.0, 18.0], OicrY5nPkG, 5770052]
[paragraph, [79.0, 702.0, 375.0, 18.0], OicrY5nPkG, 5770052]
[paragraph, [79.0, 720.0, 375.0, 18.0], OicrY5nPkG, 5770052]
[paragraph, [79.0, 738.0, 375.0, 18.0], OicrY5nPkG, 5770052]
[paragraph, [79.0, 756.0, 375.0, 18.0], OicrY5nPkG, 5770052]
[paragraph, [462.0, 663.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 681.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 699.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 717.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 735.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 753.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 771.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 789.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 807.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 825.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 843.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 861.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 879.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 897.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 915.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 933.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 951.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 969.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 987.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 1005.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 1023.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 1041.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 1059.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[paragraph, [462.0, 1077.0, 380.0, 18.0], IOSN2DMiKS, 5770052]
[section-title, [76.0, 773.0, 212.0, 30.0], 1g6pQvMZ9O, 5770052]
[paragraph, [72.0, 809.0, 383.0, 18.0], AbxvPRY--r, 5770052]
[paragraph, [72.0, 827.0, 383.0, 18.0], AbxvPRY--r, 5770052]
[paragraph, [72.0, 845.0, 383.0, 18.0], AbxvPRY--r, 5770052]
[paragraph, [72.0, 863.0, 383.0, 18.0], AbxvPRY--r, 5770052]
[paragraph, [72.0, 881.0, 383.0, 18.0], AbxvPRY--r, 5770052]
[paragraph, [72.0, 899.0, 383.0, 18.0], AbxvPRY--r, 5770052]
[paragraph, [74.0, 922.0, 387.0, 18.0], ZYihzhVllN, 5770052]
[paragraph, [74.0, 940.0, 387.0, 18.0], ZYihzhVllN, 5770052]
[paragraph, [74.0, 958.0, 387.0, 18.0], ZYihzhVllN, 5770052]
[paragraph, [74.0, 976.0, 387.0, 18.0], ZYihzhVllN, 5770052]
[paragraph, [74.0, 994.0, 387.0, 18.0], ZYihzhVllN, 5770052]
[paragraph, [74.0, 1012.0, 387.0, 18.0], ZYihzhVllN, 5770052]
[paragraph, [74.0, 1030.0, 387.0, 18.0], ZYihzhVllN, 5770052]
[paragraph, [74.0, 1048.0, 387.0, 18.0], ZYihzhVllN, 5770052]
[paragraph, [74.0, 1066.0, 387.0, 18.0], ZYihzhVllN, 5770052]
[paragraph, [74.0, 1084.0, 387.0, 18.0], ZYihzhVllN, 5770052]
[paragraph, [74.0, 1102.0, 387.0, 18.0], ZYihzhVllN, 5770052]
[paragraph, [74.0, 1120.0, 387.0, 18.0], ZYihzhVllN, 5770052]
[paragraph, [74.0, 1138.0, 387.0, 18.0], ZYihzhVllN, 5770052]
[paragraph, [467.0, 1120.0, 377.0, 18.0], shoonya_1sMHQGCPZ5DU48, 5770052]
[paragraph, [467.0, 1138.0, 377.0, 18.0], shoonya_1sMHQGCPZ5DU48, 5770052]
[paragraph, [467.0, 1156.0, 377.0, 18.0], shoonya_1sMHQGCPZ5DU48, 5770052]
[paragraph, [467.0, 1174.0, 377.0, 18.0], shoonya_1sMHQGCPZ5DU48, 5770052]
[paragraph, [467.0, 1192.0, 377.0, 18.0], shoonya_1sMHQGCPZ5DU48, 5770052]
[paragraph, [467.0, 1210.0, 377.0, 18.0], shoonya_1sMHQGCPZ5DU48, 5770052]
[paragraph, [467.0, 1228.0, 377.0, 18.0], shoonya_1sMHQGCPZ5DU48, 5770052]
[paragraph, [467.0, 1246.0, 377.0, 18.0], shoonya_1sMHQGCPZ5DU48, 5770052]
[paragraph, [467.0, 1264.0, 377.0, 18.0], shoonya_1sMHQGCPZ5DU48, 5770052]
[paragraph, [467.0, 1282.0, 377.0, 18.0], shoonya_1sMHQGCPZ5DU48, 5770052]
[paragraph, [467.0, 1300.0, 377.0, 18.0], shoonya_1sMHQGCPZ5DU48, 5770052]
[paragraph, [76.0, 1155.0, 386.0, 18.0], s1oazU_Oi7, 5770052]
[paragraph, [76.0, 1173.0, 386.0, 18.0], s1oazU_Oi7, 5770052]
[paragraph, [76.0, 1191.0, 386.0, 18.0], s1oazU_Oi7, 5770052]
[paragraph, [76.0, 1209.0, 386.0, 18.0], s1oazU_Oi7, 5770052]
