[1650, 1275]
[ordered-list, [98.0, 143.0, 1058.0, 36.0], VdKCKTW1qd, 6475624]
[ordered-list, [98.0, 179.0, 1058.0, 36.0], VdKCKTW1qd, 6475624]
[ordered-list, [98.0, 215.0, 1058.0, 36.0], VdKCKTW1qd, 6475624]
[ordered-list, [98.0, 251.0, 1058.0, 36.0], VdKCKTW1qd, 6475624]
[ordered-list, [98.0, 287.0, 1058.0, 36.0], VdKCKTW1qd, 6475624]
[ordered-list, [98.0, 323.0, 1058.0, 36.0], VdKCKTW1qd, 6475624]
[ordered-list, [98.0, 359.0, 1058.0, 36.0], VdKCKTW1qd, 6475624]
[ordered-list, [98.0, 395.0, 1058.0, 36.0], VdKCKTW1qd, 6475624]
[ordered-list, [98.0, 431.0, 1058.0, 36.0], VdKCKTW1qd, 6475624]
[ordered-list, [98.0, 467.0, 1058.0, 36.0], VdKCKTW1qd, 6475624]
[ordered-list, [98.0, 503.0, 1058.0, 36.0], VdKCKTW1qd, 6475624]
[ordered-list, [98.0, 539.0, 1058.0, 36.0], VdKCKTW1qd, 6475624]
[ordered-list, [98.0, 575.0, 1058.0, 36.0], VdKCKTW1qd, 6475624]
[ordered-list, [98.0, 611.0, 1058.0, 36.0], VdKCKTW1qd, 6475624]
[ordered-list, [98.0, 647.0, 1058.0, 36.0], VdKCKTW1qd, 6475624]
[sub-ordered-list, [180.0, 267.0, 953.0, 36.0], z2201PENSB, 6475624]
[sub-ordered-list, [180.0, 303.0, 953.0, 36.0], z2201PENSB, 6475624]
[sub-ordered-list, [180.0, 339.0, 953.0, 36.0], z2201PENSB, 6475624]
[sub-ordered-list, [180.0, 375.0, 953.0, 36.0], z2201PENSB, 6475624]
[sub-ordered-list, [180.0, 411.0, 953.0, 36.0], z2201PENSB, 6475624]
[sub-ordered-list, [180.0, 447.0, 953.0, 36.0], z2201PENSB, 6475624]
[sub-ordered-list, [180.0, 483.0, 953.0, 36.0], z2201PENSB, 6475624]
[sub-ordered-list, [180.0, 519.0, 953.0, 36.0], z2201PENSB, 6475624]
[sub-ordered-list, [180.0, 555.0, 953.0, 36.0], z2201PENSB, 6475624]
[sub-ordered-list, [180.0, 591.0, 953.0, 36.0], z2201PENSB, 6475624]
[sub-ordered-list, [180.0, 627.0, 953.0, 36.0], z2201PENSB, 6475624]
[sub-section-title, [277.0, 764.0, 715.0, 36.0], 7ApCfk5gCg, 6475624]
[ordered-list, [96.0, 826.0, 1054.0, 36.0], QBzSydE3PO, 6475624]
[ordered-list, [96.0, 862.0, 1054.0, 36.0], QBzSydE3PO, 6475624]
[ordered-list, [96.0, 898.0, 1054.0, 36.0], QBzSydE3PO, 6475624]
[ordered-list, [96.0, 934.0, 1054.0, 36.0], QBzSydE3PO, 6475624]
[ordered-list, [96.0, 970.0, 1054.0, 36.0], QBzSydE3PO, 6475624]
[ordered-list, [96.0, 1006.0, 1054.0, 36.0], QBzSydE3PO, 6475624]
[ordered-list, [96.0, 1042.0, 1054.0, 36.0], QBzSydE3PO, 6475624]
[ordered-list, [96.0, 1078.0, 1054.0, 36.0], QBzSydE3PO, 6475624]
[ordered-list, [96.0, 1114.0, 1054.0, 36.0], QBzSydE3PO, 6475624]
[ordered-list, [96.0, 1150.0, 1054.0, 36.0], QBzSydE3PO, 6475624]
[ordered-list, [96.0, 1186.0, 1054.0, 36.0], QBzSydE3PO, 6475624]
[ordered-list, [96.0, 1222.0, 1054.0, 36.0], QBzSydE3PO, 6475624]
[ordered-list, [96.0, 1258.0, 1054.0, 36.0], QBzSydE3PO, 6475624]
[ordered-list, [96.0, 1294.0, 1054.0, 36.0], QBzSydE3PO, 6475624]
[ordered-list, [96.0, 1330.0, 1054.0, 36.0], QBzSydE3PO, 6475624]
[ordered-list, [96.0, 1366.0, 1054.0, 36.0], QBzSydE3PO, 6475624]
[ordered-list, [96.0, 1402.0, 1054.0, 36.0], QBzSydE3PO, 6475624]
[sub-ordered-list, [181.0, 840.0, 956.0, 36.0], rI0zTCCXBC, 6475624]
[sub-ordered-list, [181.0, 876.0, 956.0, 36.0], rI0zTCCXBC, 6475624]
[sub-ordered-list, [181.0, 912.0, 956.0, 36.0], rI0zTCCXBC, 6475624]
[sub-ordered-list, [181.0, 948.0, 956.0, 36.0], rI0zTCCXBC, 6475624]
[sub-ordered-list, [181.0, 984.0, 956.0, 36.0], rI0zTCCXBC, 6475624]
[sub-ordered-list, [181.0, 1020.0, 956.0, 36.0], rI0zTCCXBC, 6475624]
[sub-ordered-list, [181.0, 1056.0, 956.0, 36.0], rI0zTCCXBC, 6475624]
[sub-ordered-list, [181.0, 1092.0, 956.0, 36.0], rI0zTCCXBC, 6475624]
[sub-ordered-list, [181.0, 1128.0, 956.0, 36.0], rI0zTCCXBC, 6475624]
[sub-ordered-list, [181.0, 1164.0, 956.0, 36.0], rI0zTCCXBC, 6475624]
[sub-ordered-list, [181.0, 1200.0, 956.0, 36.0], rI0zTCCXBC, 6475624]
[sub-ordered-list, [181.0, 1236.0, 956.0, 36.0], rI0zTCCXBC, 6475624]
[sub-ordered-list, [181.0, 1272.0, 956.0, 36.0], rI0zTCCXBC, 6475624]
[sub-ordered-list, [181.0, 1308.0, 956.0, 36.0], rI0zTCCXBC, 6475624]
[sub-ordered-list, [181.0, 1344.0, 956.0, 36.0], rI0zTCCXBC, 6475624]
[sub-ordered-list, [181.0, 1380.0, 956.0, 36.0], rI0zTCCXBC, 6475624]
[sub-ordered-list, [181.0, 1416.0, 956.0, 36.0], rI0zTCCXBC, 6475624]
