[1468, 909]
[folio, [367.0, 77.0, 365.0, 18.0], Ol1ZvkFUof, 5770222]
[paragraph, [82.0, 135.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 153.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 171.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 189.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 207.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 225.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 243.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 261.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 279.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 297.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 315.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 333.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 351.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 369.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 387.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 405.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 423.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 441.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 459.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 477.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 495.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 513.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 531.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 549.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 567.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 585.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 603.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [82.0, 621.0, 362.0, 18.0], 8X5SavOEkE, 5770222]
[paragraph, [460.0, 138.0, 367.0, 18.0], 5GoQ9Mkt1r, 5770222]
[paragraph, [460.0, 156.0, 367.0, 18.0], 5GoQ9Mkt1r, 5770222]
[paragraph, [460.0, 174.0, 367.0, 18.0], 5GoQ9Mkt1r, 5770222]
[paragraph, [460.0, 192.0, 367.0, 18.0], 5GoQ9Mkt1r, 5770222]
[paragraph, [460.0, 210.0, 367.0, 18.0], 5GoQ9Mkt1r, 5770222]
