[2566, 1983]
[headline, [396.0, 9.0, 737.0, 52.5], vNolFwK1X5, 5684074]
[headline, [396.0, 61.5, 737.0, 52.5], vNolFwK1X5, 5684074]
[headline, [396.0, 114.0, 737.0, 52.5], vNolFwK1X5, 5684074]
[paragraph, [453.0, 197.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 243.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 290.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 336.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 383.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 429.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 476.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 522.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 569.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 615.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 662.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 708.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 755.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 801.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 848.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 894.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 941.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 987.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1034.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1080.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1127.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1173.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1220.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1266.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1313.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1359.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1406.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1452.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1499.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1545.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1592.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1638.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1685.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1731.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1778.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1824.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1871.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1917.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 1964.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 2010.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 2057.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 2103.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 2150.0, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[paragraph, [453.0, 2196.5, 1279.0, 46.5], ySck8vC2Mp, 5684074]
[author, [1126.0, 2316.0, 660.0, 46.5], hg9BZrjv4Q, 5684074]
[author, [1126.0, 2362.5, 660.0, 46.5], hg9BZrjv4Q, 5684074]
[author, [1126.0, 2409.0, 660.0, 46.5], hg9BZrjv4Q, 5684074]
