[1320, 1176]
[section-title, [339.0, 185.0, 455.0, 30.0], jSM1FQuoA-, 5693952]
[author, [513.0, 259.0, 115.0, 18.0], 6CWh5DZUky, 5693952]
[paragraph, [754.0, 290.0, 332.0, 18.0], dUC52W8B7K, 5693952]
[paragraph, [754.0, 308.0, 332.0, 18.0], dUC52W8B7K, 5693952]
[paragraph, [754.0, 326.0, 332.0, 18.0], dUC52W8B7K, 5693952]
[paragraph, [754.0, 344.0, 332.0, 18.0], dUC52W8B7K, 5693952]
[paragraph, [754.0, 362.0, 332.0, 18.0], dUC52W8B7K, 5693952]
[paragraph, [754.0, 380.0, 332.0, 18.0], dUC52W8B7K, 5693952]
[paragraph, [754.0, 398.0, 332.0, 18.0], dUC52W8B7K, 5693952]
[paragraph, [418.0, 293.0, 326.0, 18.0], ua0IfQR_i2, 5693952]
[paragraph, [418.0, 311.0, 326.0, 18.0], ua0IfQR_i2, 5693952]
[paragraph, [418.0, 329.0, 326.0, 18.0], ua0IfQR_i2, 5693952]
[paragraph, [418.0, 347.0, 326.0, 18.0], ua0IfQR_i2, 5693952]
[paragraph, [418.0, 365.0, 326.0, 18.0], ua0IfQR_i2, 5693952]
[paragraph, [418.0, 383.0, 326.0, 18.0], ua0IfQR_i2, 5693952]
[paragraph, [418.0, 401.0, 326.0, 18.0], ua0IfQR_i2, 5693952]
[paragraph, [418.0, 419.0, 326.0, 18.0], ua0IfQR_i2, 5693952]
[paragraph, [418.0, 437.0, 326.0, 18.0], ua0IfQR_i2, 5693952]
[paragraph, [418.0, 455.0, 326.0, 18.0], ua0IfQR_i2, 5693952]
[paragraph, [418.0, 473.0, 326.0, 18.0], ua0IfQR_i2, 5693952]
[paragraph, [418.0, 491.0, 326.0, 18.0], ua0IfQR_i2, 5693952]
[paragraph, [418.0, 509.0, 326.0, 18.0], ua0IfQR_i2, 5693952]
[paragraph, [418.0, 527.0, 326.0, 18.0], ua0IfQR_i2, 5693952]
[paragraph, [418.0, 545.0, 326.0, 18.0], ua0IfQR_i2, 5693952]
[paragraph, [418.0, 563.0, 326.0, 18.0], ua0IfQR_i2, 5693952]
[paragraph, [81.0, 295.0, 323.0, 18.0], 77xLTdxF0I, 5693952]
[paragraph, [81.0, 313.0, 323.0, 18.0], 77xLTdxF0I, 5693952]
[paragraph, [81.0, 331.0, 323.0, 18.0], 77xLTdxF0I, 5693952]
[paragraph, [81.0, 349.0, 323.0, 18.0], 77xLTdxF0I, 5693952]
[paragraph, [81.0, 367.0, 323.0, 18.0], 77xLTdxF0I, 5693952]
[paragraph, [81.0, 385.0, 323.0, 18.0], 77xLTdxF0I, 5693952]
[paragraph, [81.0, 403.0, 323.0, 18.0], 77xLTdxF0I, 5693952]
[paragraph, [81.0, 421.0, 323.0, 18.0], 77xLTdxF0I, 5693952]
[paragraph, [81.0, 439.0, 323.0, 18.0], 77xLTdxF0I, 5693952]
[paragraph, [81.0, 457.0, 323.0, 18.0], 77xLTdxF0I, 5693952]
[paragraph, [81.0, 475.0, 323.0, 18.0], 77xLTdxF0I, 5693952]
[paragraph, [81.0, 493.0, 323.0, 18.0], 77xLTdxF0I, 5693952]
[paragraph, [81.0, 511.0, 323.0, 18.0], 77xLTdxF0I, 5693952]
[paragraph, [81.0, 529.0, 323.0, 18.0], 77xLTdxF0I, 5693952]
[paragraph, [757.0, 430.0, 324.0, 18.0], Uii-vCCyfY, 5693952]
[paragraph, [757.0, 448.0, 324.0, 18.0], Uii-vCCyfY, 5693952]
[paragraph, [757.0, 466.0, 324.0, 18.0], Uii-vCCyfY, 5693952]
[paragraph, [757.0, 484.0, 324.0, 18.0], Uii-vCCyfY, 5693952]
[paragraph, [757.0, 502.0, 324.0, 18.0], Uii-vCCyfY, 5693952]
[paragraph, [757.0, 520.0, 324.0, 18.0], Uii-vCCyfY, 5693952]
[paragraph, [81.0, 554.0, 324.0, 18.0], nRzTvj8Jdq, 5693952]
[paragraph, [81.0, 572.0, 324.0, 18.0], nRzTvj8Jdq, 5693952]
[paragraph, [81.0, 590.0, 324.0, 18.0], nRzTvj8Jdq, 5693952]
[paragraph, [81.0, 608.0, 324.0, 18.0], nRzTvj8Jdq, 5693952]
[paragraph, [81.0, 626.0, 324.0, 18.0], nRzTvj8Jdq, 5693952]
[paragraph, [81.0, 644.0, 324.0, 18.0], nRzTvj8Jdq, 5693952]
[paragraph, [81.0, 662.0, 324.0, 18.0], nRzTvj8Jdq, 5693952]
[paragraph, [757.0, 559.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 577.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 595.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 613.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 631.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 649.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 667.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 685.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 703.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 721.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 739.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 757.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 775.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 793.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 811.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 829.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 847.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 865.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 883.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 901.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 919.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 937.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 955.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 973.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 991.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 1009.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 1027.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 1045.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 1063.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 1081.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 1099.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[paragraph, [757.0, 1117.0, 327.0, 18.0], shoonya_0sAP669W2TV99C, 5693952]
[sub-section-title, [75.0, 695.0, 327.0, 25.5], 8HQf5RxTkg, 5693952]
[sub-section-title, [75.0, 720.5, 327.0, 25.5], 8HQf5RxTkg, 5693952]
[sub-section-title, [75.0, 746.0, 327.0, 25.5], 8HQf5RxTkg, 5693952]
[paragraph, [424.0, 743.0, 321.0, 18.0], 5LN94INyom, 5693952]
[paragraph, [424.0, 761.0, 321.0, 18.0], 5LN94INyom, 5693952]
[paragraph, [424.0, 779.0, 321.0, 18.0], 5LN94INyom, 5693952]
[paragraph, [78.0, 778.0, 329.0, 18.0], ZS8YFrYeCZ, 5693952]
[paragraph, [78.0, 796.0, 329.0, 18.0], ZS8YFrYeCZ, 5693952]
[paragraph, [78.0, 814.0, 329.0, 18.0], ZS8YFrYeCZ, 5693952]
[paragraph, [78.0, 832.0, 329.0, 18.0], ZS8YFrYeCZ, 5693952]
[paragraph, [78.0, 850.0, 329.0, 18.0], ZS8YFrYeCZ, 5693952]
[paragraph, [78.0, 868.0, 329.0, 18.0], ZS8YFrYeCZ, 5693952]
[paragraph, [78.0, 886.0, 329.0, 18.0], ZS8YFrYeCZ, 5693952]
[paragraph, [418.0, 808.0, 327.0, 18.0], qF6uw24AEm, 5693952]
[paragraph, [418.0, 826.0, 327.0, 18.0], qF6uw24AEm, 5693952]
[paragraph, [418.0, 844.0, 327.0, 18.0], qF6uw24AEm, 5693952]
[paragraph, [418.0, 862.0, 327.0, 18.0], qF6uw24AEm, 5693952]
