[1200, 825]
[paragraph, [139.0, 107.0, 546.0, 18.0], shoonya_3sKPOMPLUQDVJZ, 5691164]
[paragraph, [139.0, 125.0, 546.0, 18.0], shoonya_3sKPOMPLUQDVJZ, 5691164]
[paragraph, [139.0, 143.0, 546.0, 18.0], shoonya_3sKPOMPLUQDVJZ, 5691164]
[paragraph, [139.0, 161.0, 546.0, 18.0], shoonya_3sKPOMPLUQDVJZ, 5691164]
[paragraph, [139.0, 179.0, 546.0, 18.0], shoonya_3sKPOMPLUQDVJZ, 5691164]
[paragraph, [139.0, 197.0, 546.0, 18.0], shoonya_3sKPOMPLUQDVJZ, 5691164]
[paragraph, [139.0, 215.0, 546.0, 18.0], shoonya_3sKPOMPLUQDVJZ, 5691164]
[paragraph, [139.0, 233.0, 546.0, 18.0], shoonya_3sKPOMPLUQDVJZ, 5691164]
[paragraph, [139.0, 251.0, 546.0, 18.0], shoonya_3sKPOMPLUQDVJZ, 5691164]
[paragraph, [139.0, 269.0, 546.0, 18.0], shoonya_3sKPOMPLUQDVJZ, 5691164]
[paragraph, [139.0, 287.0, 546.0, 18.0], shoonya_3sKPOMPLUQDVJZ, 5691164]
[paragraph, [139.0, 305.0, 546.0, 18.0], shoonya_3sKPOMPLUQDVJZ, 5691164]
[paragraph, [136.0, 326.0, 551.0, 18.0], shoonya_2sH7RZMYNUR7OT, 5691164]
[paragraph, [136.0, 344.0, 551.0, 18.0], shoonya_2sH7RZMYNUR7OT, 5691164]
[paragraph, [136.0, 362.0, 551.0, 18.0], shoonya_2sH7RZMYNUR7OT, 5691164]
[paragraph, [136.0, 380.0, 551.0, 18.0], shoonya_2sH7RZMYNUR7OT, 5691164]
[paragraph, [136.0, 398.0, 551.0, 18.0], shoonya_2sH7RZMYNUR7OT, 5691164]
[paragraph, [136.0, 416.0, 551.0, 18.0], shoonya_2sH7RZMYNUR7OT, 5691164]
[paragraph, [136.0, 434.0, 551.0, 18.0], shoonya_2sH7RZMYNUR7OT, 5691164]
[paragraph, [136.0, 452.0, 551.0, 18.0], shoonya_2sH7RZMYNUR7OT, 5691164]
[paragraph, [136.0, 470.0, 551.0, 18.0], shoonya_2sH7RZMYNUR7OT, 5691164]
[paragraph, [136.0, 488.0, 551.0, 18.0], shoonya_2sH7RZMYNUR7OT, 5691164]
[paragraph, [136.0, 506.0, 551.0, 18.0], shoonya_2sH7RZMYNUR7OT, 5691164]
[paragraph, [136.0, 540.0, 549.0, 18.0], shoonya_1s9386EOUVXDP8, 5691164]
[paragraph, [136.0, 558.0, 549.0, 18.0], shoonya_1s9386EOUVXDP8, 5691164]
[paragraph, [136.0, 576.0, 549.0, 18.0], shoonya_1s9386EOUVXDP8, 5691164]
[paragraph, [136.0, 594.0, 549.0, 18.0], shoonya_1s9386EOUVXDP8, 5691164]
[paragraph, [136.0, 612.0, 549.0, 18.0], shoonya_1s9386EOUVXDP8, 5691164]
[paragraph, [136.0, 630.0, 549.0, 18.0], shoonya_1s9386EOUVXDP8, 5691164]
[paragraph, [136.0, 648.0, 549.0, 18.0], shoonya_1s9386EOUVXDP8, 5691164]
[paragraph, [136.0, 666.0, 549.0, 18.0], shoonya_1s9386EOUVXDP8, 5691164]
[paragraph, [136.0, 684.0, 549.0, 18.0], shoonya_1s9386EOUVXDP8, 5691164]
[paragraph, [136.0, 702.0, 549.0, 18.0], shoonya_1s9386EOUVXDP8, 5691164]
[paragraph, [137.0, 724.0, 547.0, 18.0], shoonya_0sKSKZI9DHQJDP, 5691164]
[paragraph, [137.0, 742.0, 547.0, 18.0], shoonya_0sKSKZI9DHQJDP, 5691164]
[paragraph, [137.0, 760.0, 547.0, 18.0], shoonya_0sKSKZI9DHQJDP, 5691164]
[paragraph, [137.0, 778.0, 547.0, 18.0], shoonya_0sKSKZI9DHQJDP, 5691164]
[paragraph, [137.0, 796.0, 547.0, 18.0], shoonya_0sKSKZI9DHQJDP, 5691164]
[paragraph, [137.0, 814.0, 547.0, 18.0], shoonya_0sKSKZI9DHQJDP, 5691164]
[paragraph, [137.0, 832.0, 547.0, 18.0], shoonya_0sKSKZI9DHQJDP, 5691164]
[paragraph, [137.0, 850.0, 547.0, 18.0], shoonya_0sKSKZI9DHQJDP, 5691164]
[paragraph, [137.0, 868.0, 547.0, 18.0], shoonya_0sKSKZI9DHQJDP, 5691164]
[paragraph, [137.0, 886.0, 547.0, 18.0], shoonya_0sKSKZI9DHQJDP, 5691164]
[paragraph, [137.0, 904.0, 547.0, 18.0], shoonya_0sKSKZI9DHQJDP, 5691164]
[paragraph, [137.0, 922.0, 547.0, 18.0], shoonya_0sKSKZI9DHQJDP, 5691164]
[paragraph, [137.0, 940.0, 547.0, 18.0], shoonya_0sKSKZI9DHQJDP, 5691164]
[paragraph, [137.0, 958.0, 547.0, 18.0], shoonya_0sKSKZI9DHQJDP, 5691164]
[paragraph, [137.0, 976.0, 547.0, 18.0], shoonya_0sKSKZI9DHQJDP, 5691164]
