[3509, 2482]
[section-title, [983.0, 446.0, 238.0, 93.0], akR3utW4Zc, 5692404]
[paragraph, [193.0, 581.0, 1801.0, 52.5], shoonya_0s6Y86W77ZB8XO, 5692404]
[paragraph, [193.0, 633.5, 1801.0, 52.5], shoonya_0s6Y86W77ZB8XO, 5692404]
[paragraph, [193.0, 686.0, 1801.0, 52.5], shoonya_0s6Y86W77ZB8XO, 5692404]
[paragraph, [193.0, 738.5, 1801.0, 52.5], shoonya_0s6Y86W77ZB8XO, 5692404]
[paragraph, [276.0, 819.0, 440.0, 52.5], GV5R5Y5llq, 5692404]
[paragraph, [192.0, 893.0, 1818.0, 52.5], ffWxeKGjDW, 5692404]
[paragraph, [192.0, 945.5, 1818.0, 52.5], ffWxeKGjDW, 5692404]
[paragraph, [192.0, 998.0, 1818.0, 52.5], ffWxeKGjDW, 5692404]
[paragraph, [192.0, 1050.5, 1818.0, 52.5], ffWxeKGjDW, 5692404]
[paragraph, [192.0, 1103.0, 1818.0, 52.5], ffWxeKGjDW, 5692404]
[paragraph, [192.0, 1155.5, 1818.0, 52.5], ffWxeKGjDW, 5692404]
[paragraph, [192.0, 1208.0, 1818.0, 52.5], ffWxeKGjDW, 5692404]
[paragraph, [192.0, 1260.5, 1818.0, 52.5], ffWxeKGjDW, 5692404]
[paragraph, [195.0, 1362.0, 1842.0, 52.5], 3WTYnxih_u, 5692404]
[paragraph, [195.0, 1414.5, 1842.0, 52.5], 3WTYnxih_u, 5692404]
[paragraph, [195.0, 1467.0, 1842.0, 52.5], 3WTYnxih_u, 5692404]
[paragraph, [195.0, 1519.5, 1842.0, 52.5], 3WTYnxih_u, 5692404]
[paragraph, [170.0, 1597.0, 1889.0, 52.5], JQdfOovfTD, 5692404]
[paragraph, [170.0, 1649.5, 1889.0, 52.5], JQdfOovfTD, 5692404]
[paragraph, [170.0, 1702.0, 1889.0, 52.5], JQdfOovfTD, 5692404]
[paragraph, [170.0, 1754.5, 1889.0, 52.5], JQdfOovfTD, 5692404]
[paragraph, [170.0, 1807.0, 1889.0, 52.5], JQdfOovfTD, 5692404]
[paragraph, [170.0, 1859.5, 1889.0, 52.5], JQdfOovfTD, 5692404]
[paragraph, [170.0, 1912.0, 1889.0, 52.5], JQdfOovfTD, 5692404]
[paragraph, [170.0, 1964.5, 1889.0, 52.5], JQdfOovfTD, 5692404]
[paragraph, [170.0, 2017.0, 1889.0, 52.5], JQdfOovfTD, 5692404]
[paragraph, [170.0, 2069.5, 1889.0, 52.5], JQdfOovfTD, 5692404]
[paragraph, [152.0, 2146.0, 1873.0, 52.5], 9Iem-SM3eb, 5692404]
[paragraph, [152.0, 2198.5, 1873.0, 52.5], 9Iem-SM3eb, 5692404]
[paragraph, [152.0, 2251.0, 1873.0, 52.5], 9Iem-SM3eb, 5692404]
[paragraph, [152.0, 2303.5, 1873.0, 52.5], 9Iem-SM3eb, 5692404]
[paragraph, [152.0, 2356.0, 1873.0, 52.5], 9Iem-SM3eb, 5692404]
[paragraph, [152.0, 2408.5, 1873.0, 52.5], 9Iem-SM3eb, 5692404]
[paragraph, [152.0, 2461.0, 1873.0, 52.5], 9Iem-SM3eb, 5692404]
[paragraph, [294.0, 2540.0, 620.0, 52.5], uNNVELwSaq, 5692404]
[paragraph, [186.0, 2618.0, 1842.0, 52.5], UkOEuIQbl4, 5692404]
[paragraph, [186.0, 2670.5, 1842.0, 52.5], UkOEuIQbl4, 5692404]
[paragraph, [186.0, 2723.0, 1842.0, 52.5], UkOEuIQbl4, 5692404]
[paragraph, [186.0, 2775.5, 1842.0, 52.5], UkOEuIQbl4, 5692404]
[paragraph, [186.0, 2828.0, 1842.0, 52.5], UkOEuIQbl4, 5692404]
[paragraph, [186.0, 2880.5, 1842.0, 52.5], UkOEuIQbl4, 5692404]
[paragraph, [186.0, 2933.0, 1842.0, 52.5], UkOEuIQbl4, 5692404]
[paragraph, [291.0, 3003.0, 958.0, 52.5], WB8L1U1b6q, 5692404]
[paragraph, [192.0, 3080.0, 1870.0, 52.5], S8km7c_XA2, 5692404]
[paragraph, [192.0, 3132.5, 1870.0, 52.5], S8km7c_XA2, 5692404]
[paragraph, [192.0, 3185.0, 1870.0, 52.5], S8km7c_XA2, 5692404]
[paragraph, [192.0, 3237.5, 1870.0, 52.5], S8km7c_XA2, 5692404]
