[872, 605]
[section-title, [246.0, 30.0, 90.0, 30.0], shoonya_0sGA374DWRR1MG, 6457006]
[ordered-list, [298.0, 61.0, 244.0, 18.0], W2Ekehoi32, 6457006]
[ordered-list, [298.0, 79.0, 244.0, 18.0], W2Ekehoi32, 6457006]
[ordered-list, [298.0, 97.0, 244.0, 18.0], W2Ekehoi32, 6457006]
[ordered-list, [298.0, 115.0, 244.0, 18.0], W2Ekehoi32, 6457006]
[ordered-list, [298.0, 133.0, 244.0, 18.0], W2Ekehoi32, 6457006]
[ordered-list, [298.0, 151.0, 244.0, 18.0], W2Ekehoi32, 6457006]
[ordered-list, [298.0, 169.0, 244.0, 18.0], W2Ekehoi32, 6457006]
[ordered-list, [298.0, 187.0, 244.0, 18.0], W2Ekehoi32, 6457006]
[ordered-list, [298.0, 205.0, 244.0, 18.0], W2Ekehoi32, 6457006]
[ordered-list, [298.0, 223.0, 244.0, 18.0], W2Ekehoi32, 6457006]
[ordered-list, [298.0, 241.0, 244.0, 18.0], W2Ekehoi32, 6457006]
[ordered-list, [298.0, 259.0, 244.0, 18.0], W2Ekehoi32, 6457006]
[ordered-list, [298.0, 277.0, 244.0, 18.0], W2Ekehoi32, 6457006]
[ordered-list, [298.0, 295.0, 244.0, 18.0], W2Ekehoi32, 6457006]
[ordered-list, [298.0, 313.0, 244.0, 18.0], W2Ekehoi32, 6457006]
[ordered-list, [298.0, 331.0, 244.0, 18.0], W2Ekehoi32, 6457006]
[ordered-list, [50.0, 63.0, 249.0, 18.0], Dqw3wNUdPD, 6457006]
[ordered-list, [50.0, 81.0, 249.0, 18.0], Dqw3wNUdPD, 6457006]
[ordered-list, [50.0, 99.0, 249.0, 18.0], Dqw3wNUdPD, 6457006]
[ordered-list, [50.0, 117.0, 249.0, 18.0], Dqw3wNUdPD, 6457006]
[ordered-list, [50.0, 135.0, 249.0, 18.0], Dqw3wNUdPD, 6457006]
[ordered-list, [50.0, 153.0, 249.0, 18.0], Dqw3wNUdPD, 6457006]
[ordered-list, [50.0, 171.0, 249.0, 18.0], Dqw3wNUdPD, 6457006]
[ordered-list, [50.0, 189.0, 249.0, 18.0], Dqw3wNUdPD, 6457006]
[ordered-list, [50.0, 207.0, 249.0, 18.0], Dqw3wNUdPD, 6457006]
[ordered-list, [50.0, 225.0, 249.0, 18.0], Dqw3wNUdPD, 6457006]
[ordered-list, [50.0, 243.0, 249.0, 18.0], Dqw3wNUdPD, 6457006]
[ordered-list, [50.0, 261.0, 249.0, 18.0], Dqw3wNUdPD, 6457006]
[ordered-list, [50.0, 279.0, 249.0, 18.0], Dqw3wNUdPD, 6457006]
[reference, [52.0, 318.0, 248.0, 18.0], _xAAei_jtS, 6457006]
[reference, [52.0, 336.0, 248.0, 18.0], _xAAei_jtS, 6457006]
[reference, [52.0, 354.0, 248.0, 18.0], _xAAei_jtS, 6457006]
[reference, [52.0, 372.0, 248.0, 18.0], _xAAei_jtS, 6457006]
[reference, [52.0, 390.0, 248.0, 18.0], _xAAei_jtS, 6457006]
[reference, [52.0, 408.0, 248.0, 18.0], _xAAei_jtS, 6457006]
[reference, [310.0, 360.0, 190.0, 18.0], TO7emW8s9j, 6457006]
[reference, [310.0, 378.0, 190.0, 18.0], TO7emW8s9j, 6457006]
[reference, [310.0, 396.0, 190.0, 18.0], TO7emW8s9j, 6457006]
[section-title, [79.0, 441.0, 447.0, 30.0], TxY9sYpdue, 6457006]
[ordered-list, [316.0, 468.0, 224.0, 18.0], 5K9nqZ85iy, 6457006]
[ordered-list, [316.0, 486.0, 224.0, 18.0], 5K9nqZ85iy, 6457006]
[paragraph, [56.0, 470.0, 244.0, 18.0], qnjjftEmC6, 6457006]
[paragraph, [56.0, 488.0, 244.0, 18.0], qnjjftEmC6, 6457006]
[paragraph, [56.0, 506.0, 244.0, 18.0], qnjjftEmC6, 6457006]
[paragraph, [56.0, 524.0, 244.0, 18.0], qnjjftEmC6, 6457006]
[paragraph, [56.0, 542.0, 244.0, 18.0], qnjjftEmC6, 6457006]
[paragraph, [56.0, 560.0, 244.0, 18.0], qnjjftEmC6, 6457006]
[paragraph, [56.0, 578.0, 244.0, 18.0], qnjjftEmC6, 6457006]
[paragraph, [56.0, 596.0, 244.0, 18.0], qnjjftEmC6, 6457006]
[paragraph, [56.0, 614.0, 244.0, 18.0], qnjjftEmC6, 6457006]
[paragraph, [56.0, 632.0, 244.0, 18.0], qnjjftEmC6, 6457006]
[reference, [306.0, 512.0, 245.0, 18.0], FH96uXtgKt, 6457006]
[reference, [306.0, 530.0, 245.0, 18.0], FH96uXtgKt, 6457006]
[reference, [306.0, 548.0, 245.0, 18.0], FH96uXtgKt, 6457006]
[reference, [306.0, 566.0, 245.0, 18.0], FH96uXtgKt, 6457006]
[reference, [306.0, 584.0, 245.0, 18.0], FH96uXtgKt, 6457006]
[reference, [306.0, 602.0, 245.0, 18.0], FH96uXtgKt, 6457006]
[reference, [306.0, 620.0, 245.0, 18.0], FH96uXtgKt, 6457006]
[reference, [306.0, 638.0, 245.0, 18.0], FH96uXtgKt, 6457006]
[reference, [306.0, 656.0, 245.0, 18.0], FH96uXtgKt, 6457006]
[reference, [306.0, 674.0, 245.0, 18.0], FH96uXtgKt, 6457006]
[reference, [306.0, 692.0, 245.0, 18.0], FH96uXtgKt, 6457006]
[reference, [306.0, 710.0, 245.0, 18.0], FH96uXtgKt, 6457006]
[reference, [306.0, 728.0, 245.0, 18.0], FH96uXtgKt, 6457006]
[reference, [306.0, 746.0, 245.0, 18.0], FH96uXtgKt, 6457006]
[reference, [306.0, 764.0, 245.0, 18.0], FH96uXtgKt, 6457006]
[reference, [306.0, 782.0, 245.0, 18.0], FH96uXtgKt, 6457006]
[reference, [306.0, 800.0, 245.0, 18.0], FH96uXtgKt, 6457006]
[ordered-list, [72.0, 662.0, 230.0, 18.0], VGtL0xMLuo, 6457006]
[reference, [63.0, 684.0, 244.0, 18.0], nfpV3socdu, 6457006]
[reference, [63.0, 702.0, 244.0, 18.0], nfpV3socdu, 6457006]
[reference, [63.0, 720.0, 244.0, 18.0], nfpV3socdu, 6457006]
[reference, [63.0, 738.0, 244.0, 18.0], nfpV3socdu, 6457006]
[reference, [63.0, 756.0, 244.0, 18.0], nfpV3socdu, 6457006]
[reference, [63.0, 774.0, 244.0, 18.0], nfpV3socdu, 6457006]
[reference, [63.0, 792.0, 244.0, 18.0], nfpV3socdu, 6457006]
[reference, [63.0, 810.0, 244.0, 18.0], nfpV3socdu, 6457006]
