[2330, 1659]
[section-title, [283.0, 190.0, 695.0, 52.5], f6hBrhaF23, 5734068]
[paragraph, [309.0, 291.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 327.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 363.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 399.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 435.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 471.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 507.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 543.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 579.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 615.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 651.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 687.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 723.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 759.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 795.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 831.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 867.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 903.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 939.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 975.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 1011.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 1047.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 1083.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 1119.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 1155.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 1191.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 1227.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [309.0, 1263.0, 1180.0, 36.0], shoonya_1sL31YLC18QK2R, 5734068]
[paragraph, [299.0, 1372.0, 1182.0, 36.0], shoonya_0sQIAFHXYKGQG3, 5734068]
[paragraph, [299.0, 1408.0, 1182.0, 36.0], shoonya_0sQIAFHXYKGQG3, 5734068]
[paragraph, [299.0, 1444.0, 1182.0, 36.0], shoonya_0sQIAFHXYKGQG3, 5734068]
[paragraph, [299.0, 1480.0, 1182.0, 36.0], shoonya_0sQIAFHXYKGQG3, 5734068]
[paragraph, [299.0, 1516.0, 1182.0, 36.0], shoonya_0sQIAFHXYKGQG3, 5734068]
[paragraph, [299.0, 1552.0, 1182.0, 36.0], shoonya_0sQIAFHXYKGQG3, 5734068]
[paragraph, [299.0, 1588.0, 1182.0, 36.0], shoonya_0sQIAFHXYKGQG3, 5734068]
[paragraph, [299.0, 1624.0, 1182.0, 36.0], shoonya_0sQIAFHXYKGQG3, 5734068]
[paragraph, [299.0, 1660.0, 1182.0, 36.0], shoonya_0sQIAFHXYKGQG3, 5734068]
[paragraph, [299.0, 1696.0, 1182.0, 36.0], shoonya_0sQIAFHXYKGQG3, 5734068]
[paragraph, [299.0, 1732.0, 1182.0, 36.0], shoonya_0sQIAFHXYKGQG3, 5734068]
[paragraph, [299.0, 1768.0, 1182.0, 36.0], shoonya_0sQIAFHXYKGQG3, 5734068]
[paragraph, [299.0, 1804.0, 1182.0, 36.0], shoonya_0sQIAFHXYKGQG3, 5734068]
[paragraph, [299.0, 1840.0, 1182.0, 36.0], shoonya_0sQIAFHXYKGQG3, 5734068]
[paragraph, [299.0, 1876.0, 1182.0, 36.0], shoonya_0sQIAFHXYKGQG3, 5734068]
[paragraph, [299.0, 1912.0, 1182.0, 36.0], shoonya_0sQIAFHXYKGQG3, 5734068]
