[872, 605]
[folio, [42.0, 41.0, 78.0, 18.0], AOg9uv5Cau, 6457192]
[section-title, [252.0, 42.0, 116.0, 30.0], eMSzoVXuyK, 6457192]
[paragraph, [70.0, 78.0, 207.0, 18.0], t3cg0nKWGq, 6457192]
[paragraph, [70.0, 96.0, 207.0, 18.0], t3cg0nKWGq, 6457192]
[paragraph, [70.0, 114.0, 207.0, 18.0], t3cg0nKWGq, 6457192]
[paragraph, [70.0, 132.0, 207.0, 18.0], t3cg0nKWGq, 6457192]
[paragraph, [298.0, 80.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 98.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 116.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 134.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 152.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 170.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 188.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 206.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 224.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 242.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 260.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 278.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 296.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 314.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 332.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 350.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 368.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 386.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 404.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 422.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 440.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 458.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 476.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 494.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 512.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [298.0, 530.0, 269.0, 18.0], shoonya_0s9PBJ22NQFB36, 6457192]
[paragraph, [43.0, 159.0, 260.0, 18.0], 0mjDCMvIO5, 6457192]
[paragraph, [43.0, 177.0, 260.0, 18.0], 0mjDCMvIO5, 6457192]
[paragraph, [40.0, 197.0, 260.0, 18.0], rhFXEQz1Of, 6457192]
[paragraph, [40.0, 215.0, 260.0, 18.0], rhFXEQz1Of, 6457192]
[paragraph, [40.0, 233.0, 260.0, 18.0], rhFXEQz1Of, 6457192]
[paragraph, [40.0, 251.0, 261.0, 18.0], 2cAkuveQXa, 6457192]
[paragraph, [40.0, 269.0, 261.0, 18.0], 2cAkuveQXa, 6457192]
[paragraph, [40.0, 293.0, 259.0, 18.0], KjjxEXqTsn, 6457192]
[paragraph, [40.0, 311.0, 259.0, 18.0], KjjxEXqTsn, 6457192]
[paragraph, [37.0, 334.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 352.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 370.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 388.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 406.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 424.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 442.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 460.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 478.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 496.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 514.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 532.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 550.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 568.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 586.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 604.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 622.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 640.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 658.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 676.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 694.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [37.0, 712.0, 262.0, 18.0], bxBKJXk0m6, 6457192]
[paragraph, [301.0, 547.0, 230.0, 18.0], CUHKa9vID5, 6457192]
[paragraph, [301.0, 565.0, 230.0, 18.0], CUHKa9vID5, 6457192]
[paragraph, [298.0, 591.0, 262.0, 18.0], UFU7cy0pSY, 6457192]
[paragraph, [298.0, 609.0, 262.0, 18.0], UFU7cy0pSY, 6457192]
[paragraph, [298.0, 627.0, 262.0, 18.0], UFU7cy0pSY, 6457192]
[paragraph, [299.0, 649.0, 261.0, 18.0], SviU1m7mO_, 6457192]
[paragraph, [299.0, 667.0, 261.0, 18.0], SviU1m7mO_, 6457192]
[paragraph, [299.0, 685.0, 261.0, 18.0], SviU1m7mO_, 6457192]
[reference, [298.0, 712.0, 267.0, 18.0], 0QQYXNygAe, 6457192]
[reference, [298.0, 730.0, 267.0, 18.0], 0QQYXNygAe, 6457192]
[reference, [298.0, 748.0, 267.0, 18.0], 0QQYXNygAe, 6457192]
[reference, [298.0, 766.0, 267.0, 18.0], 0QQYXNygAe, 6457192]
[reference, [298.0, 784.0, 267.0, 18.0], 0QQYXNygAe, 6457192]
[reference, [298.0, 802.0, 267.0, 18.0], 0QQYXNygAe, 6457192]
[reference, [35.0, 735.0, 262.0, 18.0], CpBKPxDb5D, 6457192]
[reference, [35.0, 753.0, 262.0, 18.0], CpBKPxDb5D, 6457192]
[reference, [35.0, 771.0, 262.0, 18.0], CpBKPxDb5D, 6457192]
[reference, [35.0, 789.0, 262.0, 18.0], CpBKPxDb5D, 6457192]
[reference, [35.0, 807.0, 262.0, 18.0], CpBKPxDb5D, 6457192]
