[576, 576]
[section-title, [28.0, 16.0, 170.0, 30.0], shoonya_0s17YZ05L9H7QN, 5715970]
[section-title, [28.0, 46.0, 170.0, 30.0], shoonya_0s17YZ05L9H7QN, 5715970]
[paragraph, [315.0, 25.0, 232.0, 18.0], shoonya_1sGT7LFA3GXQ7U, 5715970]
[paragraph, [315.0, 43.0, 232.0, 18.0], shoonya_1sGT7LFA3GXQ7U, 5715970]
[paragraph, [315.0, 61.0, 232.0, 18.0], shoonya_1sGT7LFA3GXQ7U, 5715970]
[paragraph, [315.0, 79.0, 232.0, 18.0], shoonya_1sGT7LFA3GXQ7U, 5715970]
[paragraph, [27.0, 87.0, 237.0, 18.0], shoonya_2sKNXHAEGEGV4M, 5715970]
[paragraph, [27.0, 105.0, 237.0, 18.0], shoonya_2sKNXHAEGEGV4M, 5715970]
[paragraph, [27.0, 123.0, 237.0, 18.0], shoonya_2sKNXHAEGEGV4M, 5715970]
[paragraph, [27.0, 141.0, 237.0, 18.0], shoonya_2sKNXHAEGEGV4M, 5715970]
[paragraph, [27.0, 159.0, 237.0, 18.0], shoonya_2sKNXHAEGEGV4M, 5715970]
[paragraph, [27.0, 177.0, 237.0, 18.0], shoonya_2sKNXHAEGEGV4M, 5715970]
[paragraph, [316.0, 126.0, 238.0, 18.0], shoonya_4sVBE47XDGB905, 5715970]
[paragraph, [316.0, 144.0, 238.0, 18.0], shoonya_4sVBE47XDGB905, 5715970]
[paragraph, [316.0, 162.0, 238.0, 18.0], shoonya_4sVBE47XDGB905, 5715970]
[paragraph, [316.0, 180.0, 238.0, 18.0], shoonya_4sVBE47XDGB905, 5715970]
[paragraph, [309.0, 221.0, 248.0, 18.0], shoonya_6s6WNFR5ADZJ1K, 5715970]
[paragraph, [309.0, 239.0, 248.0, 18.0], shoonya_6s6WNFR5ADZJ1K, 5715970]
[paragraph, [309.0, 257.0, 248.0, 18.0], shoonya_6s6WNFR5ADZJ1K, 5715970]
[paragraph, [309.0, 275.0, 248.0, 18.0], shoonya_6s6WNFR5ADZJ1K, 5715970]
[paragraph, [309.0, 293.0, 248.0, 18.0], shoonya_6s6WNFR5ADZJ1K, 5715970]
