[1365, 829]
[folio, [83.0, 57.0, 129.0, 18.0], shoonya_0sWBKW4JIVD41Y, 5781767]
[folio, [83.0, 75.0, 129.0, 18.0], shoonya_0sWBKW4JIVD41Y, 5781767]
[folio, [83.0, 93.0, 129.0, 18.0], shoonya_0sWBKW4JIVD41Y, 5781767]
[ordered-list, [74.0, 157.0, 685.0, 18.0], GNErlHMhus, 5781767]
[ordered-list, [74.0, 175.0, 685.0, 18.0], GNErlHMhus, 5781767]
[ordered-list, [74.0, 193.0, 685.0, 18.0], GNErlHMhus, 5781767]
[ordered-list, [74.0, 211.0, 685.0, 18.0], GNErlHMhus, 5781767]
[ordered-list, [74.0, 229.0, 685.0, 18.0], GNErlHMhus, 5781767]
[ordered-list, [74.0, 247.0, 685.0, 18.0], GNErlHMhus, 5781767]
[ordered-list, [74.0, 265.0, 685.0, 18.0], GNErlHMhus, 5781767]
[ordered-list, [74.0, 283.0, 685.0, 18.0], GNErlHMhus, 5781767]
[ordered-list, [74.0, 301.0, 685.0, 18.0], GNErlHMhus, 5781767]
[ordered-list, [74.0, 319.0, 685.0, 18.0], GNErlHMhus, 5781767]
[ordered-list, [74.0, 337.0, 685.0, 18.0], GNErlHMhus, 5781767]
[ordered-list, [75.0, 359.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 377.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 395.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 413.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 431.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 449.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 467.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 485.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 503.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 521.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 539.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 557.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 575.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 593.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 611.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 629.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 647.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 665.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 683.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 701.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 719.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 737.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 755.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 773.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 791.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 809.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 827.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 845.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 863.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 881.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 899.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 917.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 935.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 953.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 971.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 989.0, 687.0, 18.0], YUPggIAVjt, 5781767]
[ordered-list, [75.0, 1007.0, 687.0, 18.0], YUPggIAVjt, 5781767]
