[3442, 2665]
[paragraph, [154.0, 126.0, 2226.0, 52.5], WkRp4y0qjt, 6473516]
[paragraph, [154.0, 178.5, 2226.0, 52.5], WkRp4y0qjt, 6473516]
[paragraph, [156.0, 343.0, 2240.0, 52.5], shoonya_0sEA4LVLPPU83F, 6473516]
[paragraph, [156.0, 395.5, 2240.0, 52.5], shoonya_0sEA4LVLPPU83F, 6473516]
[paragraph, [153.0, 529.0, 2302.0, 52.5], eJ1sbM_UOn, 6473516]
[paragraph, [153.0, 581.5, 2302.0, 52.5], eJ1sbM_UOn, 6473516]
[paragraph, [153.0, 634.0, 2302.0, 52.5], eJ1sbM_UOn, 6473516]
[paragraph, [153.0, 686.5, 2302.0, 52.5], eJ1sbM_UOn, 6473516]
[paragraph, [153.0, 739.0, 2302.0, 52.5], eJ1sbM_UOn, 6473516]
[paragraph, [166.0, 902.0, 2189.0, 52.5], iJop3EGCd-, 6473516]
[paragraph, [166.0, 954.5, 2189.0, 52.5], iJop3EGCd-, 6473516]
[paragraph, [166.0, 1007.0, 2189.0, 52.5], iJop3EGCd-, 6473516]
[paragraph, [166.0, 1059.5, 2189.0, 52.5], iJop3EGCd-, 6473516]
[paragraph, [163.0, 1188.0, 1966.0, 52.5], takV_606xn, 6473516]
[paragraph, [163.0, 1240.5, 1966.0, 52.5], takV_606xn, 6473516]
[paragraph, [163.0, 1293.0, 1966.0, 52.5], takV_606xn, 6473516]
[paragraph, [156.0, 1451.0, 2205.0, 52.5], CGBejKYxgi, 6473516]
[paragraph, [156.0, 1503.5, 2205.0, 52.5], CGBejKYxgi, 6473516]
[paragraph, [156.0, 1556.0, 2205.0, 52.5], CGBejKYxgi, 6473516]
[paragraph, [156.0, 1608.5, 2205.0, 52.5], CGBejKYxgi, 6473516]
[paragraph, [149.0, 1734.0, 1633.0, 52.5], kcWXZLI6T4, 6473516]
[paragraph, [149.0, 1786.5, 1633.0, 52.5], kcWXZLI6T4, 6473516]
[paragraph, [166.0, 1924.0, 2269.0, 52.5], p2gXaPx8_x, 6473516]
[paragraph, [166.0, 1976.5, 2269.0, 52.5], p2gXaPx8_x, 6473516]
[paragraph, [166.0, 2029.0, 2269.0, 52.5], p2gXaPx8_x, 6473516]
[paragraph, [166.0, 2081.5, 2269.0, 52.5], p2gXaPx8_x, 6473516]
[paragraph, [166.0, 2134.0, 2269.0, 52.5], p2gXaPx8_x, 6473516]
[paragraph, [166.0, 2186.5, 2269.0, 52.5], p2gXaPx8_x, 6473516]
[paragraph, [166.0, 2239.0, 2269.0, 52.5], p2gXaPx8_x, 6473516]
[paragraph, [159.0, 2400.0, 2279.0, 52.5], q9jK1W6byt, 6473516]
[paragraph, [159.0, 2452.5, 2279.0, 52.5], q9jK1W6byt, 6473516]
[paragraph, [159.0, 2505.0, 2279.0, 52.5], q9jK1W6byt, 6473516]
[paragraph, [159.0, 2557.5, 2279.0, 52.5], q9jK1W6byt, 6473516]
[paragraph, [159.0, 2610.0, 2279.0, 52.5], q9jK1W6byt, 6473516]
[paragraph, [159.0, 2662.5, 2279.0, 52.5], q9jK1W6byt, 6473516]
[paragraph, [159.0, 2715.0, 2279.0, 52.5], q9jK1W6byt, 6473516]
[paragraph, [159.0, 2767.5, 2279.0, 52.5], q9jK1W6byt, 6473516]
[paragraph, [159.0, 2820.0, 2279.0, 52.5], q9jK1W6byt, 6473516]
[paragraph, [158.0, 2971.0, 2293.0, 52.5], shoonya_1sMSM8WGEGS1JD, 6473516]
[paragraph, [158.0, 3023.5, 2293.0, 52.5], shoonya_1sMSM8WGEGS1JD, 6473516]
[paragraph, [158.0, 3076.0, 2293.0, 52.5], shoonya_1sMSM8WGEGS1JD, 6473516]
[paragraph, [158.0, 3128.5, 2293.0, 52.5], shoonya_1sMSM8WGEGS1JD, 6473516]
[paragraph, [158.0, 3181.0, 2293.0, 52.5], shoonya_1sMSM8WGEGS1JD, 6473516]
