[1238, 769]
[section-title, [162.0, 270.0, 475.0, 30.0], SwHj4UvFk6, 6470025]
[section-title, [162.0, 300.0, 475.0, 30.0], SwHj4UvFk6, 6470025]
[contact-info, [168.0, 338.0, 479.0, 18.0], T1hVfJ1UzO, 6470025]
[contact-info, [168.0, 356.0, 479.0, 18.0], T1hVfJ1UzO, 6470025]
[contact-info, [168.0, 374.0, 479.0, 18.0], T1hVfJ1UzO, 6470025]
[contact-info, [168.0, 392.0, 479.0, 18.0], T1hVfJ1UzO, 6470025]
[contact-info, [168.0, 410.0, 479.0, 18.0], T1hVfJ1UzO, 6470025]
[contact-info, [168.0, 428.0, 479.0, 18.0], T1hVfJ1UzO, 6470025]
[contact-info, [168.0, 446.0, 479.0, 18.0], T1hVfJ1UzO, 6470025]
[contact-info, [168.0, 464.0, 479.0, 18.0], T1hVfJ1UzO, 6470025]
[contact-info, [168.0, 482.0, 479.0, 18.0], T1hVfJ1UzO, 6470025]
[contact-info, [168.0, 500.0, 479.0, 18.0], T1hVfJ1UzO, 6470025]
[contact-info, [168.0, 518.0, 479.0, 18.0], T1hVfJ1UzO, 6470025]
[contact-info, [168.0, 536.0, 479.0, 18.0], T1hVfJ1UzO, 6470025]
[contact-info, [168.0, 554.0, 479.0, 18.0], T1hVfJ1UzO, 6470025]
[contact-info, [168.0, 572.0, 479.0, 18.0], T1hVfJ1UzO, 6470025]
[contact-info, [168.0, 590.0, 479.0, 18.0], T1hVfJ1UzO, 6470025]
[contact-info, [168.0, 608.0, 479.0, 18.0], T1hVfJ1UzO, 6470025]
[contact-info, [168.0, 626.0, 479.0, 18.0], T1hVfJ1UzO, 6470025]
[contact-info, [111.0, 839.0, 202.0, 18.0], lh5dE0RDCe, 6470025]
[dateline, [105.0, 871.0, 528.0, 64.5], shoonya_0sMNECYV04I4VP, 6470025]
[folio, [134.0, 1002.0, 152.0, 18.0], jPBZjuRq7k, 6470025]
[contact-info, [133.0, 1031.0, 419.0, 18.0], 0185oSuUNH, 6470025]
[contact-info, [133.0, 1049.0, 419.0, 18.0], 0185oSuUNH, 6470025]
[contact-info, [133.0, 1067.0, 419.0, 18.0], 0185oSuUNH, 6470025]
