[2200, 1700]
[paragraph, [301.0, 66.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 102.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 138.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 174.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 210.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 246.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 282.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 318.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 354.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 390.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 426.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 462.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 498.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 534.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 570.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 606.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 642.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 678.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 714.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 750.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 786.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 822.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 858.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 894.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 930.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 966.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 1002.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [301.0, 1038.0, 1115.0, 36.0], shoonya_0sYO5DSZVRQJ65, 5731483]
[paragraph, [310.0, 1091.0, 1100.0, 36.0], shoonya_2sQMMGM6FFPDV8, 5731483]
[paragraph, [310.0, 1127.0, 1100.0, 36.0], shoonya_2sQMMGM6FFPDV8, 5731483]
[paragraph, [310.0, 1163.0, 1100.0, 36.0], shoonya_2sQMMGM6FFPDV8, 5731483]
[paragraph, [310.0, 1199.0, 1100.0, 36.0], shoonya_2sQMMGM6FFPDV8, 5731483]
[paragraph, [310.0, 1235.0, 1100.0, 36.0], shoonya_2sQMMGM6FFPDV8, 5731483]
[paragraph, [310.0, 1271.0, 1100.0, 36.0], shoonya_2sQMMGM6FFPDV8, 5731483]
[paragraph, [310.0, 1307.0, 1100.0, 36.0], shoonya_2sQMMGM6FFPDV8, 5731483]
[paragraph, [310.0, 1343.0, 1100.0, 36.0], shoonya_2sQMMGM6FFPDV8, 5731483]
[paragraph, [310.0, 1379.0, 1100.0, 36.0], shoonya_2sQMMGM6FFPDV8, 5731483]
[paragraph, [310.0, 1415.0, 1100.0, 36.0], shoonya_2sQMMGM6FFPDV8, 5731483]
[paragraph, [310.0, 1451.0, 1100.0, 36.0], shoonya_2sQMMGM6FFPDV8, 5731483]
[paragraph, [310.0, 1487.0, 1100.0, 36.0], shoonya_2sQMMGM6FFPDV8, 5731483]
[paragraph, [307.0, 1549.0, 1095.0, 36.0], shoonya_1sIF1MT1056CT2, 5731483]
[paragraph, [307.0, 1585.0, 1095.0, 36.0], shoonya_1sIF1MT1056CT2, 5731483]
[paragraph, [307.0, 1621.0, 1095.0, 36.0], shoonya_1sIF1MT1056CT2, 5731483]
[paragraph, [307.0, 1657.0, 1095.0, 36.0], shoonya_1sIF1MT1056CT2, 5731483]
[paragraph, [307.0, 1693.0, 1095.0, 36.0], shoonya_1sIF1MT1056CT2, 5731483]
[paragraph, [307.0, 1729.0, 1095.0, 36.0], shoonya_1sIF1MT1056CT2, 5731483]
[paragraph, [307.0, 1765.0, 1095.0, 36.0], shoonya_1sIF1MT1056CT2, 5731483]
[paragraph, [307.0, 1801.0, 1095.0, 36.0], shoonya_1sIF1MT1056CT2, 5731483]
[paragraph, [307.0, 1837.0, 1095.0, 36.0], shoonya_1sIF1MT1056CT2, 5731483]
[paragraph, [307.0, 1873.0, 1095.0, 36.0], shoonya_1sIF1MT1056CT2, 5731483]
[folio, [865.0, 2008.0, 420.0, 36.0], dbVhEtgNvn, 5731483]
