[1754, 1240]
[headline, [288.0, 153.0, 477.0, 37.5], _KSPDAdAex, 5722227]
[paragraph, [140.0, 223.0, 700.0, 36.0], shoonya_7sWW8SL9OUT4Z8, 5722227]
[paragraph, [140.0, 259.0, 700.0, 36.0], shoonya_7sWW8SL9OUT4Z8, 5722227]
[paragraph, [140.0, 295.0, 700.0, 36.0], shoonya_7sWW8SL9OUT4Z8, 5722227]
[paragraph, [140.0, 331.0, 700.0, 36.0], shoonya_7sWW8SL9OUT4Z8, 5722227]
[paragraph, [140.0, 367.0, 700.0, 36.0], shoonya_7sWW8SL9OUT4Z8, 5722227]
[figure-caption, [858.0, 274.0, 229.0, 36.0], BbQ2wfXPFD, 5722227]
[figure-caption, [858.0, 310.0, 229.0, 36.0], BbQ2wfXPFD, 5722227]
[figure-caption, [858.0, 346.0, 229.0, 36.0], BbQ2wfXPFD, 5722227]
[paragraph, [155.0, 417.0, 913.0, 36.0], shoonya_4sSGYFUOC55QG3, 5722227]
[paragraph, [137.0, 482.0, 926.0, 36.0], shoonya_3sDORQ8E64OJSZ, 5722227]
[paragraph, [137.0, 518.0, 926.0, 36.0], shoonya_3sDORQ8E64OJSZ, 5722227]
[paragraph, [137.0, 554.0, 926.0, 36.0], shoonya_3sDORQ8E64OJSZ, 5722227]
[paragraph, [137.0, 590.0, 926.0, 36.0], shoonya_3sDORQ8E64OJSZ, 5722227]
[paragraph, [137.0, 626.0, 926.0, 36.0], shoonya_3sDORQ8E64OJSZ, 5722227]
[paragraph, [137.0, 662.0, 926.0, 36.0], shoonya_3sDORQ8E64OJSZ, 5722227]
[paragraph, [137.0, 698.0, 926.0, 36.0], shoonya_3sDORQ8E64OJSZ, 5722227]
[paragraph, [137.0, 734.0, 926.0, 36.0], shoonya_3sDORQ8E64OJSZ, 5722227]
[paragraph, [146.0, 772.0, 909.0, 36.0], shoonya_5sAJ2TS4QM7CLX, 5722227]
[paragraph, [145.0, 812.0, 919.0, 36.0], shoonya_6sL11OH9CZNO5Z, 5722227]
[paragraph, [145.0, 848.0, 919.0, 36.0], shoonya_6sL11OH9CZNO5Z, 5722227]
[paragraph, [145.0, 884.0, 919.0, 36.0], shoonya_6sL11OH9CZNO5Z, 5722227]
[paragraph, [145.0, 920.0, 919.0, 36.0], shoonya_6sL11OH9CZNO5Z, 5722227]
[paragraph, [145.0, 956.0, 919.0, 36.0], shoonya_6sL11OH9CZNO5Z, 5722227]
[paragraph, [145.0, 992.0, 919.0, 36.0], shoonya_6sL11OH9CZNO5Z, 5722227]
[paragraph, [145.0, 1028.0, 919.0, 36.0], shoonya_6sL11OH9CZNO5Z, 5722227]
[paragraph, [145.0, 1064.0, 919.0, 36.0], shoonya_6sL11OH9CZNO5Z, 5722227]
[paragraph, [145.0, 1100.0, 919.0, 36.0], shoonya_6sL11OH9CZNO5Z, 5722227]
[paragraph, [145.0, 1136.0, 919.0, 36.0], shoonya_6sL11OH9CZNO5Z, 5722227]
[paragraph, [142.0, 1195.0, 913.0, 36.0], shoonya_0sXM1PHDGRZCEL, 5722227]
[paragraph, [142.0, 1231.0, 913.0, 36.0], shoonya_0sXM1PHDGRZCEL, 5722227]
[paragraph, [142.0, 1267.0, 913.0, 36.0], shoonya_0sXM1PHDGRZCEL, 5722227]
[paragraph, [142.0, 1303.0, 913.0, 36.0], shoonya_0sXM1PHDGRZCEL, 5722227]
[paragraph, [144.0, 1363.0, 913.0, 36.0], shoonya_2sSN380EDCWJO0, 5722227]
[paragraph, [144.0, 1399.0, 913.0, 36.0], shoonya_2sSN380EDCWJO0, 5722227]
[website-link, [44.0, 1698.0, 344.0, 18.0], yRDzIr9KoX, 5722227]
