[2806, 1983]
[section-title, [228.0, 313.0, 842.0, 79.5], JRTsqCdmzH, 5682047]
[paragraph, [220.0, 505.0, 1548.0, 46.5], shoonya_1sHC7Q09NSQAQW, 5682047]
[paragraph, [220.0, 551.5, 1548.0, 46.5], shoonya_1sHC7Q09NSQAQW, 5682047]
[paragraph, [220.0, 598.0, 1548.0, 46.5], shoonya_1sHC7Q09NSQAQW, 5682047]
[paragraph, [220.0, 644.5, 1548.0, 46.5], shoonya_1sHC7Q09NSQAQW, 5682047]
[paragraph, [220.0, 691.0, 1548.0, 46.5], shoonya_1sHC7Q09NSQAQW, 5682047]
[paragraph, [220.0, 737.5, 1548.0, 46.5], shoonya_1sHC7Q09NSQAQW, 5682047]
[paragraph, [220.0, 784.0, 1548.0, 46.5], shoonya_1sHC7Q09NSQAQW, 5682047]
[paragraph, [220.0, 830.5, 1548.0, 46.5], shoonya_1sHC7Q09NSQAQW, 5682047]
[paragraph, [220.0, 877.0, 1548.0, 46.5], shoonya_1sHC7Q09NSQAQW, 5682047]
[paragraph, [220.0, 923.5, 1548.0, 46.5], shoonya_1sHC7Q09NSQAQW, 5682047]
[paragraph, [220.0, 970.0, 1548.0, 46.5], shoonya_1sHC7Q09NSQAQW, 5682047]
[paragraph, [220.0, 1016.5, 1548.0, 46.5], shoonya_1sHC7Q09NSQAQW, 5682047]
[paragraph, [220.0, 1063.0, 1548.0, 46.5], shoonya_1sHC7Q09NSQAQW, 5682047]
[paragraph, [220.0, 1109.5, 1548.0, 46.5], shoonya_1sHC7Q09NSQAQW, 5682047]
[paragraph, [220.0, 1156.0, 1548.0, 46.5], shoonya_1sHC7Q09NSQAQW, 5682047]
[paragraph, [214.0, 1317.0, 1562.0, 46.5], shoonya_0sC4DA654AQ94X, 5682047]
[paragraph, [214.0, 1363.5, 1562.0, 46.5], shoonya_0sC4DA654AQ94X, 5682047]
[paragraph, [218.0, 1449.0, 1546.0, 46.5], dZIa5POQ2U, 5682047]
[paragraph, [218.0, 1495.5, 1546.0, 46.5], dZIa5POQ2U, 5682047]
[paragraph, [218.0, 1542.0, 1546.0, 46.5], dZIa5POQ2U, 5682047]
[paragraph, [218.0, 1588.5, 1546.0, 46.5], dZIa5POQ2U, 5682047]
[paragraph, [218.0, 1635.0, 1546.0, 46.5], dZIa5POQ2U, 5682047]
[paragraph, [213.0, 1725.0, 887.0, 46.5], VAnEsTWxaL, 5682047]
[paragraph, [213.0, 1771.5, 887.0, 46.5], VAnEsTWxaL, 5682047]
[paragraph, [213.0, 1838.0, 1331.0, 46.5], KpPPSxK4Yr, 5682047]
[paragraph, [213.0, 1884.5, 1331.0, 46.5], KpPPSxK4Yr, 5682047]
[paragraph, [213.0, 1955.0, 1546.0, 46.5], OLdHN3dB3q, 5682047]
[paragraph, [213.0, 2001.5, 1546.0, 46.5], OLdHN3dB3q, 5682047]
[paragraph, [213.0, 2048.0, 1546.0, 46.5], OLdHN3dB3q, 5682047]
[paragraph, [215.0, 2141.0, 1544.0, 46.5], IkunQz5w4O, 5682047]
[paragraph, [215.0, 2187.5, 1544.0, 46.5], IkunQz5w4O, 5682047]
[paragraph, [215.0, 2234.0, 1544.0, 46.5], IkunQz5w4O, 5682047]
[paragraph, [215.0, 2280.5, 1544.0, 46.5], IkunQz5w4O, 5682047]
[paragraph, [210.0, 2347.0, 947.0, 46.5], k9i0Z1pbgS, 5682047]
[paragraph, [210.0, 2393.5, 947.0, 46.5], k9i0Z1pbgS, 5682047]
