[681, 511]
[folio, [57.0, 23.0, 128.0, 18.0], 8nmIm_YGu5, 5761478]
[paragraph, [26.0, 53.0, 226.0, 18.0], shoonya_0s5Y6AA82TQ0X4, 5761478]
[paragraph, [26.0, 71.0, 226.0, 18.0], shoonya_0s5Y6AA82TQ0X4, 5761478]
[paragraph, [26.0, 89.0, 226.0, 18.0], shoonya_0s5Y6AA82TQ0X4, 5761478]
[paragraph, [26.0, 107.0, 226.0, 18.0], shoonya_0s5Y6AA82TQ0X4, 5761478]
[paragraph, [26.0, 125.0, 226.0, 18.0], shoonya_0s5Y6AA82TQ0X4, 5761478]
[paragraph, [26.0, 143.0, 226.0, 18.0], shoonya_0s5Y6AA82TQ0X4, 5761478]
[paragraph, [26.0, 161.0, 226.0, 18.0], shoonya_0s5Y6AA82TQ0X4, 5761478]
[paragraph, [26.0, 179.0, 226.0, 18.0], shoonya_0s5Y6AA82TQ0X4, 5761478]
[paragraph, [252.0, 72.0, 231.0, 18.0], shoonya_7sDB4EY57GE0LF, 5761478]
[paragraph, [252.0, 90.0, 231.0, 18.0], shoonya_7sDB4EY57GE0LF, 5761478]
[paragraph, [252.0, 108.0, 231.0, 18.0], shoonya_7sDB4EY57GE0LF, 5761478]
[paragraph, [252.0, 126.0, 231.0, 18.0], shoonya_7sDB4EY57GE0LF, 5761478]
[paragraph, [252.0, 144.0, 231.0, 18.0], shoonya_7sDB4EY57GE0LF, 5761478]
[paragraph, [252.0, 162.0, 231.0, 18.0], shoonya_7sDB4EY57GE0LF, 5761478]
[paragraph, [282.0, 191.0, 200.0, 18.0], 5O6fRUBCL7, 5761478]
[paragraph, [282.0, 209.0, 200.0, 18.0], 5O6fRUBCL7, 5761478]
[paragraph, [282.0, 227.0, 200.0, 18.0], 5O6fRUBCL7, 5761478]
[paragraph, [282.0, 245.0, 200.0, 18.0], 5O6fRUBCL7, 5761478]
[paragraph, [282.0, 263.0, 200.0, 18.0], 5O6fRUBCL7, 5761478]
[paragraph, [282.0, 281.0, 200.0, 18.0], 5O6fRUBCL7, 5761478]
[paragraph, [27.0, 203.0, 228.0, 18.0], i9YMz1-zLe, 5761478]
[paragraph, [27.0, 221.0, 228.0, 18.0], i9YMz1-zLe, 5761478]
[paragraph, [27.0, 239.0, 228.0, 18.0], i9YMz1-zLe, 5761478]
[paragraph, [27.0, 270.0, 228.0, 18.0], shoonya_9sLHZIAP00V1ZL, 5761478]
[paragraph, [27.0, 288.0, 228.0, 18.0], shoonya_9sLHZIAP00V1ZL, 5761478]
[paragraph, [27.0, 306.0, 228.0, 18.0], shoonya_9sLHZIAP00V1ZL, 5761478]
[paragraph, [27.0, 324.0, 228.0, 18.0], shoonya_9sLHZIAP00V1ZL, 5761478]
[paragraph, [27.0, 342.0, 228.0, 18.0], shoonya_9sLHZIAP00V1ZL, 5761478]
[paragraph, [27.0, 360.0, 228.0, 18.0], shoonya_9sLHZIAP00V1ZL, 5761478]
[paragraph, [27.0, 378.0, 228.0, 18.0], shoonya_9sLHZIAP00V1ZL, 5761478]
[paragraph, [27.0, 396.0, 228.0, 18.0], shoonya_9sLHZIAP00V1ZL, 5761478]
[paragraph, [27.0, 414.0, 228.0, 18.0], shoonya_9sLHZIAP00V1ZL, 5761478]
[paragraph, [27.0, 432.0, 228.0, 18.0], shoonya_9sLHZIAP00V1ZL, 5761478]
[paragraph, [27.0, 450.0, 228.0, 18.0], shoonya_9sLHZIAP00V1ZL, 5761478]
[paragraph, [27.0, 468.0, 228.0, 18.0], shoonya_9sLHZIAP00V1ZL, 5761478]
[paragraph, [256.0, 314.0, 225.0, 18.0], mBd2bJNu3Z, 5761478]
[paragraph, [256.0, 332.0, 225.0, 18.0], mBd2bJNu3Z, 5761478]
[paragraph, [256.0, 350.0, 225.0, 18.0], mBd2bJNu3Z, 5761478]
[paragraph, [256.0, 368.0, 225.0, 18.0], mBd2bJNu3Z, 5761478]
[paragraph, [256.0, 386.0, 225.0, 18.0], mBd2bJNu3Z, 5761478]
[paragraph, [256.0, 404.0, 225.0, 18.0], mBd2bJNu3Z, 5761478]
[paragraph, [257.0, 434.0, 223.0, 18.0], shoonya_6sI5XY5ZHJMCS3, 5761478]
[paragraph, [257.0, 452.0, 223.0, 18.0], shoonya_6sI5XY5ZHJMCS3, 5761478]
[paragraph, [257.0, 470.0, 223.0, 18.0], shoonya_6sI5XY5ZHJMCS3, 5761478]
[paragraph, [257.0, 488.0, 223.0, 18.0], shoonya_6sI5XY5ZHJMCS3, 5761478]
[paragraph, [257.0, 506.0, 223.0, 18.0], shoonya_6sI5XY5ZHJMCS3, 5761478]
[paragraph, [257.0, 524.0, 223.0, 18.0], shoonya_6sI5XY5ZHJMCS3, 5761478]
[paragraph, [257.0, 542.0, 223.0, 18.0], shoonya_6sI5XY5ZHJMCS3, 5761478]
[paragraph, [29.0, 492.0, 227.0, 18.0], shoonya_8sW0MMKE69GWTW, 5761478]
[paragraph, [29.0, 510.0, 227.0, 18.0], shoonya_8sW0MMKE69GWTW, 5761478]
[paragraph, [29.0, 528.0, 227.0, 18.0], shoonya_8sW0MMKE69GWTW, 5761478]
[paragraph, [31.0, 558.0, 224.0, 18.0], shoonya_3sXTN5J22X4SS4, 5761478]
[paragraph, [31.0, 576.0, 224.0, 18.0], shoonya_3sXTN5J22X4SS4, 5761478]
[paragraph, [31.0, 594.0, 224.0, 18.0], shoonya_3sXTN5J22X4SS4, 5761478]
[paragraph, [31.0, 612.0, 224.0, 18.0], shoonya_3sXTN5J22X4SS4, 5761478]
[paragraph, [254.0, 566.0, 227.0, 18.0], shoonya_1s7F9UEXRMW5IA, 5761478]
[paragraph, [254.0, 584.0, 227.0, 18.0], shoonya_1s7F9UEXRMW5IA, 5761478]
[paragraph, [254.0, 602.0, 227.0, 18.0], shoonya_1s7F9UEXRMW5IA, 5761478]
[paragraph, [254.0, 620.0, 227.0, 18.0], shoonya_1s7F9UEXRMW5IA, 5761478]
