[2876, 2048]
[section-title, [174.0, 179.0, 1351.0, 79.5], uizVwpN5aP, 6473768]
[section-title, [174.0, 258.5, 1351.0, 79.5], uizVwpN5aP, 6473768]
[quote, [160.0, 468.0, 1683.0, 46.5], shoonya_3sUU88QEXCTY4U, 6473768]
[quote, [160.0, 514.5, 1683.0, 46.5], shoonya_3sUU88QEXCTY4U, 6473768]
[quote, [160.0, 561.0, 1683.0, 46.5], shoonya_3sUU88QEXCTY4U, 6473768]
[quote, [160.0, 607.5, 1683.0, 46.5], shoonya_3sUU88QEXCTY4U, 6473768]
[quote, [160.0, 654.0, 1683.0, 46.5], shoonya_3sUU88QEXCTY4U, 6473768]
[quote, [160.0, 700.5, 1683.0, 46.5], shoonya_3sUU88QEXCTY4U, 6473768]
[quote, [160.0, 747.0, 1683.0, 46.5], shoonya_3sUU88QEXCTY4U, 6473768]
[quote, [160.0, 793.5, 1683.0, 46.5], shoonya_3sUU88QEXCTY4U, 6473768]
[quote, [160.0, 840.0, 1683.0, 46.5], shoonya_3sUU88QEXCTY4U, 6473768]
[quote, [160.0, 886.5, 1683.0, 46.5], shoonya_3sUU88QEXCTY4U, 6473768]
[author, [773.0, 922.0, 1009.0, 46.5], shoonya_11s4SZCEARPDJO, 6473768]
[paragraph, [174.0, 1060.0, 831.0, 46.5], shoonya_2sMPH7BA8IH9DF, 6473768]
[paragraph, [174.0, 1106.5, 831.0, 46.5], shoonya_2sMPH7BA8IH9DF, 6473768]
[paragraph, [174.0, 1153.0, 831.0, 46.5], shoonya_2sMPH7BA8IH9DF, 6473768]
[paragraph, [174.0, 1199.5, 831.0, 46.5], shoonya_2sMPH7BA8IH9DF, 6473768]
[paragraph, [174.0, 1246.0, 831.0, 46.5], shoonya_2sMPH7BA8IH9DF, 6473768]
[paragraph, [174.0, 1292.5, 831.0, 46.5], shoonya_2sMPH7BA8IH9DF, 6473768]
[paragraph, [174.0, 1339.0, 831.0, 46.5], shoonya_2sMPH7BA8IH9DF, 6473768]
[paragraph, [174.0, 1385.5, 831.0, 46.5], shoonya_2sMPH7BA8IH9DF, 6473768]
[paragraph, [174.0, 1432.0, 831.0, 46.5], shoonya_2sMPH7BA8IH9DF, 6473768]
[paragraph, [174.0, 1478.5, 831.0, 46.5], shoonya_2sMPH7BA8IH9DF, 6473768]
[paragraph, [174.0, 1525.0, 831.0, 46.5], shoonya_2sMPH7BA8IH9DF, 6473768]
[paragraph, [167.0, 1603.0, 825.0, 46.5], shoonya_4s926VAQRTWHTC, 6473768]
[paragraph, [167.0, 1649.5, 825.0, 46.5], shoonya_4s926VAQRTWHTC, 6473768]
[paragraph, [167.0, 1696.0, 825.0, 46.5], shoonya_4s926VAQRTWHTC, 6473768]
[paragraph, [167.0, 1742.5, 825.0, 46.5], shoonya_4s926VAQRTWHTC, 6473768]
[paragraph, [167.0, 1789.0, 825.0, 46.5], shoonya_4s926VAQRTWHTC, 6473768]
[paragraph, [167.0, 1835.5, 825.0, 46.5], shoonya_4s926VAQRTWHTC, 6473768]
[paragraph, [167.0, 1882.0, 825.0, 46.5], shoonya_4s926VAQRTWHTC, 6473768]
[paragraph, [167.0, 1928.5, 825.0, 46.5], shoonya_4s926VAQRTWHTC, 6473768]
[paragraph, [167.0, 1975.0, 825.0, 46.5], shoonya_4s926VAQRTWHTC, 6473768]
[paragraph, [167.0, 2021.5, 825.0, 46.5], shoonya_4s926VAQRTWHTC, 6473768]
[paragraph, [167.0, 2068.0, 825.0, 46.5], shoonya_4s926VAQRTWHTC, 6473768]
[paragraph, [167.0, 2114.5, 825.0, 46.5], shoonya_4s926VAQRTWHTC, 6473768]
[paragraph, [167.0, 2161.0, 825.0, 46.5], shoonya_4s926VAQRTWHTC, 6473768]
[paragraph, [167.0, 2207.5, 825.0, 46.5], shoonya_4s926VAQRTWHTC, 6473768]
[paragraph, [167.0, 2254.0, 825.0, 46.5], shoonya_4s926VAQRTWHTC, 6473768]
[figure-caption, [1478.0, 1706.0, 385.0, 46.5], shoonya_1s7J3LRST3AWA3, 6473768]
[quote, [1066.0, 2163.0, 780.0, 46.5], shoonya_10sV7YXCMX0RDU, 6473768]
[quote, [1066.0, 2209.5, 780.0, 46.5], shoonya_10sV7YXCMX0RDU, 6473768]
[quote, [1066.0, 2256.0, 780.0, 46.5], shoonya_10sV7YXCMX0RDU, 6473768]
[quote, [1066.0, 2302.5, 780.0, 46.5], shoonya_10sV7YXCMX0RDU, 6473768]
[quote, [1066.0, 2349.0, 780.0, 46.5], shoonya_10sV7YXCMX0RDU, 6473768]
[quote, [1066.0, 2395.5, 780.0, 46.5], shoonya_10sV7YXCMX0RDU, 6473768]
[quote, [1066.0, 2442.0, 780.0, 46.5], shoonya_10sV7YXCMX0RDU, 6473768]
[quote, [1066.0, 2488.5, 780.0, 46.5], shoonya_10sV7YXCMX0RDU, 6473768]
[quote, [1066.0, 2535.0, 780.0, 46.5], shoonya_10sV7YXCMX0RDU, 6473768]
[author, [1253.0, 2616.0, 617.0, 46.5], shoonya_8s08N0ALCMD9XL, 6473768]
