[2200, 1700]
[paragraph, [370.0, 113.0, 1137.0, 36.0], shoonya_1sBQG1BPW1E80I, 5734111]
[paragraph, [370.0, 149.0, 1137.0, 36.0], shoonya_1sBQG1BPW1E80I, 5734111]
[paragraph, [370.0, 185.0, 1137.0, 36.0], shoonya_1sBQG1BPW1E80I, 5734111]
[paragraph, [370.0, 221.0, 1137.0, 36.0], shoonya_1sBQG1BPW1E80I, 5734111]
[paragraph, [370.0, 257.0, 1137.0, 36.0], shoonya_1sBQG1BPW1E80I, 5734111]
[paragraph, [370.0, 293.0, 1137.0, 36.0], shoonya_1sBQG1BPW1E80I, 5734111]
[paragraph, [370.0, 329.0, 1137.0, 36.0], shoonya_1sBQG1BPW1E80I, 5734111]
[paragraph, [370.0, 365.0, 1137.0, 36.0], shoonya_1sBQG1BPW1E80I, 5734111]
[paragraph, [370.0, 401.0, 1137.0, 36.0], shoonya_1sBQG1BPW1E80I, 5734111]
[paragraph, [370.0, 437.0, 1137.0, 36.0], shoonya_1sBQG1BPW1E80I, 5734111]
[paragraph, [370.0, 473.0, 1137.0, 36.0], shoonya_1sBQG1BPW1E80I, 5734111]
[paragraph, [370.0, 509.0, 1137.0, 36.0], shoonya_1sBQG1BPW1E80I, 5734111]
[paragraph, [370.0, 545.0, 1137.0, 36.0], shoonya_1sBQG1BPW1E80I, 5734111]
[paragraph, [370.0, 581.0, 1137.0, 36.0], shoonya_1sBQG1BPW1E80I, 5734111]
[paragraph, [372.0, 635.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 671.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 707.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 743.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 779.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 815.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 851.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 887.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 923.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 959.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 995.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 1031.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 1067.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 1103.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 1139.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 1175.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 1211.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 1247.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 1283.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 1319.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 1355.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 1391.0, 1134.0, 36.0], shoonya_2sQPZH271G2LZC, 5734111]
[paragraph, [372.0, 1439.0, 1134.0, 36.0], shoonya_0sX3QK591T6F6J, 5734111]
[paragraph, [372.0, 1475.0, 1134.0, 36.0], shoonya_0sX3QK591T6F6J, 5734111]
[paragraph, [372.0, 1511.0, 1134.0, 36.0], shoonya_0sX3QK591T6F6J, 5734111]
[paragraph, [372.0, 1547.0, 1134.0, 36.0], shoonya_0sX3QK591T6F6J, 5734111]
[paragraph, [372.0, 1583.0, 1134.0, 36.0], shoonya_0sX3QK591T6F6J, 5734111]
[paragraph, [372.0, 1619.0, 1134.0, 36.0], shoonya_0sX3QK591T6F6J, 5734111]
[paragraph, [372.0, 1655.0, 1134.0, 36.0], shoonya_0sX3QK591T6F6J, 5734111]
[paragraph, [372.0, 1691.0, 1134.0, 36.0], shoonya_0sX3QK591T6F6J, 5734111]
[paragraph, [372.0, 1727.0, 1134.0, 36.0], shoonya_0sX3QK591T6F6J, 5734111]
[paragraph, [372.0, 1763.0, 1134.0, 36.0], shoonya_0sX3QK591T6F6J, 5734111]
[paragraph, [372.0, 1799.0, 1134.0, 36.0], shoonya_0sX3QK591T6F6J, 5734111]
[paragraph, [372.0, 1835.0, 1134.0, 36.0], shoonya_0sX3QK591T6F6J, 5734111]
[paragraph, [372.0, 1871.0, 1134.0, 36.0], shoonya_0sX3QK591T6F6J, 5734111]
[paragraph, [372.0, 1907.0, 1134.0, 36.0], shoonya_0sX3QK591T6F6J, 5734111]
[paragraph, [372.0, 1943.0, 1134.0, 36.0], shoonya_0sX3QK591T6F6J, 5734111]
[paragraph, [372.0, 1979.0, 1134.0, 36.0], shoonya_0sX3QK591T6F6J, 5734111]
