[1448, 2048]
[section-title, [120.0, 460.0, 375.0, 30.0], 03jXEn1Af7, 6473967]
[section-title, [120.0, 490.0, 375.0, 30.0], 03jXEn1Af7, 6473967]
[section-title, [120.0, 520.0, 375.0, 30.0], 03jXEn1Af7, 6473967]
[section-title, [120.0, 550.0, 375.0, 30.0], 03jXEn1Af7, 6473967]
[paragraph, [120.0, 624.0, 1799.0, 18.0], BFgPSTXG27, 6473967]
[paragraph, [120.0, 642.0, 1799.0, 18.0], BFgPSTXG27, 6473967]
[paragraph, [120.0, 660.0, 1799.0, 18.0], BFgPSTXG27, 6473967]
[paragraph, [120.0, 678.0, 1799.0, 18.0], BFgPSTXG27, 6473967]
[paragraph, [120.0, 696.0, 1799.0, 18.0], BFgPSTXG27, 6473967]
[paragraph, [120.0, 714.0, 1799.0, 18.0], BFgPSTXG27, 6473967]
[paragraph, [120.0, 732.0, 1799.0, 18.0], BFgPSTXG27, 6473967]
[paragraph, [120.0, 750.0, 1799.0, 18.0], BFgPSTXG27, 6473967]
[paragraph, [120.0, 768.0, 1799.0, 18.0], BFgPSTXG27, 6473967]
[paragraph, [120.0, 786.0, 1799.0, 18.0], BFgPSTXG27, 6473967]
[paragraph, [120.0, 804.0, 1799.0, 18.0], BFgPSTXG27, 6473967]
[paragraph, [120.0, 822.0, 1799.0, 18.0], BFgPSTXG27, 6473967]
[paragraph, [120.0, 840.0, 1799.0, 18.0], BFgPSTXG27, 6473967]
[paragraph, [120.0, 858.0, 1799.0, 18.0], BFgPSTXG27, 6473967]
[paragraph, [120.0, 876.0, 1799.0, 18.0], BFgPSTXG27, 6473967]
[paragraph, [120.0, 894.0, 1799.0, 18.0], BFgPSTXG27, 6473967]
[paragraph, [120.0, 912.0, 1799.0, 18.0], BFgPSTXG27, 6473967]
[paragraph, [120.0, 930.0, 1799.0, 18.0], BFgPSTXG27, 6473967]
[paragraph, [120.0, 948.0, 1799.0, 18.0], BFgPSTXG27, 6473967]
[folio, [1397.0, 1280.0, 170.0, 18.0], uGC-zdm-Te, 6473967]
[folio, [1397.0, 1298.0, 170.0, 18.0], uGC-zdm-Te, 6473967]
[folio, [1397.0, 1316.0, 170.0, 18.0], uGC-zdm-Te, 6473967]
[folio, [499.0, 1293.0, 796.0, 18.0], shoonya_0sVZ9ABDDIUV2X, 6473967]
[folio, [499.0, 1311.0, 796.0, 18.0], shoonya_0sVZ9ABDDIUV2X, 6473967]
[folio, [499.0, 1329.0, 796.0, 18.0], shoonya_0sVZ9ABDDIUV2X, 6473967]
